"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:40 PM"
"Sample Rate","20"
"Duration","34"
"Segment","Session"
"Beacon Markers","34"
"Segment Times","0:34.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.0293","12.6630","1.4461","48.2812","-0.5724","-0.1731","-0.1542","-2.9307","0.3114","0.2027","0.0613","0.0000","3072.2788","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.3824","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.2087","7.5385","0.0000","499.7647","0.0000","0.0000","23.7740","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5214","13.5214","6.7087","0.0000","0.0000","2.0000","0.0000","0.0000","2.5670","0.0000","0.0000","13.5214","0.0000","13.5214","0.0000","0.0000","1.2097","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0368","12.6790","1.3184","48.2812","-0.5888","-0.1548","-0.1361","-2.9414","0.2942","0.2457","0.0708","0.0000","2953.0486","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3592","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.2000","7.4000","0.0000","498.6796","0.0000","0.0000","23.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5699","13.5699","8.6505","0.0000","0.0000","2.0000","0.0000","0.0000","2.5344","0.0000","0.0000","13.5699","0.0000","13.5699","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0442","12.6950","1.2404","48.2812","-0.4949","-0.1415","-0.1415","-2.9355","0.3026","0.2187","0.0445","0.0000","2890.9126","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.4466","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6279","0.0000","0.0000","1.2000","7.4000","0.0000","497.2233","0.0000","0.0000","23.7256","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.5769","0.0000","0.0000","2.0000","0.0000","0.0000","2.5023","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0516","12.7110","1.1979","48.2812","-0.4739","-0.1982","-0.1835","-2.9414","0.2961","0.2076","0.0297","0.0000","2852.1570","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","484.3922","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6760","0.0000","0.0000","1.2000","7.4000","0.0000","496.5490","0.0000","0.0000","23.7012","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","12.5000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4762","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0591","12.7270","1.1804","48.2812","-0.5337","-0.1736","-0.1579","-2.9375","0.3038","0.2100","0.0198","0.0000","2820.7844","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.8431","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6752","0.0000","0.0000","1.2000","7.4000","0.0000","499.9804","0.0000","0.0000","23.6768","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.0980","0.0000","0.0000","2.0000","0.0000","0.0000","2.4522","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0665","12.7430","1.1857","48.2812","-0.5726","-0.1765","-0.1691","-2.9414","0.2993","0.2179","0.0313","0.0000","2825.6799","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0600","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6257","0.0000","0.0000","1.2000","7.5080","0.0000","502.8200","0.0000","0.0000","23.6525","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","6.1765","0.0000","0.0000","2.0000","0.0000","0.0000","2.4367","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0740","12.7590","1.1830","48.2812","-0.4683","-0.2211","-0.1895","-2.9463","0.3240","0.1906","0.0432","0.0000","2844.6799","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.5600","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6240","0.0000","0.0000","1.2000","7.6580","0.0000","501.3200","0.0000","0.0000","23.6281","0.0000","0.0000","0.0000","0.9804","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.5446","0.0000","0.0000","2.0000","0.0000","0.0000","2.4248","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0814","12.7750","1.1844","48.2812","-0.4486","-0.1413","-0.1300","-2.9268","0.3191","0.2118","0.0815","0.0000","2889.1458","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0000","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.6740","0.0000","0.0000","1.2000","7.8049","0.0000","500.2286","0.0000","0.0000","23.6037","0.0000","0.0000","0.0000","0.7353","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","18.4653","0.0000","0.0000","2.0000","0.0000","0.0000","2.4207","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0888","12.7910","1.2083","48.2812","-0.4862","-0.0730","-0.1093","-2.9062","0.3013","0.2272","0.0428","0.0000","2943.5146","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0000","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.2000","7.9505","0.0000","502.1333","0.0000","0.0000","23.5793","0.0000","0.0000","0.0000","0.4902","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5867","13.5867","21.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4202","0.0000","0.0000","13.5867","0.0000","13.5867","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0963","12.8070","1.2320","48.2812","-0.4960","-0.0630","-0.1203","-2.8916","0.2791","0.2056","0.0609","0.0000","2980.2622","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.9703","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.2000","8.0320","0.0000","503.9703","0.0000","0.0000","23.5549","0.0000","0.0000","0.0000","0.2451","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5390","13.5390","21.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4237","0.0000","0.0000","13.5390","0.0000","13.5390","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1037","12.8230","1.2748","48.2812","-0.4056","-0.0512","-0.1219","-2.8848","0.2893","0.1898","0.0809","0.0000","3007.9321","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4851","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.2000","8.0806","0.0000","502.4851","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","18.8725","0.0000","0.0000","2.0000","0.0000","0.0000","2.4296","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1112","12.8390","1.2591","48.3539","-0.4241","-0.0476","-0.1136","-2.8877","0.2955","0.2116","0.0596","0.0000","3049.2856","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.0000","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.2000","8.1571","0.0000","501.0000","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","0.2415","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","15.4412","0.0000","0.0000","2.0000","0.0000","0.0000","2.4353","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1186","12.8550","1.2867","48.4347","-0.5648","-0.0812","-0.1155","-2.9160","0.2615","0.2161","0.0139","0.0000","3099.7620","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.4762","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.2000","8.2524","0.0000","501.0000","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","0.4831","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","15.3810","0.0000","0.0000","2.0000","0.0000","0.0000","2.4410","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1260","12.8710","1.2834","48.5155","-0.5179","-0.1818","-0.1487","-2.9619","0.2629","0.2090","0.0264","0.0000","3138.6138","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.9524","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.1752","8.3245","0.0000","501.0000","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","0.7246","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","17.7619","0.0000","0.0000","2.0000","0.0000","0.0000","2.4452","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.1762","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1335","12.8870","1.2995","48.5962","-0.4398","-0.2878","-0.1926","-2.9922","0.3101","0.2386","0.0439","0.0000","3165.8416","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3235","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.1257","8.3735","0.0000","500.1176","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","0.9662","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","14.6800","0.0000","0.0000","2.0000","0.0000","0.0000","2.4477","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.1267","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1409","12.9030","1.3077","48.6770","-0.4781","-0.3047","-0.2137","-2.9795","0.3361","0.2414","0.0485","0.0000","3163.1287","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.7941","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.1000","8.3540","0.0000","499.1373","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","5.6800","0.0000","0.0000","2.0000","0.0000","0.0000","2.4506","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.1000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1484","12.9190","1.3414","48.7578","-0.5579","-0.2135","-0.1937","-2.9336","0.3369","0.1981","0.0610","0.0000","3127.9802","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.2970","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.1000","8.2540","0.0000","501.5544","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","2.1538","0.0000","0.0000","2.0000","0.0000","0.0000","2.4541","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.1000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1558","12.9350","1.3017","48.8385","-0.5733","-0.1095","-0.1545","-2.8994","0.3307","0.1974","0.0494","0.0000","3108.1238","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.3168","0.0000","83.3500","0.0000","0.0000","0.0000","0.0000","12.7000","0.0000","0.0000","1.1219","8.1562","0.0000","504.5247","0.0000","0.0000","23.5500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","4.5577","0.0000","0.0000","2.0000","0.0000","0.0000","2.4568","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.1210","0.0000","0.0000","0.0000","0.0000","0.0000"
