"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","2:30 PM"
"Sample Rate","20"
"Duration","11"
"Segment","Session"
"Beacon Markers","11"
"Segment Times","0:11.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"35.3230","13.2498","0.9441","72.8750","-0.1031","-0.1637","-0.2206","-2.8789","0.9893","0.5073","0.4077","0.0000","2442.0654","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.6823","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0362","0.0000","0.0000","1.6000","7.1346","0.0000","505.4392","0.0000","0.0000","21.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0272","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9694","0.0000","0.0000","0.0000","13.7000","13.7000","10.5660","0.0000","0.0000","2.0000","0.0000","0.0000","2.2673","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6368","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3141","13.2505","0.9607","72.8750","-0.1625","-0.1740","-0.2305","-2.9346","0.9497","0.8813","0.6189","0.0000","2486.9253","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.2804","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6000","7.2748","0.0000","505.9066","0.0000","0.0000","21.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0328","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9699","0.0000","0.0000","0.0000","13.7000","13.7000","9.1296","0.0000","0.0000","2.0000","0.0000","0.0000","2.2682","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5897","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3052","13.2513","0.9656","72.8750","-0.1330","-0.1833","-0.2238","-2.9629","1.1680","1.3652","0.4045","0.0000","2406.4246","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.6227","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5613","7.1467","0.0000","505.2453","0.0000","0.0000","21.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0429","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9704","0.0000","0.0000","0.0000","13.7085","13.7085","13.7593","0.0000","0.0000","2.0000","0.0000","0.0000","2.2691","0.0000","0.0000","13.7085","0.0000","13.7085","0.0000","0.0000","1.5430","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2962","13.2521","0.9500","72.8750","-0.1072","-0.1714","-0.2213","-2.9277","1.0459","1.5557","0.4127","0.0000","2298.4058","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.1509","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5142","6.9598","0.0000","504.3019","0.0000","0.0000","21.9378","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0556","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9708","0.0000","0.0000","0.0000","13.7557","13.7557","16.8544","0.0000","0.0000","2.0000","0.0000","0.0000","2.2699","0.0000","0.0000","13.7557","0.0000","13.7557","0.0000","0.0000","1.4962","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2873","13.2528","0.9531","72.8750","-0.1886","-0.1693","-0.2280","-2.9062","0.5078","1.1387","0.5312","0.0000","2306.1470","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","6.9000","0.0000","503.6667","0.0000","0.0000","21.9134","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0635","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9713","0.0000","0.0000","0.0000","13.7942","13.7942","16.3689","0.0000","0.0000","2.0000","0.0000","0.0000","2.2684","0.0000","0.0000","13.7942","0.0000","13.7942","0.0000","0.0000","1.4481","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2784","13.2536","0.9768","72.8750","-0.4243","-0.1842","-0.2332","-2.9365","0.5256","0.5385","0.5552","0.0000","2363.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.4706","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","6.9000","0.0000","503.1765","0.0000","0.0000","21.8890","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0664","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9718","0.0000","0.0000","0.0000","13.6981","13.6981","16.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2670","0.0000","0.0000","13.6981","0.0000","13.6981","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2695","13.2543","0.9858","72.8750","-0.6348","-0.1821","-0.2268","-2.9336","0.8047","0.4473","0.5981","0.0000","2336.3557","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.3846","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","6.7757","0.0000","503.0000","0.0000","0.0000","21.8646","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0671","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9720","0.0000","0.0000","0.0000","13.6019","13.6019","16.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2709","0.0000","0.0000","13.6019","0.0000","13.6019","0.0000","0.0000","1.4490","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2605","13.2551","0.9683","72.8750","-0.6531","-0.1838","-0.2322","-2.9209","0.7344","0.9932","0.5967","0.0000","2265.6826","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.4231","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","6.5816","0.0000","503.0000","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0652","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9720","0.0000","0.0000","0.0000","13.6970","13.6970","15.8039","0.0000","0.0000","2.0000","0.0000","0.0000","2.2748","0.0000","0.0000","13.6970","0.0000","13.6970","0.0000","0.0000","1.4980","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2516","13.2559","0.9561","72.8750","-0.6516","-0.2017","-0.2400","-2.9336","1.4277","0.8486","0.6157","0.0000","2291.4412","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.3529","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5284","6.6137","0.0000","502.4510","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.1381","0.0000","0.0000","0.0000","0.0000","1.0652","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9715","0.0000","0.0000","0.0000","13.7960","13.7960","14.8235","0.0000","0.0000","2.0000","0.0000","0.0000","2.2721","0.0000","0.0000","13.7960","0.0000","13.7960","0.0000","0.0000","1.5475","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2427","13.2566","0.9456","72.8750","-0.5706","-0.1933","-0.2318","-2.9268","2.1338","0.2371","0.6641","0.0000","2387.0293","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4118","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5775","6.8098","0.0000","501.4706","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.3762","0.0000","0.0000","0.0000","0.0000","1.0680","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9705","0.0000","0.0000","0.0000","13.8000","13.8000","12.9434","0.0000","0.0000","2.0000","0.0000","0.0000","2.2692","0.0000","0.0000","13.8000","0.0000","13.8000","0.0000","0.0000","1.5970","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2337","13.2574","0.9619","72.8750","-0.4559","-0.1758","-0.2202","-2.9336","1.6924","0.3691","0.6484","0.0000","2422.9253","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4579","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6252","6.9252","0.0000","503.6729","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.6143","0.0000","0.0000","0.0000","0.0000","1.0688","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9707","0.0000","0.0000","0.0000","13.8000","13.8000","6.3396","0.0000","0.0000","2.0000","0.0000","0.0000","2.2707","0.0000","0.0000","13.8000","0.0000","13.8000","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2248","13.2581","1.0017","72.8750","-0.4723","-0.1558","-0.2197","-2.9512","-0.1880","1.5557","0.8357","0.0000","2407.9719","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.2617","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6720","6.9720","0.0000","508.8131","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.8524","0.0000","0.0000","0.0000","0.0000","1.0651","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9721","0.0000","0.0000","0.0000","13.7589","13.7589","0.2453","0.0000","0.0000","2.0000","0.0000","0.0000","2.2726","0.0000","0.0000","13.7589","0.0000","13.7589","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2159","13.2589","1.0181","72.8750","-0.5300","-0.1597","-0.2219","-2.9688","-1.0977","1.9307","1.1611","0.0000","2449.7546","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.6415","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6811","7.1321","0.0000","511.1038","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0620","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9735","0.0000","0.0000","0.0000","13.7121","13.7121","6.3774","0.0000","0.0000","2.0000","0.0000","0.0000","2.2779","0.0000","0.0000","13.7121","0.0000","13.7121","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2070","13.2597","1.0205","72.8750","-0.5762","-0.1404","-0.1998","-2.9512","-0.0237","0.6798","1.3345","0.0000","2576.6416","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6981","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6340","7.4623","0.0000","508.7453","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0620","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9750","0.0000","0.0000","0.0000","13.7000","13.7000","12.5094","0.0000","0.0000","2.0000","0.0000","0.0000","2.2841","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1980","13.2604","1.0864","72.8750","-0.6506","-0.1290","-0.2029","-2.9570","0.6733","0.0448","1.2539","0.0000","2735.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.3810","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0327","0.0000","0.0000","1.6000","7.8585","0.0000","507.1238","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0618","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9775","0.0000","0.0000","0.0000","13.7000","13.7000","9.5283","0.0000","0.0000","2.0000","0.0000","0.0000","2.2988","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5673","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1891","13.2612","1.2114","72.8750","-0.6479","-0.1720","-0.2167","-2.9746","1.0088","0.4021","1.2500","0.0000","2975.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.0794","0.0000","0.0000","1.6000","8.4245","0.0000","507.6000","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0559","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9831","0.0000","0.0000","0.0000","13.6695","13.6695","5.7547","0.0000","0.0000","2.0000","0.0000","0.0000","2.3170","0.0000","0.0000","13.6695","0.0000","13.6695","0.0000","0.0000","1.5206","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1802","13.2620","1.2993","72.8750","-0.5574","-0.1124","-0.2014","-2.9404","1.0010","0.8835","1.3262","0.0000","3185.1216","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.4953","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.1000","0.0000","0.0000","1.6000","8.9151","0.0000","508.2243","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.9623","0.0000","0.0000","0.0000","0.0000","1.0501","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9888","0.0000","0.0000","0.0000","13.6219","13.6219","3.8679","0.0000","0.0000","2.0000","0.0000","0.0000","2.3394","0.0000","0.0000","13.6219","0.0000","13.6219","0.0000","0.0000","1.5267","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1712","13.2627","1.3711","72.8750","-0.5459","-0.0819","-0.1809","-2.9453","0.7300","0.9409","1.3203","0.0000","3258.0188","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.8411","0.0000","72.6500","0.0000","0.0000","0.0000","0.0000","13.1000","0.0000","0.0000","1.6000","9.0094","0.0000","509.6262","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.7264","0.0000","0.0000","0.0000","0.0000","1.0555","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9945","0.0000","0.0000","0.0000","13.6000","13.6000","2.4528","0.0000","0.0000","2.0000","0.0000","0.0000","2.3651","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5743","0.0000","0.0000","0.0000","0.0000","0.0000"
