"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:02 PM"
"Sample Rate","20"
"Duration","218"
"Segment","Session"
"Beacon Markers","218"
"Segment Times","3:38.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"36.9629","13.2284","0.9109","84.0625","1.7177","-0.1359","-0.1987","-2.9668","3.8926","2.8311","15.6523","0.0000","2648.9712","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.6602","0.0000","78.6036","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6000","7.4433","0.0000","504.3204","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9612","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9880","0.0000","0.0000","0.0000","13.7000","13.7000","12.3810","0.0000","0.0000","2.0000","0.0000","0.0000","2.3397","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9584","13.2135","0.9263","84.0625","1.8298","-0.1396","-0.2019","-2.9766","3.5957","2.8438","15.6328","0.0000","2613.8933","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.9904","0.0000","78.6278","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5660","7.3663","0.0000","505.0000","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9661","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9876","0.0000","0.0000","0.0000","13.6569","13.6569","7.2647","0.0000","0.0000","2.0000","0.0000","0.0000","2.3362","0.0000","0.0000","13.6569","0.0000","13.6569","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9539","13.1987","0.8918","84.0625","1.7279","-0.1509","-0.1956","-2.9482","3.5605","2.7275","15.4727","0.0000","2580.8835","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6250","0.0000","78.6520","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5175","7.3183","0.0000","505.0000","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9670","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9862","0.0000","0.0000","0.0000","13.6078","13.6078","0.8922","0.0000","0.0000","2.0000","0.0000","0.0000","2.3325","0.0000","0.0000","13.6078","0.0000","13.6078","0.0000","0.0000","1.5028","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9495","13.1838","0.8717","84.0625","1.6658","-0.1443","-0.1956","-2.9316","3.5410","2.6602","15.1719","0.0000","2541.3496","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.7843","0.0000","78.6764","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","7.2088","0.0000","504.4608","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9680","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9845","0.0000","0.0000","0.0000","13.6404","13.6404","6.2019","0.0000","0.0000","2.0000","0.0000","0.0000","2.3245","0.0000","0.0000","13.6404","0.0000","13.6404","0.0000","0.0000","1.5500","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9450","13.1690","0.8496","84.0625","1.6393","-0.1302","-0.1885","-2.9678","3.3945","2.4541","14.9531","0.0000","2498.1458","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.8039","0.0000","78.7007","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","7.0618","0.0000","502.0098","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9660","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9820","0.0000","0.0000","0.0000","13.6885","13.6885","13.4135","0.0000","0.0000","2.0000","0.0000","0.0000","2.3165","0.0000","0.0000","13.6885","0.0000","13.6885","0.0000","0.0000","1.5972","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9405","13.1541","0.8262","84.0625","1.6765","-0.1091","-0.1543","-2.9785","3.4336","2.0801","14.7422","0.0000","2494.2156","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.3529","0.0000","78.7251","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4716","7.0569","0.0000","499.7353","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9640","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9798","0.0000","0.0000","0.0000","13.7000","13.7000","16.5446","0.0000","0.0000","2.0000","0.0000","0.0000","2.3094","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5051","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9361","13.1392","0.8164","84.0625","1.6707","-0.0968","-0.1198","-2.9512","3.3125","2.3789","14.2383","0.0000","2518.7256","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3137","0.0000","78.7495","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4225","7.1549","0.0000","498.2647","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9635","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9788","0.0000","0.0000","0.0000","13.7000","13.7000","18.5248","0.0000","0.0000","2.0000","0.0000","0.0000","2.3023","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4040","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9316","13.1244","0.8433","84.0625","1.6768","-0.0654","-0.1020","-2.9502","3.1182","2.3613","13.4727","0.0000","2643.2427","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.8000","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4262","7.5146","0.0000","497.1333","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9630","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9788","0.0000","0.0000","0.0000","13.6644","13.6644","15.3462","0.0000","0.0000","2.0000","0.0000","0.0000","2.3080","0.0000","0.0000","13.6644","0.0000","13.6644","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9271","13.1095","0.9424","84.0625","1.9363","-0.0127","-0.0823","-2.9414","3.0938","1.9150","12.8047","0.0000","2852.9514","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3714","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4748","8.0971","0.0000","498.0857","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9595","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9846","0.0000","0.0000","0.0000","13.6163","13.6163","10.5385","0.0000","0.0000","2.0000","0.0000","0.0000","2.3142","0.0000","0.0000","13.6163","0.0000","13.6163","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9227","13.0947","1.0288","84.0625","1.9705","-0.0318","-0.0912","-2.9473","2.8330","1.9355","12.2070","0.0000","3050.0754","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.9619","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.5794","0.0000","499.0190","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9556","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9903","0.0000","0.0000","0.0000","13.6000","13.6000","8.0286","0.0000","0.0000","2.0000","0.0000","0.0000","2.3400","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9182","13.0798","1.1140","84.0625","1.7807","-0.0994","-0.0999","-2.9688","3.1504","1.8760","11.5938","0.0000","3233.5659","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.0095","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.9533","0.0000","499.4952","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9574","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9950","0.0000","0.0000","0.0000","13.6000","13.6000","6.6000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3683","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9137","13.0650","1.1781","84.0625","1.8580","-0.0832","-0.0898","-2.9248","3.0381","1.8506","10.8594","0.0000","3356.5247","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.0571","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4644","9.1660","0.0000","499.9714","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9603","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9997","0.0000","0.0000","0.0000","13.6000","13.6000","10.2647","0.0000","0.0000","2.0000","0.0000","0.0000","2.3863","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3615","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9093","13.0501","1.1883","84.0625","1.7606","-0.1038","-0.0973","-2.9668","2.5898","2.1895","9.9219","0.0000","3371.8713","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2572.6138","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3653","9.0660","0.0000","504.6535","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9701","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","17.6176","0.0000","0.0000","2.0000","0.0000","0.0000","2.4017","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3135","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9048","13.0352","1.2327","84.0625","1.3703","-0.1112","-0.1127","-2.9941","2.5039","1.6606","9.3789","0.0000","3385.7239","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4792.4160","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","12.6495","0.0000","0.0000","1.3162","9.0160","0.0000","509.6040","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9823","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","19.9714","0.0000","0.0000","2.0000","0.0000","0.0000","2.4126","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9004","13.0204","1.2613","84.0625","1.6091","-0.1171","-0.1192","-2.9668","2.4902","1.1201","9.0156","0.0000","3396.6763","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4970.0000","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","11.5543","0.0000","0.0000","1.3638","9.0632","0.0000","506.9038","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9863","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","18.0667","0.0000","0.0000","2.0000","0.0000","0.0000","2.4217","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.8959","13.0055","1.2271","84.0625","1.0301","-0.1365","-0.1136","-2.9561","2.4355","1.1758","8.4414","0.0000","3377.1177","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4970.0000","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","10.6676","0.0000","0.0000","1.3882","9.1545","0.0000","503.5385","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9868","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","14.6275","0.0000","0.0000","2.0000","0.0000","0.0000","2.4275","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3311","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.8914","12.9907","1.2128","84.0625","0.7695","-0.1167","-0.1172","-2.9570","2.3496","1.3789","7.8945","0.0000","3260.9412","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3143.6116","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","10.5206","0.0000","0.0000","1.3392","9.4020","0.0000","503.4078","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.2049","0.0000","0.0000","0.0000","0.0000","0.9785","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.2353","0.0000","0.0000","2.0000","0.0000","0.0000","2.4314","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3796","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.8870","12.9758","1.1374","84.0625","0.7509","-0.0866","-0.1096","-2.9551","2.2031","1.1401","7.5117","0.0000","3174.0396","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","969.3398","0.0000","78.7500","0.0000","0.0000","0.0000","0.0000","10.5960","0.0000","0.0000","1.2901","9.6297","0.0000","503.8932","0.0000","0.0000","21.1500","0.0000","0.0000","0.0000","0.4488","0.0000","0.0000","0.0000","0.0000","0.9648","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5812","13.5812","7.3861","0.0000","0.0000","2.0000","0.0000","0.0000","2.4324","0.0000","0.0000","13.5812","0.0000","13.5812","0.0000","0.0000","1.3426","0.0000","0.0000","0.0000","0.0000","0.0000"
