"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","2:37 PM"
"Sample Rate","20"
"Duration","26"
"Segment","Session"
"Beacon Markers","26"
"Segment Times","0:26.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"36.9688","13.1788","2.3738","57.5334","-0.5631","-0.6689","-0.5708","-2.7324","2.7441","-2.3145","0.4490","0.0000","3701.4412","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","13.1000","0.0000","0.0000","2.4588","9.8769","0.0000","503.0577","0.0000","0.0000","22.7048","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.7661","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9667","0.0000","0.0000","0.0000","16.1534","16.1534","8.4272","0.0000","0.0000","2.0000","0.0000","0.0000","2.6322","0.0000","0.0000","16.1534","0.0000","16.1534","0.0000","0.0000","7.8796","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.1663","1.0870","57.5866","-0.7021","-0.5713","-0.4919","-2.7217","1.2178","0.5118","0.0060","0.0000","2053.9812","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","13.0208","0.0000","0.0000","1.5991","4.3000","0.0000","505.9423","0.0000","0.0000","22.6808","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.7595","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9993","0.0000","0.0000","0.0000","13.9067","13.9067","6.9524","0.0000","0.0000","1.3905","0.0000","0.0000","2.5778","0.0000","0.0000","13.9067","0.0000","13.9067","0.0000","0.0000","3.3165","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.1537","0.4836","57.6397","-0.0073","-0.3423","-0.3049","-2.8281","0.1960","2.7793","0.0032","0.0000","449.3084","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.3868","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8321","0.0000","0.0000","1.3654","2.2717","0.0000","506.4622","0.0000","0.0000","22.6568","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.7591","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9903","0.0000","0.0000","0.0000","14.2400","14.2400","2.1905","0.0000","0.0000","0.4381","0.0000","0.0000","2.4767","0.0000","0.0000","14.2400","0.0000","14.2400","0.0000","0.0000","1.7794","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.1411","0.1839","57.6950","5.6699","-0.1411","-0.1240","-2.9424","-0.4443","3.4941","0.4580","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.8019","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6860","0.0000","0.0000","2.9800","0.2434","0.0000","506.9340","0.0000","0.0000","22.6331","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.7605","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9804","0.0000","0.0000","0.0000","15.3963","15.3963","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3416","0.0000","0.0000","15.3963","0.0000","15.3963","0.0000","0.0000","2.4336","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.1285","0.1133","57.7700","8.7570","-0.0226","-0.0316","-3.0371","-0.6504","3.0078","0.8496","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6393","0.0000","0.0000","5.3133","0.0000","0.0000","505.7830","0.0000","0.0000","22.6096","0.0000","0.0000","0.0000","0.7934","0.0000","0.0000","0.0000","0.0000","0.7687","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9555","0.0000","0.0000","0.0000","17.3121","17.3121","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2224","0.0000","0.0000","17.3121","0.0000","17.3121","0.0000","0.0000","3.4019","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.1160","0.0766","57.8450","9.1633","-0.0007","0.0018","-3.0684","0.2139","1.2195","1.0562","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","5.2815","0.0000","0.0000","504.3679","0.0000","0.0000","22.5862","0.0000","0.0000","0.0000","0.5587","0.0000","0.0000","0.0000","0.0000","0.7800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9281","0.0000","0.0000","0.0000","17.9802","17.9802","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.1234","0.0000","0.0000","17.9802","0.0000","17.9802","0.0000","0.0000","4.7698","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.1034","0.0738","57.9200","9.0672","0.0240","0.0103","-3.0010","0.6902","0.6384","0.7627","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.9528","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","3.8000","0.0000","0.0000","504.6981","0.0000","0.0000","22.5627","0.0000","0.0000","0.0000","0.3239","0.0000","0.0000","0.0000","0.0000","0.7881","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9154","0.0000","0.0000","0.0000","16.6123","16.6123","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0482","0.0000","0.0000","16.6123","0.0000","16.6123","0.0000","0.0000","5.1717","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0908","0.0654","57.9950","8.8977","0.0292","0.0142","-2.9883","0.4487","1.0283","0.9531","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.5378","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","2.8231","0.0000","0.0000","505.6415","0.0000","0.0000","22.5613","0.0000","0.0000","0.0000","0.0892","0.0000","0.0000","0.0000","0.0000","0.7937","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9079","0.0000","0.0000","0.0000","15.5381","15.5381","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0236","0.0000","0.0000","15.5381","0.0000","15.5381","0.0000","0.0000","3.5208","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0783","0.0639","58.0700","8.8867","0.0222","0.0148","-3.0088","0.6526","0.6538","0.7239","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3922","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","2.4385","0.0000","0.0000","503.8726","0.0000","0.0000","22.5858","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7968","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9047","0.0000","0.0000","0.0000","15.3000","15.3000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0038","0.0000","0.0000","15.3000","0.0000","15.3000","0.0000","0.0000","2.2294","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0657","0.0616","58.1450","8.8219","0.0333","0.0214","-3.0176","0.6982","0.4910","0.5664","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4118","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","2.5800","0.0000","0.0000","500.4412","0.0000","0.0000","22.6103","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7963","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9042","0.0000","0.0000","0.0000","15.2663","15.2663","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0028","0.0000","0.0000","15.2663","0.0000","15.2663","0.0000","0.0000","2.3765","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0531","0.0588","58.2200","8.2844","0.0207","0.0105","-3.0137","0.6799","0.4935","0.4391","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.4078","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","3.5800","0.0000","0.0000","500.6893","0.0000","0.0000","22.6348","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7958","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","16.3059","16.3059","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","16.3059","0.0000","16.3059","0.0000","0.0000","2.7485","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0405","0.0574","58.2950","5.7754","-0.0089","-0.0106","-2.9941","0.8877","0.2747","0.3396","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.8350","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","4.4714","0.0000","0.0000","503.6019","0.0000","0.0000","22.6590","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7953","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","17.2533","17.2533","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","17.2533","0.0000","17.2533","0.0000","0.0000","4.3019","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0280","0.0561","58.3700","5.0746","-0.0827","-0.0726","-2.9873","0.9944","0.1683","0.2827","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.7429","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","5.1857","0.0000","0.0000","505.0000","0.0000","0.0000","22.6826","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7951","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","17.6343","17.6343","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","17.6343","0.0000","17.6343","0.0000","0.0000","5.6524","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0154","0.0561","58.4450","4.9422","-0.1600","-0.1344","-2.9551","1.1104","-0.0579","0.2496","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.1714","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","5.1636","0.0000","0.0000","505.0000","0.0000","0.0000","22.7061","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7956","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","17.9364","17.9364","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","17.9364","0.0000","17.9364","0.0000","0.0000","5.1762","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0028","0.0524","58.5200","4.9766","-0.2008","-0.1656","-2.9268","0.9844","0.0202","0.1765","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.0094","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.6781","0.0000","0.0000","3.2477","0.0000","0.0000","505.1981","0.0000","0.0000","22.7297","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7961","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","16.3477","16.3477","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","16.3477","0.0000","16.3477","0.0000","0.0000","4.7000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.9903","0.0545","58.5950","4.9406","-0.1910","-0.1592","-2.9375","0.6592","0.3767","0.0249","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.6509","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.7733","0.0000","0.0000","1.6000","0.0000","0.0000","505.6698","0.0000","0.0000","22.7533","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7966","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7589","14.7589","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.7589","0.0000","14.7589","0.0000","0.0000","3.2981","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.9777","0.0488","58.6700","5.2809","-0.1749","-0.1490","-2.9521","0.6509","0.4294","-0.0068","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.6000","0.0000","0.0000","505.0094","0.0000","0.0000","22.7771","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6429","14.6429","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6429","0.0000","14.6429","0.0000","0.0000","1.8963","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.9651","0.0495","58.7450","5.5488","-0.1642","-0.1433","-2.9551","0.7456","0.3967","0.0848","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.6000","0.0000","0.0000","501.7076","0.0000","0.0000","22.8010","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7965","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6905","14.6905","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6905","0.0000","14.6905","0.0000","0.0000","1.6587","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.9525","0.0480","58.8200","5.4457","-0.1807","-0.1516","-2.9492","0.7954","0.3613","0.1486","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.2621","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.6000","0.0000","0.0000","499.2621","0.0000","0.0000","22.8248","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7960","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6238","14.6238","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6238","0.0000","14.6238","0.0000","0.0000","1.6106","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9673","12.9438","0.0459","58.8950","5.3047","-0.1832","-0.1519","-2.9395","0.7495","0.3894","0.0728","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.7184","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.6000","0.0000","0.0000","500.7184","0.0000","0.0000","22.8486","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7965","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5286","14.5286","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.5286","0.0000","14.5286","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9629","12.9430","0.0447","58.9700","5.2633","-0.1796","-0.1492","-2.9502","0.7119","0.4374","0.0200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.9412","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.6465","0.0000","0.0000","502.4118","0.0000","0.0000","22.8956","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5700","14.5700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.5700","0.0000","14.5700","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9584","12.9422","0.0459","59.0450","5.1984","-0.1729","-0.1477","-2.9512","0.7729","0.3828","0.0299","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.4510","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.6960","0.0000","0.0000","505.8431","0.0000","0.0000","22.9442","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6700","14.6700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6700","0.0000","14.6700","0.0000","0.0000","1.6686","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9539","12.9415","0.0429","59.1200","5.1168","-0.1791","-0.1499","-2.9502","0.7839","0.3475","0.0966","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0388","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7000","0.0000","0.0000","508.8447","0.0000","0.0000","22.9927","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7333","14.7333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.7333","0.0000","14.7333","0.0000","0.0000","1.7667","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9495","12.9407","0.0466","59.1902","5.0738","-0.1790","-0.1508","-2.9453","0.7354","0.3540","0.0897","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.5243","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7000","0.0000","0.0000","506.9029","0.0000","0.0000","23.0413","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7974","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7810","14.7810","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0017","0.0000","0.0000","14.7810","0.0000","14.7810","0.0000","0.0000","1.7683","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9450","12.9399","0.0453","59.2167","5.0297","-0.1765","-0.1482","-2.9482","0.7134","0.3839","0.0586","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.9811","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7000","0.0000","0.0000","505.0094","0.0000","0.0000","23.0891","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7979","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7714","14.7714","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0012","0.0000","0.0000","14.7714","0.0000","14.7714","0.0000","0.0000","1.7202","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9405","12.9392","0.0453","59.2433","4.9742","-0.1761","-0.1481","-2.9512","0.7275","0.3743","0.0692","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0378","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7000","0.0000","0.0000","505.4811","0.0000","0.0000","23.1367","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7238","14.7238","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0013","0.0000","0.0000","14.7238","0.0000","14.7238","0.0000","0.0000","1.7279","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9361","12.9384","0.0435","59.2698","4.9109","-0.1785","-0.1498","-2.9473","0.7388","0.3684","0.0860","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0943","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7346","0.0000","0.0000","505.9528","0.0000","0.0000","23.1843","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7000","14.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0018","0.0000","0.0000","14.7000","0.0000","14.7000","0.0000","0.0000","1.7760","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9316","12.9377","0.0403","59.2964","4.8445","-0.1774","-0.1493","-2.9473","0.7317","0.3921","0.0841","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7827","0.0000","0.0000","503.8571","0.0000","0.0000","23.2319","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7000","14.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.7000","0.0000","14.7000","0.0000","0.0000","1.8000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9271","12.9369","0.0407","59.3230","4.8273","-0.1774","-0.1489","-2.9492","0.7739","0.3835","0.0816","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7698","0.0000","0.0000","501.4762","0.0000","0.0000","23.2646","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7000","14.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.7000","0.0000","14.7000","0.0000","0.0000","1.8000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9227","12.9361","0.0395","59.3495","4.9289","-0.1787","-0.1493","-2.9482","0.7620","0.3715","0.0880","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7226","0.0000","0.0000","501.3670","0.0000","0.0000","23.2882","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7000","14.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.7000","0.0000","14.7000","0.0000","0.0000","1.8000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9182","12.9354","0.0441","59.3761","4.9570","-0.1781","-0.1487","-2.9473","0.7148","0.3872","0.0800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","76.0500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.7491","0.0000","0.0000","501.8257","0.0000","0.0000","23.3118","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.7000","14.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.7000","0.0000","14.7000","0.0000","0.0000","1.8000","0.0000","0.0000","0.0000","0.0000","0.0000"
