"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","2:37 PM"
"Sample Rate","20"
"Duration","26"
"Segment","Session"
"Beacon Markers","26"
"Segment Times","0:26.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"36.9688","13.0080","0.0294","54.5000","1.5618","-0.1812","-0.1491","-2.9482","0.7300","0.3824","0.0402","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.8113","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6505","0.0000","0.0000","502.0943","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3490","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6000","14.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6000","0.0000","14.6000","0.0000","0.0000","1.6894","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","13.0080","0.0285","54.5000","1.5408","-0.1805","-0.1499","-2.9473","0.7476","0.3928","0.0673","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.8679","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6029","0.0000","0.0000","502.5660","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6000","14.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6000","0.0000","14.6000","0.0000","0.0000","1.6629","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.9851","0.0312","54.5000","1.5647","-0.1802","-0.1505","-2.9473","0.7476","0.3938","0.0919","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0769","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6000","0.0000","0.0000","502.9615","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3509","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6000","14.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6000","0.0000","14.6000","0.0000","0.0000","1.6152","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.9135","0.0309","54.5000","1.5611","-0.1796","-0.1499","-2.9473","0.7529","0.3882","0.0882","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0385","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6000","0.0000","0.0000","502.4808","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3514","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.6000","14.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.6000","0.0000","14.6000","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.8418","0.0294","54.5000","1.5780","-0.1797","-0.1497","-2.9473","0.7458","0.3936","0.0818","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.0000","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6000","0.0000","0.0000","502.0000","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3519","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5701","14.5701","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.5701","0.0000","14.5701","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.7702","0.0306","54.5000","1.5252","-0.1797","-0.1493","-2.9473","0.7402","0.3977","0.0836","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.3365","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6000","0.0000","0.0000","498.2617","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3524","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5234","14.5234","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.5234","0.0000","14.5234","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.6986","0.0308","54.5000","1.5325","-0.1797","-0.1495","-2.9473","0.7500","0.3907","0.0866","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.6729","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5644","0.0000","0.0000","494.5234","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3528","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5000","14.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.5000","0.0000","14.5000","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.6270","0.0300","54.5000","1.5352","-0.1802","-0.1499","-2.9473","0.7385","0.3774","0.0816","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.3462","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5163","0.0000","0.0000","496.8942","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3527","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5000","14.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.5000","0.0000","14.5000","0.0000","0.0000","1.5577","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.5554","0.0278","54.5000","1.5347","-0.1804","-0.1499","-2.9473","0.7231","0.3726","0.0765","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.4231","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5000","0.0000","0.0000","500.2596","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3522","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5000","14.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0020","0.0000","0.0000","14.5000","0.0000","14.5000","0.0000","0.0000","1.4615","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.4837","0.0333","54.5000","1.4852","-0.1798","-0.1503","-2.9492","0.7078","0.3694","0.0729","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.2277","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5000","0.0000","0.0000","502.9307","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3520","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5000","14.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0022","0.0000","0.0000","14.5000","0.0000","14.5000","0.0000","0.0000","1.4356","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.4121","0.0446","54.5000","1.1207","-0.1802","-0.1499","-2.9492","0.6982","0.3713","0.0865","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.2376","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","12.4714","0.0000","0.0000","1.5291","0.0000","0.0000","505.4059","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3520","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9040","0.0000","0.0000","0.0000","14.5175","14.5175","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0027","0.0000","0.0000","14.5175","0.0000","14.5175","0.0000","0.0000","1.5347","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.3405","0.0271","54.4998","1.4974","-0.1810","-0.1497","-2.9492","0.7231","0.3790","0.0956","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.4340","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","10.0905","0.0000","0.0000","1.5777","0.0000","0.0000","505.2830","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3525","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9044","0.0000","0.0000","0.0000","14.5660","14.5660","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0049","0.0000","0.0000","14.5660","0.0000","14.5660","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.2689","0.0336","54.4983","1.5257","-0.1792","-0.1497","-2.9473","0.7280","0.3928","0.0878","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.3207","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","7.9706","0.0000","0.0000","1.6000","0.0000","0.0000","504.3396","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3535","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9048","0.0000","0.0000","0.0000","14.6144","14.6144","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0106","0.0000","0.0000","14.6144","0.0000","14.6144","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.1973","0.0427","54.4967","1.5823","-0.1788","-0.1495","-2.9473","0.7280","0.3743","0.0725","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.3600","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","8.8529","0.0000","0.0000","1.6000","0.5280","0.0000","504.0000","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.1584","0.0000","0.0000","0.0000","0.0000","2.3531","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9063","0.0000","0.0000","0.0000","14.6625","14.6625","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0169","0.0000","0.0000","14.6625","0.0000","14.6625","0.0000","0.0000","1.6762","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.1257","0.0393","54.4952","1.4492","-0.1843","-0.1536","-2.9473","0.7349","0.3569","0.0750","0.0000","121.8627","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.3600","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","9.7039","0.0000","0.0000","2.2471","1.3280","0.0000","504.0000","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.4059","0.0000","0.0000","0.0000","0.0000","2.3511","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9083","0.0000","0.0000","0.0000","15.0559","15.0559","2.0000","0.0000","0.0000","0.2353","0.0000","0.0000","2.0253","0.0000","0.0000","15.0559","0.0000","15.0559","0.0000","0.0000","2.0228","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","12.0540","0.0573","54.4936","1.5804","-0.1854","-0.1545","-2.9463","0.7227","0.3458","0.0848","0.0000","398.8235","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.0588","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","9.8020","0.0000","0.0000","3.7176","1.5353","0.0000","504.0000","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.6535","0.0000","0.0000","0.0000","0.0000","2.3525","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9087","0.0000","0.0000","0.0000","16.6735","16.6735","10.3333","0.0000","0.0000","1.2157","0.0000","0.0000","2.0296","0.0000","0.0000","16.6735","0.0000","16.6735","0.0000","0.0000","3.3099","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","11.9824","0.0834","54.4920","1.6383","-0.1754","-0.1500","-2.9434","0.7246","0.3499","0.0938","0.0000","522.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.5882","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","9.9000","0.0000","0.0000","6.9800","1.4373","0.0000","504.0000","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","0.9010","0.0000","0.0000","0.0000","0.0000","2.3585","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9082","0.0000","0.0000","0.0000","18.1800","18.1800","15.2828","0.0000","0.0000","1.7980","0.0000","0.0000","2.0177","0.0000","0.0000","18.1800","0.0000","18.1800","0.0000","0.0000","8.3594","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","11.9108","0.0863","54.4905","1.5128","-0.1694","-0.1447","-2.9463","0.7175","0.3831","0.0934","0.0000","417.3000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.1881","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","10.0980","0.0000","0.0000","12.9300","1.4921","0.0000","505.4851","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2.3663","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9080","0.0000","0.0000","0.0000","19.1800","19.1800","6.6970","0.0000","0.0000","0.7879","0.0000","0.0000","2.0090","0.0000","0.0000","19.1800","0.0000","19.1800","0.0000","0.0000","12.9676","0.0000","0.0000","0.0000","0.0000","0.0000"
,"36.9688","11.8392","0.0891","54.4889","1.5843","-0.1719","-0.1440","-2.9492","0.7202","0.3960","0.0840","0.0000","394.5825","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.1683","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","10.2960","0.0000","0.0000","16.5194","1.6406","0.0000","507.9604","0.0000","0.0000","23.6500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2.3765","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9080","0.0000","0.0000","0.0000","20.0000","20.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0144","0.0000","0.0000","20.0000","0.0000","20.0000","0.0000","0.0000","15.5657","0.0000","0.0000","0.0000","0.0000","0.0000"
