"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
"s","C","V","bar","C","bar","g","g","g","deg/s","deg/s","deg/s","#","rpm","gear","km/h","gear","km/h","km/h","km/h","km/h","#","#","#","C","%","%","deg","#","V","#","#","%","%","#","#","%","%","C","%","#","#","#","#","#","#","%","lambda","km/h","km/h","#","#","#","#","#","#","#","#","#","%","%","deg","deg","#","#","#","#","deg/s","deg/s","bar","deg","deg","deg","deg","deg","%","%","%","ms","km/h","km/h","km/h","#"

,"33.1875","13.4581","0.9560","100.8001","-0.4983","-0.0476","-0.1675","-2.8770","2.0781","2.7910","11.1172","0.0000","3279.8462","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.6793","0.0000","95.1312","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","506.3019","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9064","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","1.2745","0.0000","0.0000","2.0000","0.0000","0.0000","2.4447","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.4752","0.9316","100.8063","-0.3834","-0.0995","-0.2025","-3.0146","2.4053","3.1182","11.1367","0.0000","3247.1538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.6200","0.0000","95.1070","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","506.9200","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9046","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","1.7647","0.0000","0.0000","2.0000","0.0000","0.0000","2.4437","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.4923","0.9415","100.8126","-0.5875","-0.0837","-0.1975","-3.0508","3.9219","1.9268","11.1719","0.0000","3239.3979","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.1200","0.0000","95.0829","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4650","8.6000","0.0000","507.9200","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9026","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","5.0291","0.0000","0.0000","2.0000","0.0000","0.0000","2.4431","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4856","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.5095","0.9343","100.8188","-0.3379","-0.0507","-0.2008","-3.0176","3.7227","1.3315","11.5664","0.0000","3241.3398","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.8932","0.0000","95.0587","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4165","8.6000","0.0000","509.7864","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8999","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.8544","0.0000","0.0000","2.0000","0.0000","0.0000","2.4436","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4375","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.5266","0.9869","100.8250","-0.1984","-0.0293","-0.2107","-2.9395","3.2402","1.5518","11.9453","0.0000","3289.3762","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.8641","0.0000","95.0500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4000","8.6000","0.0000","511.7281","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.9903","0.0000","0.0000","2.0000","0.0000","0.0000","2.4443","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4108","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.5438","0.9985","100.8313","-0.3680","-0.0146","-0.2339","-2.9111","4.0859","1.5107","12.7188","0.0000","3361.1584","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.0000","0.0000","95.0500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4000","8.6000","0.0000","510.7714","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8982","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","7.6214","0.0000","0.0000","2.0000","0.0000","0.0000","2.4458","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4598","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.5609","0.9408","100.8375","-0.5242","0.0014","-0.2406","-2.9355","4.7734","1.7031","14.0312","0.0000","3385.4614","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.0000","0.0000","95.0500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4308","8.6000","0.0000","509.3429","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9016","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","8.1068","0.0000","0.0000","2.0000","0.0000","0.0000","2.4471","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.5781","1.0067","100.8437","-0.1445","-0.0091","-0.2544","-2.9971","4.0059","1.6733","15.3320","0.0000","3383.0576","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.5049","0.0000","95.0500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4788","8.6000","0.0000","510.1287","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9055","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","15.8738","0.0000","0.0000","2.0000","0.0000","0.0000","2.4476","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.5952","0.9798","100.8500","-0.1592","-0.0366","-0.2437","-3.0078","4.6992","1.7100","15.9688","0.0000","3378.5659","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","498.4851","0.0000","95.0373","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","511.6139","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9098","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","18.1132","0.0000","0.0000","2.0000","0.0000","0.0000","2.4480","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4943","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.6123","0.9674","100.8562","-0.5287","-0.0047","-0.2529","-2.9541","5.6914","1.5176","16.8906","0.0000","3372.4341","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","498.6574","0.0000","95.0137","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","512.6852","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9106","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.6226","0.0000","0.0000","2.0000","0.0000","0.0000","2.4480","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4467","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.6295","1.0271","100.8624","-0.3871","0.0146","-0.2712","-2.9375","5.6523","1.4023","18.1250","0.0000","3371.6980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","498.1945","0.0000","94.9901","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","513.6111","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9078","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","4.4667","0.0000","0.0000","2.0000","0.0000","0.0000","2.4480","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4009","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.6466","0.9743","100.8686","-0.4261","0.0310","-0.2721","-2.9639","5.3906","1.7305","19.4141","0.0000","3377.8301","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","498.8447","0.0000","94.9665","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","513.7184","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9029","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.1333","0.0000","0.0000","2.0000","0.0000","0.0000","2.4475","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4481","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.6638","0.9540","100.8749","-0.5680","0.0170","-0.2568","-2.9902","5.0938","3.1855","20.5156","0.0000","3373.0769","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.3010","0.0000","94.9427","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","513.2330","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8948","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6039","13.6039","17.2308","0.0000","0.0000","2.0000","0.0000","0.0000","2.4470","0.0000","0.0000","13.6039","0.0000","13.6039","0.0000","0.0000","1.4953","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1875","13.6809","0.9646","100.8689","-0.6076","0.0217","-0.2848","-3.0332","5.0586","3.1436","21.6641","0.0000","3345.1924","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","499.5143","0.0000","94.9183","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","511.5143","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8897","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6524","13.6524","19.1538","0.0000","0.0000","2.0000","0.0000","0.0000","2.4470","0.0000","0.0000","13.6524","0.0000","13.6524","0.0000","0.0000","1.4563","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1861","13.6963","0.9696","100.8626","-0.4414","0.0054","-0.2671","-3.0039","7.2344","3.1680","22.1406","0.0000","3321.3862","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.6571","0.0000","94.8939","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4881","8.6000","0.0000","508.6571","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8921","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6990","13.6990","20.8039","0.0000","0.0000","2.0000","0.0000","0.0000","2.4470","0.0000","0.0000","13.6990","0.0000","13.6990","0.0000","0.0000","1.4078","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1742","13.6986","0.9520","100.8564","-0.3047","0.0476","-0.2551","-2.9082","9.2344","4.7109","22.6719","0.0000","3310.4951","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.1923","0.0000","94.8695","0.0000","0.0000","0.0000","0.0000","13.4404","0.0000","0.0000","1.4386","8.5796","0.0000","506.7981","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8952","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6505","13.6505","15.9020","0.0000","0.0000","2.0000","0.0000","0.0000","2.4474","0.0000","0.0000","13.6505","0.0000","13.6505","0.0000","0.0000","1.4808","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1623","13.7008","1.0297","100.8501","-0.2354","0.0586","-0.2533","-2.8701","7.7344","5.3965","23.8125","0.0000","3306.2307","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.2692","0.0000","94.8452","0.0000","0.0000","0.0000","0.0000","13.4885","0.0000","0.0000","1.4106","8.5311","0.0000","506.3173","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9005","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6019","13.6019","11.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4479","0.0000","0.0000","13.6019","0.0000","13.6019","0.0000","0.0000","1.5769","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1504","13.7031","0.9250","100.8439","-0.5444","0.0558","-0.2656","-2.9043","5.3008","5.3672","24.6562","0.0000","3325.4614","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.8333","0.0000","94.8210","0.0000","0.0000","0.0000","0.0000","13.4631","0.0000","0.0000","1.4587","8.5175","0.0000","506.8333","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9049","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6475","13.6475","5.6602","0.0000","0.0000","2.0000","0.0000","0.0000","2.4473","0.0000","0.0000","13.6475","0.0000","13.6475","0.0000","0.0000","1.5262","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1385","13.7054","0.9745","100.8376","-0.5867","0.0112","-0.2584","-2.9814","4.8555","4.9941","25.0078","0.0000","3340.1650","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.2843","0.0000","94.7969","0.0000","0.0000","0.0000","0.0000","13.4146","0.0000","0.0000","1.5000","8.5660","0.0000","509.2843","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9039","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6970","13.6970","0.3204","0.0000","0.0000","2.0000","0.0000","0.0000","2.4463","0.0000","0.0000","13.6970","0.0000","13.6970","0.0000","0.0000","1.4291","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1265","13.7077","0.9277","100.8314","-0.4087","0.0254","-0.2428","-2.9609","4.7031","5.1484","25.5000","0.0000","3327.0583","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.7212","0.0000","94.7727","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6146","0.0000","510.8558","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9029","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6557","13.6557","1.3558","0.0000","0.0000","2.0000","0.0000","0.0000","2.4460","0.0000","0.0000","13.6557","0.0000","13.6557","0.0000","0.0000","1.4340","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1146","13.7100","0.9918","100.8251","-0.4572","0.0159","-0.2665","-2.9756","3.9580","5.2266","25.8594","0.0000","3315.3564","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","499.1250","0.0000","94.7485","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4960","8.6631","0.0000","510.3750","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9019","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6085","13.6085","2.7981","0.0000","0.0000","2.0000","0.0000","0.0000","2.4460","0.0000","0.0000","13.6085","0.0000","13.6085","0.0000","0.0000","1.4825","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.1027","13.7123","0.9534","100.8189","-0.4470","0.0328","-0.2749","-2.9590","4.2188","4.2148","26.2188","0.0000","3319.8118","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","499.4445","0.0000","94.7236","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4465","8.6880","0.0000","509.6667","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9010","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","8.5347","0.0000","0.0000","2.0000","0.0000","0.0000","2.4457","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4683","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0908","13.7146","0.9541","100.8126","-0.4697","0.0493","-0.2726","-2.9736","4.1758","3.8096","27.0391","0.0000","3325.0801","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.3737","0.0000","94.6988","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4030","8.6380","0.0000","508.1515","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9020","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","14.9703","0.0000","0.0000","2.0000","0.0000","0.0000","2.4452","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4188","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0789","13.7168","1.0173","100.8064","-0.0081","0.0477","-0.2844","-2.9980","4.0859","4.5391","27.7344","0.0000","3343.0801","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0486","0.0000","94.6739","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.4530","8.6000","0.0000","507.3495","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9028","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.8000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4453","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4313","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0670","13.7191","0.9401","100.8001","-0.6182","0.0481","-0.2950","-3.0049","5.2656","4.1914","28.2500","0.0000","3360.2571","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.4175","0.0000","94.6500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.6000","0.0000","508.8058","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8989","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","6.8000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4458","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4818","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0551","13.7214","0.9906","100.7939","-0.6218","0.0940","-0.2759","-2.9453","6.9375","4.6328","29.0625","0.0000","3364.5430","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.0000","0.0000","94.6500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.5902","0.0000","510.0891","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8950","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6394","13.6394","11.6538","0.0000","0.0000","2.0000","0.0000","0.0000","2.4463","0.0000","0.0000","13.6394","0.0000","13.6394","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0432","13.7237","0.9453","100.7876","-0.1404","0.0713","-0.2633","-2.9736","7.8047","7.0234","29.9297","0.0000","3368.8286","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.0000","0.0000","94.6500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5000","8.5412","0.0000","510.5842","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8960","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6875","13.6875","18.3846","0.0000","0.0000","2.0000","0.0000","0.0000","2.4468","0.0000","0.0000","13.6875","0.0000","13.6875","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0313","13.7260","0.9812","100.7814","-0.5017","0.0695","-0.2898","-2.9785","7.9570","6.9922","30.6250","0.0000","3330.9802","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.7736","0.0000","94.6500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5475","8.5000","0.0000","511.0000","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6641","13.6641","20.3689","0.0000","0.0000","2.0000","0.0000","0.0000","2.4467","0.0000","0.0000","13.6641","0.0000","13.6641","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0194","13.7283","0.9346","100.7751","-0.5342","0.0482","-0.2598","-2.9531","7.7734","6.2871","30.5625","0.0000","3291.3762","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.3585","0.0000","94.6500","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.5970","8.5000","0.0000","511.0000","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8988","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6155","13.6155","20.8544","0.0000","0.0000","2.0000","0.0000","0.0000","2.4463","0.0000","0.0000","13.6155","0.0000","13.6155","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"33.0075","13.7306","0.9709","100.7689","-0.6792","0.0523","-0.2576","-2.9551","6.9531","6.0000","30.3594","0.0000","3290.7737","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","94.6282","0.0000","0.0000","0.0000","0.0000","13.4000","0.0000","0.0000","1.6000","8.5020","0.0000","510.8812","0.0000","0.0000","20.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9007","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","16.9615","0.0000","0.0000","2.0000","0.0000","0.0000","2.4455","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
