"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:16 PM"
"Sample Rate","20"
"Duration","21"
"Segment","Session"
"Beacon Markers","21"
"Segment Times","0:21.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.1562","13.1453","0.9780","83.1875","-0.5714","-0.0981","-0.2275","-2.9482","-0.2842","0.9060","-3.3262","0.0000","2856.1619","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.7019","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4676","7.8676","0.0000","501.8654","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0286","0.0000","0.0000","0.0000","0.0000","0.9863","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9923","0.0000","0.0000","0.0000","13.6000","13.6000","7.9029","0.0000","0.0000","2.0000","0.0000","0.0000","2.3510","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4667","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1506","0.9980","83.1875","-0.5245","-0.1420","-0.2571","-2.9531","-0.2383","0.4534","-2.2891","0.0000","2871.5046","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4850","7.8852","0.0000","500.9057","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.2667","0.0000","0.0000","0.0000","0.0000","0.9887","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9941","0.0000","0.0000","0.0000","13.6241","13.6241","4.9903","0.0000","0.0000","2.0000","0.0000","0.0000","2.3590","0.0000","0.0000","13.6241","0.0000","13.6241","0.0000","0.0000","1.4860","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1559","0.9985","83.1875","-0.6981","-0.1833","-0.2512","-2.9492","-0.3942","0.0283","-1.4102","0.0000","2866.8318","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4383","7.8389","0.0000","499.9622","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.5048","0.0000","0.0000","0.0000","0.0000","0.9902","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9955","0.0000","0.0000","0.0000","13.6704","13.6704","6.4906","0.0000","0.0000","2.0000","0.0000","0.0000","2.3655","0.0000","0.0000","13.6704","0.0000","13.6704","0.0000","0.0000","1.4393","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1613","1.0113","83.1875","-0.8317","-0.1368","-0.1779","-2.9258","-0.4098","0.3555","-1.0005","0.0000","2860.0283","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4170","7.7848","0.0000","499.0189","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.7429","0.0000","0.0000","0.0000","0.0000","0.9916","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9969","0.0000","0.0000","0.0000","13.7000","13.7000","10.2642","0.0000","0.0000","2.0000","0.0000","0.0000","2.3718","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4151","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1666","1.0299","83.1875","-0.7885","-0.0952","-0.1737","-2.9238","-0.3682","0.5732","-0.9629","0.0000","2843.5188","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.0841","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5113","7.6895","0.0000","497.1682","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.9810","0.0000","0.0000","0.0000","0.0000","0.9920","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9979","0.0000","0.0000","0.0000","13.7000","13.7000","14.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3765","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5094","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1719","1.0391","83.1875","-0.6865","-0.1335","-0.2109","-2.9443","-0.2380","0.3012","-1.0332","0.0000","2829.8225","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.1495","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5972","7.6084","0.0000","495.2991","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9920","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9988","0.0000","0.0000","0.0000","13.7000","13.7000","17.7037","0.0000","0.0000","2.0000","0.0000","0.0000","2.3810","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5981","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1773","1.0274","83.1875","-0.4716","-0.1884","-0.2310","-2.9609","-0.1992","0.0385","-1.0342","0.0000","2860.1963","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.2150","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5505","7.7486","0.0000","495.3925","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9878","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9986","0.0000","0.0000","0.0000","13.7000","13.7000","18.7212","0.0000","0.0000","2.0000","0.0000","0.0000","2.3815","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5514","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1826","0.9827","83.1875","-0.3177","-0.1333","-0.2137","-2.9512","0.0262","0.1153","-0.7598","0.0000","2890.5701","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.2804","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5037","7.8888","0.0000","495.8598","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9807","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9981","0.0000","0.0000","0.0000","13.7000","13.7000","15.3558","0.0000","0.0000","2.0000","0.0000","0.0000","2.3820","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5047","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1879","0.9772","83.1875","-0.4724","-0.0995","-0.2209","-2.9609","0.5288","0.5957","-0.0812","0.0000","2865.3108","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.6863","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4553","7.8107","0.0000","497.7157","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9746","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9977","0.0000","0.0000","0.0000","13.7000","13.7000","12.1089","0.0000","0.0000","2.0000","0.0000","0.0000","2.3785","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4559","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1933","0.9969","83.1875","-0.3830","-0.1364","-0.2545","-2.9766","0.9692","0.7949","0.7356","0.0000","2835.2136","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.6667","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4068","7.7136","0.0000","500.1667","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.8421","0.0000","0.0000","0.0000","0.0000","0.9697","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9972","0.0000","0.0000","0.0000","13.7000","13.7000","9.1386","0.0000","0.0000","2.0000","0.0000","0.0000","2.3745","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4069","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1986","0.9974","83.1875","-0.3092","-0.1026","-0.2374","-2.9531","1.3467","0.5244","1.6592","0.0000","2890.3809","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.2453","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4410","7.8229","0.0000","502.2453","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.6029","0.0000","0.0000","0.0000","0.0000","0.9691","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9976","0.0000","0.0000","0.0000","13.7000","13.7000","8.0370","0.0000","0.0000","2.0000","0.0000","0.0000","2.3756","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4406","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.2039","1.0024","83.1875","-0.3005","-0.0322","-0.1950","-2.9242","1.4094","0.2610","2.6637","0.0000","2959.4285","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.1321","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4886","7.9657","0.0000","504.1321","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.3636","0.0000","0.0000","0.0000","0.0000","0.9738","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9986","0.0000","0.0000","0.0000","13.7000","13.7000","11.7407","0.0000","0.0000","2.0000","0.0000","0.0000","2.3775","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4877","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.2093","1.0270","83.1875","-0.1399","-0.0226","-0.1803","-2.9287","1.3634","0.4932","3.2828","0.0000","2991.7114","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.7143","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.0731","0.0000","505.7714","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.1244","0.0000","0.0000","0.0000","0.0000","0.9763","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9993","0.0000","0.0000","0.0000","13.6543","13.6543","15.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3830","0.0000","0.0000","13.6543","0.0000","13.6543","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.2146","1.0328","83.1875","0.0003","-0.0519","-0.1922","-2.9508","1.3428","0.6900","3.5109","0.0000","3012.3845","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.3333","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.1692","0.0000","507.2000","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9739","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9997","0.0000","0.0000","0.0000","13.6067","13.6067","15.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3897","0.0000","0.0000","13.6067","0.0000","13.6067","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.2199","1.0721","83.1875","0.3518","-0.0550","-0.1975","-2.9361","1.2938","0.3556","3.5777","0.0000","3045.5525","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0000","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.2321","0.0000","507.3592","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9725","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","14.8447","0.0000","0.0000","2.0000","0.0000","0.0000","2.3967","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.2253","1.0900","83.1875","0.3093","-0.0356","-0.1862","-2.9113","1.2807","0.1647","3.3982","0.0000","3084.6001","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0000","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.2792","0.0000","505.9029","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9750","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.9612","0.0000","0.0000","2.0000","0.0000","0.0000","2.4039","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.2306","1.1253","83.1875","0.0939","-0.0441","-0.1669","-2.9141","1.4416","0.1749","3.3742","0.0000","3089.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4356","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.2440","0.0000","506.3168","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9777","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","7.0777","0.0000","0.0000","2.0000","0.0000","0.0000","2.4109","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.2359","1.1433","83.1875","-0.2228","-0.0874","-0.1600","-2.9459","1.2470","0.2795","3.5150","0.0000","3070.9800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.9505","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.1440","0.0000","509.7822","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0922","0.0000","0.0000","0.0000","0.0000","0.9817","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.4500","0.0000","0.0000","2.0000","0.0000","0.0000","2.4178","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
