"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:16 PM"
"Sample Rate","20"
"Duration","21"
"Segment","Session"
"Beacon Markers","21"
"Segment Times","0:21.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.0904","13.0741","1.1192","83.3750","-0.7333","-0.0928","-0.2140","-2.9375","0.9800","1.2041","0.1537","0.0000","3038.3142","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.4572","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2000","8.0000","0.0000","500.8476","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9737","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5352","13.5352","2.2202","0.0000","0.0000","2.0000","0.0000","0.0000","2.4300","0.0000","0.0000","13.5352","0.0000","13.5352","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0860","13.0661","1.1033","83.3750","-0.7421","-0.0853","-0.2170","-2.9199","0.3634","0.8347","0.2468","0.0000","3025.9333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.8857","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2000","8.0000","0.0000","500.3714","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9698","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5829","13.5829","2.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4262","0.0000","0.0000","13.5829","0.0000","13.5829","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0815","13.0581","1.0893","83.3750","-0.7749","-0.1094","-0.2246","-2.9414","0.3225","0.1815","0.1910","0.0000","2997.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.1038","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2000","7.9585","0.0000","499.5849","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9660","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","2.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4224","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0771","13.0501","1.0709","83.3750","-0.7718","-0.1539","-0.2355","-2.9736","0.3632","0.4832","0.0525","0.0000","2947.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.5755","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2000","7.8642","0.0000","497.6981","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.9624","0.0000","0.0000","0.0000","0.0000","0.9641","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","5.7143","0.0000","0.0000","2.0000","0.0000","0.0000","2.4186","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0726","13.0421","1.0770","83.3750","-0.7389","-0.2019","-0.2338","-2.9844","0.1488","1.0771","0.0876","0.0000","2889.9719","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.6604","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2150","7.7259","0.0000","496.6604","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.7277","0.0000","0.0000","0.0000","0.0000","0.9622","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.4762","0.0000","0.0000","2.0000","0.0000","0.0000","2.4138","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2140","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0681","13.0341","1.0312","83.3750","-0.6375","-0.1807","-0.1987","-2.9619","0.1951","1.1992","-0.0567","0.0000","2818.0093","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.2642","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2617","7.4944","0.0000","503.2642","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.4930","0.0000","0.0000","0.0000","0.0000","0.9679","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.7170","0.0000","0.0000","2.0000","0.0000","0.0000","2.4063","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2607","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0637","13.0261","0.9931","83.3750","-0.5827","-0.1097","-0.1908","-2.9746","0.2195","0.7280","-0.1783","0.0000","2767.0571","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","506.8679","0.0000","82.7500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2914","7.3308","0.0000","509.8679","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.2582","0.0000","0.0000","0.0000","0.0000","0.9745","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","8.8302","0.0000","0.0000","2.0000","0.0000","0.0000","2.3988","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2924","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0282","0.9949","83.3750","-0.6954","-0.1344","-0.2043","-2.9902","0.0492","0.5908","0.3423","0.0000","2811.8191","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.9333","0.0000","82.7311","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2438","7.5231","0.0000","508.6000","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0235","0.0000","0.0000","0.0000","0.0000","0.9760","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9995","0.0000","0.0000","0.0000","13.6000","13.6000","9.6154","0.0000","0.0000","2.0000","0.0000","0.0000","2.3912","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2448","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0339","1.0070","83.3750","-0.6565","-0.1389","-0.1754","-2.9531","0.2559","1.1436","0.3633","0.0000","2853.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.7429","0.0000","82.7068","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2040","7.7040","0.0000","507.1714","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9760","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9991","0.0000","0.0000","0.0000","13.6000","13.6000","12.5000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3838","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2030","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0397","1.0170","83.3750","-0.5188","-0.0992","-0.1839","-2.9189","0.7366","1.0015","0.0527","0.0000","2853.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.4800","0.0000","82.6825","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2540","7.7540","0.0000","503.9200","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9747","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9986","0.0000","0.0000","0.0000","13.6000","13.6000","12.8000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3803","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2525","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0454","1.0010","83.3750","-0.6856","-0.1381","-0.2131","-2.9434","1.2256","0.8579","-0.0278","0.0000","2852.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.4800","0.0000","82.6583","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","7.8038","0.0000","500.4200","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9726","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9981","0.0000","0.0000","0.0000","13.6000","13.6000","10.3000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3771","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0511","1.0102","83.3750","-0.7902","-0.1597","-0.2049","-2.9658","1.2202","0.9634","-0.0269","0.0000","2846.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.2692","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","7.8519","0.0000","502.1154","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9707","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9984","0.0000","0.0000","0.0000","13.6000","13.6000","7.6154","0.0000","0.0000","2.0000","0.0000","0.0000","2.3790","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0568","1.0372","83.3750","-0.7195","-0.1030","-0.1833","-2.9395","0.8315","0.8794","0.0073","0.0000","2840.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.7115","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","7.9000","0.0000","504.5192","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9688","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9989","0.0000","0.0000","0.0000","13.6000","13.6000","4.7308","0.0000","0.0000","2.0000","0.0000","0.0000","2.3810","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0625","1.0145","83.3750","-0.6200","-0.1130","-0.1971","-2.9355","0.5267","0.8474","0.0899","0.0000","2849.9009","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.1881","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","7.8010","0.0000","505.0000","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9680","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9986","0.0000","0.0000","0.0000","13.6000","13.6000","6.5644","0.0000","0.0000","2.0000","0.0000","0.0000","2.3800","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0682","1.0113","83.3750","-0.6599","-0.1759","-0.2222","-2.9590","0.3838","0.9863","0.0561","0.0000","2859.8020","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6733","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","7.7020","0.0000","505.0000","0.0000","0.0000","25.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9680","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9981","0.0000","0.0000","0.0000","13.6000","13.6000","15.4752","0.0000","0.0000","2.0000","0.0000","0.0000","2.3790","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0739","1.0286","83.3750","-0.7292","-0.1513","-0.2000","-2.9609","0.3115","0.7822","0.0885","0.0000","2853.7549","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.4706","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2520","7.7000","0.0000","504.2353","0.0000","0.0000","25.8637","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9743","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9984","0.0000","0.0000","0.0000","13.6000","13.6000","20.4519","0.0000","0.0000","2.0000","0.0000","0.0000","2.3814","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2525","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0797","1.0403","83.3750","-0.7164","-0.0844","-0.1681","-2.9297","0.3242","0.6011","0.1637","0.0000","2847.3823","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.5098","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2029","7.7000","0.0000","503.2549","0.0000","0.0000","25.8882","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9854","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9989","0.0000","0.0000","0.0000","13.6000","13.6000","19.0096","0.0000","0.0000","2.0000","0.0000","0.0000","2.3839","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2030","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0854","1.0601","83.3750","-0.7268","-0.0971","-0.2084","-2.9297","-0.1824","0.2678","0.2203","0.0000","2862.0583","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2000","7.7913","0.0000","501.5631","0.0000","0.0000","25.9128","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9912","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9994","0.0000","0.0000","0.0000","13.6000","13.6000","15.4752","0.0000","0.0000","2.0000","0.0000","0.0000","2.3840","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0911","1.0352","83.3750","-0.6214","-0.1595","-0.2370","-2.9502","-0.3751","-0.1500","0.3794","0.0000","2878.0776","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2000","7.8883","0.0000","499.6214","0.0000","0.0000","25.9373","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9917","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9998","0.0000","0.0000","0.0000","13.6000","13.6000","7.0594","0.0000","0.0000","2.0000","0.0000","0.0000","2.3840","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.0968","1.0200","83.3750","-0.5393","-0.1636","-0.2073","-2.9395","-0.1824","-0.4187","0.4595","0.0000","2875.6001","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.6634","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2440","7.8560","0.0000","500.3465","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9920","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","3.7723","0.0000","0.0000","2.0000","0.0000","0.0000","2.3836","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2430","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1025","1.0335","83.3750","-0.6463","-0.1112","-0.1858","-2.9268","-0.0672","-0.9414","0.3223","0.0000","2870.6001","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.1683","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2940","7.8060","0.0000","502.3267","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","0.1610","0.0000","0.0000","0.0000","0.0000","0.9920","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","13.6733","0.0000","0.0000","2.0000","0.0000","0.0000","2.3831","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2930","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1082","1.0255","83.3750","-0.7282","-0.0712","-0.1866","-2.9316","0.1519","-1.2139","0.3152","0.0000","2903.6470","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.3235","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2569","7.7573","0.0000","502.3529","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","0.4049","0.0000","0.0000","0.0000","0.0000","0.9926","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","21.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3855","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2583","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1139","1.0676","83.3750","-0.7520","-0.1047","-0.2047","-2.9590","0.6589","0.1040","0.2549","0.0000","2941.8823","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.8137","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2078","7.7087","0.0000","501.3726","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","0.6488","0.0000","0.0000","0.0000","0.0000","0.9941","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","21.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3884","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2097","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1197","1.0709","83.3750","-0.7581","-0.1403","-0.2422","-2.9863","0.9629","1.1182","0.1768","0.0000","2943.6416","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.5905","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2396","7.7781","0.0000","501.5905","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","0.8927","0.0000","0.0000","0.0000","0.0000","0.9944","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","21.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3932","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2381","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1254","1.0760","83.3750","-0.7530","-0.1659","-0.2610","-2.9717","0.9998","0.4875","0.3956","0.0000","2938.4529","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.5428","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2868","7.8733","0.0000","502.5428","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9930","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","21.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3984","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2857","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1311","1.0583","83.3750","-0.6876","-0.1930","-0.2379","-2.9590","1.2109","0.3657","0.4097","0.0000","2904.0566","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0370","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","7.8327","0.0000","503.7222","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9917","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","20.4340","0.0000","0.0000","2.0000","0.0000","0.0000","2.3970","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1368","1.0411","83.3750","-0.6629","-0.1401","-0.2047","-2.9473","1.5010","0.7593","0.5986","0.0000","2858.3020","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.1852","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","7.7393","0.0000","505.1111","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9908","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","13.3585","0.0000","0.0000","2.0000","0.0000","0.0000","2.3928","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1425","1.0133","83.3750","-0.5332","-0.1199","-0.1997","-2.9531","2.0254","0.6724","0.7417","0.0000","2834.4661","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.5243","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2709","7.7000","0.0000","504.9514","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9891","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9998","0.0000","0.0000","0.0000","13.6000","13.6000","6.2830","0.0000","0.0000","2.0000","0.0000","0.0000","2.3888","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2721","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1460","0.9974","83.3750","-0.6515","-0.1571","-0.2169","-2.9561","2.2607","0.0667","0.6106","0.0000","2825.2427","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.9806","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2223","7.7000","0.0000","502.0388","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","0.9139","0.0000","0.0000","0.0000","0.0000","0.9828","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9993","0.0000","0.0000","0.0000","13.6000","13.6000","4.1359","0.0000","0.0000","2.0000","0.0000","0.0000","2.3849","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2240","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.0625","13.1486","1.0257","83.3757","-0.6966","-0.1104","-0.1974","-2.9395","0.9531","0.1741","0.6860","0.0000","2790.8845","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.1471","0.0000","82.6500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2779","7.6250","0.0000","499.8529","0.0000","0.0000","25.9500","0.0000","0.0000","0.0000","0.6746","0.0000","0.0000","0.0000","0.0000","0.9770","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9986","0.0000","0.0000","0.0000","13.6346","13.6346","2.1942","0.0000","0.0000","2.0000","0.0000","0.0000","2.3799","0.0000","0.0000","13.6346","0.0000","13.6346","0.0000","0.0000","1.2721","0.0000","0.0000","0.0000","0.0000","0.0000"
