"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
"s","C","V","bar","C","bar","g","g","g","deg/s","deg/s","deg/s","#","rpm","gear","km/h","gear","km/h","km/h","km/h","km/h","#","#","#","C","%","%","deg","#","V","#","#","%","%","#","#","%","%","C","%","#","#","#","#","#","#","%","lambda","km/h","km/h","#","#","#","#","#","#","#","#","#","%","%","deg","deg","#","#","#","#","deg/s","deg/s","bar","deg","deg","deg","deg","deg","%","%","%","ms","km/h","km/h","km/h","#"

,"38.1810","13.2332","1.1586","83.4677","-0.5658","-0.1292","-0.1823","-2.9590","0.4620","-0.0914","0.5449","0.0000","3166.3396","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.9622","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","496.4434","0.0000","0.0000","24.8017","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9327","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","8.8235","0.0000","0.0000","2.0000","0.0000","0.0000","2.4400","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1854","13.2306","1.1653","83.4708","-0.6513","-0.0648","-0.1653","-2.9219","0.7090","0.0516","0.4409","0.0000","3177.6604","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.7924","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","500.6887","0.0000","0.0000","24.8256","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9309","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","12.5140","0.0000","0.0000","2.0000","0.0000","0.0000","2.4419","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1899","13.2279","1.1783","83.4739","-0.6867","-0.1034","-0.1512","-2.9594","0.6840","0.4178","0.4176","0.0000","3173.7476","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.6796","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","504.0000","0.0000","0.0000","24.8495","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9290","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","16.2523","0.0000","0.0000","2.0000","0.0000","0.0000","2.4430","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1944","13.2252","1.1768","83.4771","-0.5237","-0.1576","-0.1725","-2.9976","0.4454","0.4224","0.5164","0.0000","3150.4465","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.2233","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","504.0000","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.9522","0.0000","0.0000","0.0000","0.0000","0.9367","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","15.0583","0.0000","0.0000","2.0000","0.0000","0.0000","2.4430","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1988","13.2226","1.1687","83.4802","-0.5728","-0.1288","-0.1912","-2.9728","0.4911","0.1164","0.5772","0.0000","3141.7905","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.2286","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","504.0000","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.7129","0.0000","0.0000","0.0000","0.0000","0.9444","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","12.6311","0.0000","0.0000","2.0000","0.0000","0.0000","2.4428","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2033","13.2199","1.1834","83.4833","-0.6536","-0.0671","-0.1744","-2.9170","0.7815","0.1918","0.6704","0.0000","3157.0286","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6571","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","504.0000","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.4737","0.0000","0.0000","0.0000","0.0000","0.9504","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","14.1346","0.0000","0.0000","2.0000","0.0000","0.0000","2.4424","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2078","13.2172","1.1614","83.4864","-0.6060","-0.0794","-0.1569","-2.9204","0.5161","0.1853","0.9004","0.0000","3170.7451","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.9109","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","504.0891","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.2344","0.0000","0.0000","0.0000","0.0000","0.9562","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5767","13.5767","17.0192","0.0000","0.0000","2.0000","0.0000","0.0000","2.4419","0.0000","0.0000","13.5767","0.0000","13.5767","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2122","13.2146","1.1532","83.4896","-0.5802","-0.1443","-0.1662","-2.9664","0.2667","0.0332","0.9417","0.0000","3180.5491","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.4258","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.3000","0.0000","505.5742","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5282","13.5282","12.4455","0.0000","0.0000","2.0000","0.0000","0.0000","2.4414","0.0000","0.0000","13.5282","0.0000","13.5282","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2167","13.2119","1.1824","83.4927","-0.6687","-0.1553","-0.1887","-2.9877","0.3191","0.4202","1.1021","0.0000","3184.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0190","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4114","8.3000","0.0000","506.9810","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9634","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5200","13.5200","4.0297","0.0000","0.0000","2.0000","0.0000","0.0000","2.4411","0.0000","0.0000","13.5200","0.0000","13.5200","0.0000","0.0000","1.4104","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2212","13.2092","1.1554","83.4958","-0.6921","-0.1123","-0.1971","-2.9797","0.6312","0.7637","1.2758","0.0000","3171.4666","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.4952","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4590","8.3000","0.0000","506.5048","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9585","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5676","13.5676","7.0952","0.0000","0.0000","2.0000","0.0000","0.0000","2.4416","0.0000","0.0000","13.5676","0.0000","13.5676","0.0000","0.0000","1.4575","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2256","13.2066","1.1470","83.4989","-0.6170","-0.0668","-0.1772","-2.9519","0.7419","0.0515","1.3578","0.0000","3159.1765","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.9714","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5069","8.2931","0.0000","506.0286","0.0000","0.0000","24.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9519","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","16.6190","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5050","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2301","13.2039","1.1720","83.5000","-0.6671","-0.0929","-0.1502","-2.9362","0.6540","-0.5070","1.4125","0.0000","3153.2942","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.3922","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5559","8.2441","0.0000","505.5392","0.0000","0.0000","24.8676","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9486","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","16.2353","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5545","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2346","13.2012","1.1539","83.5000","-0.6487","-0.1455","-0.1612","-2.9660","0.6423","-0.2592","1.4596","0.0000","3147.6116","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","481.4902","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5951","8.2000","0.0000","505.0490","0.0000","0.0000","24.8920","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9466","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","7.4118","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5961","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2390","13.1986","1.1634","83.5000","-0.5631","-0.1282","-0.1844","-2.9761","0.8764","0.0247","1.5308","0.0000","3143.7283","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","484.9320","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5466","8.2000","0.0000","502.3786","0.0000","0.0000","24.9164","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9491","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","4.6990","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5476","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2435","13.1959","1.1912","83.5000","-0.6521","-0.0770","-0.1672","-2.9375","1.0879","0.1760","1.5068","0.0000","3140.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3010","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.2000","0.0000","499.4660","0.0000","0.0000","24.9407","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9534","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","8.0971","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2479","13.1932","1.1680","83.5000","-0.7466","-0.0914","-0.1431","-2.9229","0.9539","0.3535","1.4351","0.0000","3140.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0192","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.2000","0.0000","500.6154","0.0000","0.0000","24.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.1538","0.0000","0.0000","2.0000","0.0000","0.0000","2.4425","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2476","13.1918","1.1605","83.5000","-0.6563","-0.1538","-0.1576","-2.9707","0.8477","0.2349","1.3740","0.0000","3140.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.4231","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.2000","0.0000","502.5385","0.0000","0.0000","24.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9518","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","7.2308","0.0000","0.0000","2.0000","0.0000","0.0000","2.4430","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2431","13.1914","1.1705","83.5000","-0.6141","-0.1738","-0.1855","-2.9941","0.9771","0.0218","1.3394","0.0000","3122.8430","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.9901","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.1510","0.0000","501.8713","0.0000","0.0000","24.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9518","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","6.8911","0.0000","0.0000","2.0000","0.0000","0.0000","2.4425","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2387","13.1910","1.1498","83.5000","-0.6817","-0.1250","-0.1957","-2.9648","0.8481","0.1196","1.3809","0.0000","3105.6863","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0297","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","8.1020","0.0000","500.3861","0.0000","0.0000","24.9500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9533","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5923","13.5923","9.3663","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.5923","0.0000","13.5923","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2342","13.1907","1.1463","83.5000","-0.6173","-0.0695","-0.1731","-2.9268","0.5586","0.3177","1.3975","0.0000","3125.0388","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.0000","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4068","8.1466","0.0000","500.0000","0.0000","0.0000","24.9627","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9555","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5442","13.5442","11.9903","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.5442","0.0000","13.5442","0.0000","0.0000","1.4087","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2297","13.1903","1.1592","83.5000","-0.6271","-0.0772","-0.1417","-2.9238","0.4316","0.4832","1.3633","0.0000","3145.9126","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.0000","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3097","8.1951","0.0000","500.0000","0.0000","0.0000","24.9871","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9584","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5040","13.5040","14.9029","0.0000","0.0000","2.0000","0.0000","0.0000","2.4420","0.0000","0.0000","13.5040","0.0000","13.5040","0.0000","0.0000","1.3117","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2253","13.1899","1.1613","83.5000","-0.6780","-0.1397","-0.1404","-2.9609","0.5508","0.6550","1.3281","0.0000","3137.7524","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0099","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","500.6733","0.0000","0.0000","25.0115","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9580","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5535","13.5535","16.1845","0.0000","0.0000","2.0000","0.0000","0.0000","2.4416","0.0000","0.0000","13.5535","0.0000","13.5535","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2208","13.1895","1.1484","83.5000","-0.6967","-0.1839","-0.1747","-2.9941","0.6787","0.6179","1.3021","0.0000","3126.3665","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.4951","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","501.6634","0.0000","0.0000","25.0359","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9535","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5971","13.5971","13.2718","0.0000","0.0000","2.0000","0.0000","0.0000","2.4411","0.0000","0.0000","13.5971","0.0000","13.5971","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2163","13.1891","1.1365","83.5000","-0.6229","-0.1572","-0.1979","-2.9838","0.7228","0.4550","1.2405","0.0000","3134.8252","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3592","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","500.7184","0.0000","0.0000","25.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9485","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5485","13.5485","11.6346","0.0000","0.0000","2.0000","0.0000","0.0000","2.4410","0.0000","0.0000","13.5485","0.0000","13.5485","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2119","13.1887","1.1496","83.5000","-0.5985","-0.0970","-0.1868","-2.9505","0.7263","0.5329","1.1485","0.0000","3145.9902","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.3883","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","498.7767","0.0000","0.0000","25.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9428","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","14.5192","0.0000","0.0000","2.0000","0.0000","0.0000","2.4410","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2074","13.1884","1.1701","83.5000","-0.6510","-0.0641","-0.1546","-2.9256","0.7089","0.5737","1.0849","0.0000","3141.8113","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","498.2830","0.0000","0.0000","25.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9416","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5472","13.5472","17.2718","0.0000","0.0000","2.0000","0.0000","0.0000","2.4406","0.0000","0.0000","13.5472","0.0000","13.5472","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2029","13.1880","1.1582","83.5000","-0.6936","-0.0887","-0.1343","-2.9297","0.7207","0.4402","1.0771","0.0000","3134.2642","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","498.7547","0.0000","0.0000","25.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9493","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5943","13.5943","19.2136","0.0000","0.0000","2.0000","0.0000","0.0000","2.4402","0.0000","0.0000","13.5943","0.0000","13.5943","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1985","13.1876","1.1495","83.5000","-0.7387","-0.1500","-0.1500","-2.9619","0.7585","0.5068","1.0801","0.0000","3124.4058","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4572","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","499.4572","0.0000","0.0000","25.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9555","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5581","13.5581","20.7757","0.0000","0.0000","2.0000","0.0000","0.0000","2.4397","0.0000","0.0000","13.5581","0.0000","13.5581","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1940","13.1872","1.1515","83.5000","-0.6630","-0.1863","-0.1884","-2.9980","0.7383","0.3962","1.1240","0.0000","3113.5566","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.4095","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3000","8.2000","0.0000","500.4095","0.0000","0.0000","25.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9574","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5105","13.5105","17.9720","0.0000","0.0000","2.0000","0.0000","0.0000","2.4392","0.0000","0.0000","13.5105","0.0000","13.5105","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1896","13.1868","1.1438","83.5000","-0.6101","-0.1742","-0.2100","-3.0059","0.6738","0.2300","1.1470","0.0000","3105.5881","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.8824","0.0000","82.1500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3284","8.1716","0.0000","499.8824","0.0000","0.0000","25.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9586","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","15.1682","0.0000","0.0000","2.0000","0.0000","0.0000","2.4387","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3275","0.0000","0.0000","0.0000","0.0000","0.0000"
