"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:24 PM"
"Sample Rate","20"
"Duration","229"
"Segment","Session"
"Beacon Markers","229"
"Segment Times","3:49.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"37.3125","13.2240","0.7200","90.0000","-0.6014","-0.1573","-0.2064","-2.9473","3.7051","1.5977","12.7070","0.0000","2374.2307","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0288","0.0000","82.8800","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4115","6.7000","0.0000","496.7885","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9475","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9766","0.0000","0.0000","0.0000","13.7020","13.7020","1.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2935","0.0000","0.0000","13.7020","0.0000","13.7020","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7189","90.0000","-0.6262","-0.1663","-0.2098","-2.9570","3.4316","1.3828","12.3906","0.0000","2367.5801","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.6250","0.0000","82.9283","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4760","6.6038","0.0000","497.7500","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9499","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9761","0.0000","0.0000","0.0000","13.7475","13.7475","1.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2910","0.0000","0.0000","13.7475","0.0000","13.7475","0.0000","0.0000","1.4333","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7179","90.0000","-0.6286","-0.1512","-0.2206","-2.9512","2.7881","0.7593","12.1055","0.0000","2363.0801","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.2745","0.0000","82.9766","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5760","6.5050","0.0000","499.0882","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9552","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9756","0.0000","0.0000","0.0000","13.7970","13.7970","4.4615","0.0000","0.0000","2.0000","0.0000","0.0000","2.2910","0.0000","0.0000","13.7970","0.0000","13.7970","0.0000","0.0000","1.5314","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7163","90.0000","-0.6201","-0.1461","-0.2076","-2.9121","2.8145","1.2725","11.7969","0.0000","2375.8506","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.2941","0.0000","83.0249","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5645","6.4059","0.0000","500.5588","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9630","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9751","0.0000","0.0000","0.0000","13.8000","13.8000","14.0769","0.0000","0.0000","2.0000","0.0000","0.0000","2.2907","0.0000","0.0000","13.8000","0.0000","13.8000","0.0000","0.0000","1.5857","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7122","90.0000","-0.6779","-0.1511","-0.2298","-2.9404","3.0332","1.8667","11.7852","0.0000","2394.0747","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.3654","0.0000","83.0733","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5178","6.5330","0.0000","501.6731","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9705","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9747","0.0000","0.0000","0.0000","13.8000","13.8000","18.9808","0.0000","0.0000","2.0000","0.0000","0.0000","2.2898","0.0000","0.0000","13.8000","0.0000","13.8000","0.0000","0.0000","1.5381","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7248","90.0000","-0.6455","-0.1469","-0.2374","-2.9570","3.3516","1.3730","12.0547","0.0000","2418.9314","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.1731","0.0000","83.1219","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","6.6745","0.0000","502.6346","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9777","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9742","0.0000","0.0000","0.0000","13.7196","13.7196","11.7692","0.0000","0.0000","2.0000","0.0000","0.0000","2.2884","0.0000","0.0000","13.7196","0.0000","13.7196","0.0000","0.0000","1.4903","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7215","90.0000","-0.6155","-0.1381","-0.2263","-2.9443","3.1182","1.4551","12.2188","0.0000","2447.8530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.7843","0.0000","83.1704","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","6.8990","0.0000","503.9118","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9836","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9743","0.0000","0.0000","0.0000","13.6216","13.6216","6.1980","0.0000","0.0000","2.0000","0.0000","0.0000","2.2855","0.0000","0.0000","13.6216","0.0000","13.6216","0.0000","0.0000","1.4417","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7471","90.0000","-0.6023","-0.1353","-0.2354","-2.9375","2.9570","1.8096","12.4375","0.0000","2443.6335","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.8235","0.0000","83.2189","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","7.1417","0.0000","505.3824","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9875","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9748","0.0000","0.0000","0.0000","13.6382","13.6382","7.1881","0.0000","0.0000","2.0000","0.0000","0.0000","2.2836","0.0000","0.0000","13.6382","0.0000","13.6382","0.0000","0.0000","1.4071","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7534","89.9981","-0.6682","-0.1193","-0.2366","-2.9297","2.8984","1.7466","12.8711","0.0000","2415.4158","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.2245","0.0000","83.2587","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","7.2392","0.0000","505.4082","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9920","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9753","0.0000","0.0000","0.0000","13.6873","13.6873","8.1748","0.0000","0.0000","2.0000","0.0000","0.0000","2.2877","0.0000","0.0000","13.6873","0.0000","13.6873","0.0000","0.0000","1.4582","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2240","0.7355","89.9888","-0.7042","-0.1274","-0.2374","-2.9453","2.6445","2.0000","13.2344","0.0000","2422.3845","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.1633","0.0000","83.2829","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5269","7.2907","0.0000","504.3878","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.1298","0.0000","0.0000","0.0000","0.0000","0.9974","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9758","0.0000","0.0000","0.0000","13.7000","13.7000","9.1456","0.0000","0.0000","2.0000","0.0000","0.0000","2.2913","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2229","0.7478","89.9795","-0.6030","-0.1302","-0.2355","-2.9512","2.7227","2.2510","13.5547","0.0000","2457.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.8611","0.0000","83.3070","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5750","7.1861","0.0000","503.4259","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.3702","0.0000","0.0000","0.0000","0.0000","1.0025","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9766","0.0000","0.0000","0.0000","13.7000","13.7000","10.6226","0.0000","0.0000","2.0000","0.0000","0.0000","2.2927","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2213","0.7407","89.9701","-0.4958","-0.1227","-0.2278","-2.9424","2.8203","2.2119","13.9961","0.0000","2468.7693","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.2500","0.0000","83.3312","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6231","7.0472","0.0000","502.5000","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.6106","0.0000","0.0000","0.0000","0.0000","1.0073","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9775","0.0000","0.0000","0.0000","13.7000","13.7000","15.8113","0.0000","0.0000","2.0000","0.0000","0.0000","2.2941","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5058","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2198","0.7609","89.9608","-0.4780","-0.1250","-0.2280","-2.9531","2.7656","2.1523","14.3281","0.0000","2455.7886","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.7767","0.0000","83.3555","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6712","7.0317","0.0000","502.8932","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.8510","0.0000","0.0000","0.0000","0.0000","1.0109","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9780","0.0000","0.0000","0.0000","13.7000","13.7000","21.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2955","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6019","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2183","0.7801","89.9514","-0.5716","-0.1279","-0.2355","-2.9541","2.8662","1.8608","14.7148","0.0000","2458.3999","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.2913","0.0000","83.3802","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.7000","7.0798","0.0000","504.8350","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0104","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9780","0.0000","0.0000","0.0000","13.7000","13.7000","12.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2970","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6981","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2168","0.7827","89.9421","-0.5236","-0.1282","-0.2390","-2.9473","3.0781","1.6836","15.0781","0.0000","2484.3999","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.2079","0.0000","83.4050","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.7000","7.1586","0.0000","505.6040","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0108","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9782","0.0000","0.0000","0.0000","13.7000","13.7000","3.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2990","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6510","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2153","0.7828","89.9328","-0.3005","-0.1217","-0.2352","-2.9160","3.5078","1.8267","15.4336","0.0000","2507.4509","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","484.2277","0.0000","83.4297","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.6608","7.2596","0.0000","504.6139","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0153","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9787","0.0000","0.0000","0.0000","13.7000","13.7000","5.9703","0.0000","0.0000","2.0000","0.0000","0.0000","2.3010","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6010","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2137","0.7866","89.9234","-0.2045","-0.1041","-0.2235","-2.9277","3.2422","2.4551","15.9062","0.0000","2526.0784","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","483.7451","0.0000","83.4587","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5627","7.2706","0.0000","502.3235","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0174","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9792","0.0000","0.0000","0.0000","13.7000","13.7000","8.9406","0.0000","0.0000","2.0000","0.0000","0.0000","2.3024","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.3125","13.2122","0.7879","89.9141","-0.0247","-0.1232","-0.2442","-2.9746","2.8467","2.5322","16.3750","0.0000","2531.3591","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.7059","0.0000","83.5073","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.5000","7.2216","0.0000","497.9118","0.0000","0.0000","22.0500","0.0000","0.0000","0.0000","0.9118","0.0000","0.0000","0.0000","0.0000","1.0082","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9797","0.0000","0.0000","0.0000","13.7000","13.7000","11.3558","0.0000","0.0000","2.0000","0.0000","0.0000","2.3039","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6000","0.0000","0.0000","0.0000","0.0000","0.0000"
