"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:28 PM"
"Sample Rate","20"
"Duration","211"
"Segment","Session"
"Beacon Markers","211"
"Segment Times","3:31.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"35.3438","13.4000","0.7447","96.4978","-0.0655","-0.1611","-0.1898","-2.9121","2.1289","1.5762","8.3516","0.0000","2568.3762","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.5096","0.0000","88.3096","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4208","6.9600","0.0000","498.4038","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9646","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9852","0.0000","0.0000","0.0000","13.6000","13.6000","8.4327","0.0000","0.0000","2.0000","0.0000","0.0000","2.3323","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2019","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7500","96.4947","-0.2145","-0.1783","-0.1979","-2.9463","2.1797","1.5186","8.1953","0.0000","2566.8911","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0500","0.0000","88.3656","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4703","6.9586","0.0000","499.9500","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9629","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9838","0.0000","0.0000","0.0000","13.6000","13.6000","5.0673","0.0000","0.0000","2.0000","0.0000","0.0000","2.3262","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3440","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7385","96.4916","-0.2959","-0.1760","-0.1946","-2.9570","2.2891","1.0361","8.1406","0.0000","2571.8823","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.5500","0.0000","88.4632","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.5000","7.0596","0.0000","502.4500","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9624","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9833","0.0000","0.0000","0.0000","13.6280","13.6280","7.9400","0.0000","0.0000","2.0000","0.0000","0.0000","2.3202","0.0000","0.0000","13.6280","0.0000","13.6280","0.0000","0.0000","1.4940","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7387","96.4884","-0.1650","-0.1730","-0.1921","-2.9463","1.9419","0.9214","7.9375","0.0000","2586.5881","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.0000","0.0000","88.5607","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.5000","7.1583","0.0000","503.8155","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9619","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9830","0.0000","0.0000","0.0000","13.6780","13.6780","10.9400","0.0000","0.0000","2.0000","0.0000","0.0000","2.3200","0.0000","0.0000","13.6780","0.0000","13.6780","0.0000","0.0000","1.5471","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7467","96.4853","-0.2665","-0.1705","-0.1932","-2.9277","1.9014","1.1221","7.8008","0.0000","2597.3457","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.0000","0.0000","88.6583","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.5168","7.2553","0.0000","503.3301","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9614","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9830","0.0000","0.0000","0.0000","13.7000","13.7000","14.2358","0.0000","0.0000","2.0000","0.0000","0.0000","2.3200","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5961","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7364","96.4822","-0.3381","-0.1656","-0.1937","-2.9424","2.0273","1.4639","7.8105","0.0000","2601.0842","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.8518","0.0000","88.7514","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.5636","7.3750","0.0000","502.7037","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9610","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9830","0.0000","0.0000","0.0000","13.7000","13.7000","17.5377","0.0000","0.0000","2.0000","0.0000","0.0000","2.3187","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5570","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7344","96.4791","-0.3169","-0.1729","-0.2040","-2.9570","2.0430","1.4365","7.7617","0.0000","2610.3301","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.3889","0.0000","88.7751","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.5792","7.5139","0.0000","501.7778","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9615","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9830","0.0000","0.0000","0.0000","13.6817","13.6817","15.9524","0.0000","0.0000","2.0000","0.0000","0.0000","2.3173","0.0000","0.0000","13.6817","0.0000","13.6817","0.0000","0.0000","1.5103","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7618","96.4759","-0.3869","-0.1570","-0.1998","-2.9453","1.9263","1.4434","7.8027","0.0000","2639.1038","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","484.8462","0.0000","88.7988","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4849","7.5638","0.0000","500.6154","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9620","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9834","0.0000","0.0000","0.0000","13.6337","13.6337","13.5714","0.0000","0.0000","2.0000","0.0000","0.0000","2.3211","0.0000","0.0000","13.6337","0.0000","13.6337","0.0000","0.0000","1.4629","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3438","13.4000","0.7726","96.4728","-0.3501","-0.1643","-0.2008","-2.9375","1.9160","1.4482","7.9219","0.0000","2670.1960","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","483.8846","0.0000","88.8225","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4049","7.4686","0.0000","498.2115","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9598","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9858","0.0000","0.0000","0.0000","13.6144","13.6144","9.3810","0.0000","0.0000","2.0000","0.0000","0.0000","2.3263","0.0000","0.0000","13.6144","0.0000","13.6144","0.0000","0.0000","1.4152","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3396","13.3996","0.7868","96.4697","-0.3576","-0.1546","-0.2012","-2.9297","1.7407","1.2041","8.0547","0.0000","2722.1570","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","483.3047","0.0000","88.8462","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4539","7.4400","0.0000","496.1524","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9574","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9881","0.0000","0.0000","0.0000","13.6625","13.6625","4.6190","0.0000","0.0000","2.0000","0.0000","0.0000","2.3326","0.0000","0.0000","13.6625","0.0000","13.6625","0.0000","0.0000","1.4327","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3351","13.3993","0.7974","96.4666","-0.1837","-0.1882","-0.2097","-2.9453","1.9570","1.0742","8.1016","0.0000","2772.7144","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.1143","0.0000","88.8500","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4971","7.5829","0.0000","498.0571","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9582","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9895","0.0000","0.0000","0.0000","13.7000","13.7000","4.5714","0.0000","0.0000","2.0000","0.0000","0.0000","2.3393","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4808","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3306","13.3989","0.8137","96.4634","-0.2005","-0.1484","-0.1942","-2.9277","1.9443","0.9270","8.2930","0.0000","2801.2856","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.9238","0.0000","88.8500","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4495","7.7441","0.0000","499.9619","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9597","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","13.7000","13.7000","6.9524","0.0000","0.0000","2.0000","0.0000","0.0000","2.3463","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4712","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3262","13.3985","0.8277","96.4603","-0.2243","-0.1703","-0.2070","-2.9570","1.5410","1.1338","8.3750","0.0000","2829.8572","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0784","0.0000","88.8500","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4019","7.9892","0.0000","501.4412","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9596","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9929","0.0000","0.0000","0.0000","13.6931","13.6931","7.1600","0.0000","0.0000","2.0000","0.0000","0.0000","2.3535","0.0000","0.0000","13.6931","0.0000","13.6931","0.0000","0.0000","1.4231","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3217","13.3981","0.8639","96.4572","-0.1556","-0.2315","-0.2252","-2.9834","1.7896","1.1709","8.3516","0.0000","2896.5842","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.1176","0.0000","88.8500","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4000","8.1864","0.0000","502.9118","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9591","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9949","0.0000","0.0000","0.0000","13.6436","13.6436","5.6600","0.0000","0.0000","2.0000","0.0000","0.0000","2.3630","0.0000","0.0000","13.6436","0.0000","13.6436","0.0000","0.0000","1.4260","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3172","13.3977","0.8892","96.4541","-0.0922","-0.2491","-0.2313","-2.9863","2.0273","1.3662","8.4141","0.0000","2964.9009","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","484.7184","0.0000","88.8681","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4000","8.0893","0.0000","502.5437","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9636","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9973","0.0000","0.0000","0.0000","13.6058","13.6058","4.7333","0.0000","0.0000","2.0000","0.0000","0.0000","2.3745","0.0000","0.0000","13.6058","0.0000","13.6058","0.0000","0.0000","1.4760","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3128","13.3974","0.8896","96.4509","-0.0318","-0.2281","-0.2238","-2.9785","2.0410","1.6738","8.3750","0.0000","2943.6924","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","482.2913","0.0000","88.8924","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4000","7.9922","0.0000","502.0583","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9699","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9997","0.0000","0.0000","0.0000","13.6538","13.6538","4.2571","0.0000","0.0000","2.0000","0.0000","0.0000","2.3827","0.0000","0.0000","13.6538","0.0000","13.6538","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3083","13.3970","0.8833","96.4478","-0.0519","-0.1555","-0.2020","-2.9404","1.8457","1.5762","8.5039","0.0000","2916.7693","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","483.7255","0.0000","88.9168","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4000","7.8941","0.0000","502.0000","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9694","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.7000","13.7000","3.0891","0.0000","0.0000","2.0000","0.0000","0.0000","2.3880","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.3038","13.3966","0.8670","96.4447","0.0543","-0.1182","-0.1849","-2.9062","2.0605","1.3555","8.7266","0.0000","2853.8218","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.6863","0.0000","88.9412","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4000","7.7941","0.0000","502.0000","0.0000","0.0000","21.8500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9654","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.7000","13.7000","1.1089","0.0000","0.0000","2.0000","0.0000","0.0000","2.3895","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.4792","0.0000","0.0000","0.0000","0.0000","0.0000"
