"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:28 PM"
"Sample Rate","20"
"Duration","211"
"Segment","Session"
"Beacon Markers","211"
"Segment Times","3:31.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"35.1978","13.4400","0.9625","94.4375","1.6526","-0.1160","-0.1113","-2.9414","0.2307","-0.0386","0.1287","0.0000","3224.1165","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.3069","0.0000","83.8606","0.0000","0.0000","0.0000","0.0000","13.2573","0.0000","0.0000","1.3417","8.3010","0.0000","503.8020","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9127","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5529","13.5529","9.8529","0.0000","0.0000","2.0000","0.0000","0.0000","2.4434","0.0000","0.0000","13.5529","0.0000","13.5529","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2047","13.4379","0.9745","94.4375","2.2439","-0.1571","-0.1196","-2.9814","0.2731","-0.0754","0.0603","0.0000","3247.1584","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.3846","0.0000","83.8636","0.0000","0.0000","0.0000","0.0000","13.3000","0.0000","0.0000","1.3000","8.2049","0.0000","502.4615","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9112","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5039","13.5039","6.3465","0.0000","0.0000","2.0000","0.0000","0.0000","2.4439","0.0000","0.0000","13.5039","0.0000","13.5039","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2117","13.4358","0.9886","94.4375","2.5498","-0.1276","-0.1184","-2.9785","0.3748","0.0795","-0.0180","0.0000","3226.8613","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.6154","0.0000","83.8879","0.0000","0.0000","0.0000","0.0000","13.3000","0.0000","0.0000","1.3000","8.1078","0.0000","500.5385","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.8267","0.0000","0.0000","0.0000","0.0000","0.9151","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","10.3069","0.0000","0.0000","2.0000","0.0000","0.0000","2.4440","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3347","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2187","13.4336","0.9763","94.4375","2.7430","-0.0963","-0.0977","-2.9355","0.4626","0.2228","0.0092","0.0000","3213.8933","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.0971","0.0000","83.9121","0.0000","0.0000","0.0000","0.0000","13.2903","0.0000","0.0000","1.3000","8.1902","0.0000","501.0486","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.5792","0.0000","0.0000","0.0000","0.0000","0.9185","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","12.6893","0.0000","0.0000","2.0000","0.0000","0.0000","2.4440","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3842","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2256","13.4315","0.9773","94.4375","3.1118","-0.1432","-0.1049","-2.9756","0.3777","0.2099","0.0118","0.0000","3254.6699","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0097","0.0000","83.9364","0.0000","0.0000","0.0000","0.0000","13.1932","0.0000","0.0000","1.3000","8.2882","0.0000","502.5049","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.3317","0.0000","0.0000","0.0000","0.0000","0.9214","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","11.7184","0.0000","0.0000","2.0000","0.0000","0.0000","2.4440","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3667","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2326","13.4293","0.9919","94.4375","3.6331","-0.1029","-0.1006","-2.9668","0.3767","0.1490","-0.0390","0.0000","3288.8899","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.6700","0.0000","83.9392","0.0000","0.0000","0.0000","0.0000","13.1020","0.0000","0.0000","1.3000","8.3000","0.0000","503.9900","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0842","0.0000","0.0000","0.0000","0.0000","0.9251","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","12.3000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4440","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3176","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2396","13.4272","0.9864","94.4375","4.5239","-0.0626","-0.0751","-2.9336","0.3546","0.1785","-0.0347","0.0000","3220.3899","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.1700","0.0000","83.9145","0.0000","0.0000","0.0000","0.0000","13.1525","0.0000","0.0000","1.3000","8.3000","0.0000","505.4900","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.1610","0.0000","0.0000","0.0000","0.0000","0.9296","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","17.3000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4443","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2465","13.4251","0.9809","94.4375","5.3164","-0.1087","-0.0710","-2.9941","0.2593","0.2571","-0.0058","0.0000","3156.3462","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.6019","0.0000","83.8899","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3000","8.3422","0.0000","505.0388","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.4049","0.0000","0.0000","0.0000","0.0000","0.9335","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","18.8333","0.0000","0.0000","2.0000","0.0000","0.0000","2.4448","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2477","13.4224","0.9576","94.4375","5.6592","-0.1042","-0.0757","-3.0312","0.2183","0.1867","0.0552","0.0000","3162.1155","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0291","0.0000","83.8653","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3000","8.3912","0.0000","503.5825","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.6488","0.0000","0.0000","0.0000","0.0000","0.9369","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","10.5000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4444","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2432","13.4193","0.9398","94.4375","5.9747","-0.0290","-0.0580","-2.9746","0.3613","0.2488","0.1339","0.0000","3167.8845","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.1429","0.0000","83.8229","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3000","8.2840","0.0000","501.8571","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.8927","0.0000","0.0000","0.0000","0.0000","0.9395","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","3.5888","0.0000","0.0000","2.0000","0.0000","0.0000","2.4434","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2386","13.4162","0.9573","94.4346","6.2587","-0.0078","-0.0372","-2.9473","0.5154","0.2716","0.1055","0.0000","3185.1038","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.3810","0.0000","83.7514","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3462","8.1425","0.0000","499.9524","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9410","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5364","13.5364","1.7196","0.0000","0.0000","2.0000","0.0000","0.0000","2.4427","0.0000","0.0000","13.5364","0.0000","13.5364","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2340","13.4131","0.9787","94.4315","6.1195","-0.0705","-0.0503","-3.0000","0.4834","0.2383","0.0663","0.0000","3202.5566","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.6990","0.0000","83.6800","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3934","8.1673","0.0000","499.9709","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9403","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5832","13.5832","0.3077","0.0000","0.0000","2.0000","0.0000","0.0000","2.4423","0.0000","0.0000","13.5832","0.0000","13.5832","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2295","13.4100","0.9598","94.4284","6.0048","-0.0894","-0.0726","-3.0205","0.3860","0.2386","0.0828","0.0000","3174.5242","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0971","0.0000","83.6086","0.0000","0.0000","0.0000","0.0000","13.2408","0.0000","0.0000","1.3583","8.2635","0.0000","501.9126","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9340","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5692","13.5692","4.1538","0.0000","0.0000","2.0000","0.0000","0.0000","2.4418","0.0000","0.0000","13.5692","0.0000","13.5692","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2249","13.4069","0.9598","94.4252","5.9709","-0.0304","-0.0657","-2.9590","0.3140","0.2418","0.0695","0.0000","3139.0874","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.4808","0.0000","83.5413","0.0000","0.0000","0.0000","0.0000","13.2893","0.0000","0.0000","1.3097","8.2097","0.0000","503.4231","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9281","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5212","13.5212","8.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4413","0.0000","0.0000","13.5212","0.0000","13.5212","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2204","13.4038","0.9793","94.4221","5.5806","-0.0183","-0.0446","-2.9395","0.3701","0.2883","0.0287","0.0000","3153.7476","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.8462","0.0000","83.4927","0.0000","0.0000","0.0000","0.0000","13.2621","0.0000","0.0000","1.3388","8.0641","0.0000","504.3846","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9237","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5272","13.5272","11.4653","0.0000","0.0000","2.0000","0.0000","0.0000","2.4412","0.0000","0.0000","13.5272","0.0000","13.5272","0.0000","0.0000","1.3175","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2158","13.4007","0.9482","94.4190","5.3816","-0.0834","-0.0538","-2.9941","0.3909","0.2527","0.0595","0.0000","3180.9321","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","497.1429","0.0000","83.4442","0.0000","0.0000","0.0000","0.0000","13.2136","0.0000","0.0000","1.3874","8.0000","0.0000","505.0000","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9194","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5757","13.5757","14.9307","0.0000","0.0000","2.0000","0.0000","0.0000","2.4417","0.0000","0.0000","13.5757","0.0000","13.5757","0.0000","0.0000","1.3660","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2112","13.3975","0.9269","94.4159","5.1875","-0.1404","-0.0888","-3.0381","0.3247","0.2288","0.0611","0.0000","3166.4465","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.7619","0.0000","83.3956","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4359","8.0000","0.0000","505.0000","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9156","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.7642","0.0000","0.0000","2.0000","0.0000","0.0000","2.4416","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4146","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2067","13.3944","0.9518","94.4128","5.1970","-0.1169","-0.0995","-3.0137","0.3059","0.2861","0.0341","0.0000","3137.3203","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.5000","0.0000","83.3456","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4845","8.0670","0.0000","504.7500","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9125","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","8.4623","0.0000","0.0000","2.0000","0.0000","0.0000","2.4401","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4631","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.2021","13.3913","0.9474","94.4096","5.0267","-0.0428","-0.0780","-2.9424","0.3110","0.3284","0.0598","0.0000","3128.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.4231","0.0000","83.2728","0.0000","0.0000","0.0000","0.0000","13.2314","0.0000","0.0000","1.4676","8.2126","0.0000","503.7885","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.9369","0.0000","0.0000","0.0000","0.0000","0.9217","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.3077","0.0000","0.0000","2.0000","0.0000","0.0000","2.4390","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4885","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1976","13.3882","0.9355","94.4065","5.2597","-0.0366","-0.0660","-2.9297","0.3323","0.2297","0.0560","0.0000","3128.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.9200","0.0000","83.2000","0.0000","0.0000","0.0000","0.0000","13.2790","0.0000","0.0000","1.4200","8.3000","0.0000","503.2700","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.6942","0.0000","0.0000","0.0000","0.0000","0.9308","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","15.1538","0.0000","0.0000","2.0000","0.0000","0.0000","2.4390","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4404","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1930","13.3851","0.9620","94.4034","5.6694","-0.1406","-0.1083","-2.9775","0.4586","0.0380","0.0923","0.0000","3148.7549","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.9200","0.0000","83.1272","0.0000","0.0000","0.0000","0.0000","13.2723","0.0000","0.0000","1.4000","8.3000","0.0000","504.7700","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.4515","0.0000","0.0000","0.0000","0.0000","0.9339","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","17.9118","0.0000","0.0000","2.0000","0.0000","0.0000","2.4391","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1884","13.3820","0.9814","94.4003","5.5666","-0.2159","-0.1613","-2.9941","0.4565","0.1122","0.1450","0.0000","3184.5393","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.6793","0.0000","83.0544","0.0000","0.0000","0.0000","0.0000","13.2228","0.0000","0.0000","1.4000","8.3000","0.0000","505.4057","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.2087","0.0000","0.0000","0.0000","0.0000","0.9368","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","20.3627","0.0000","0.0000","2.0000","0.0000","0.0000","2.4396","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1839","13.3789","0.9730","94.3971","5.9967","-0.1849","-0.1727","-2.9307","0.3981","0.1419","0.0526","0.0000","3202.0486","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.4528","0.0000","83.0048","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4000","8.3000","0.0000","502.1038","0.0000","0.0000","22.3726","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9388","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","20.6442","0.0000","0.0000","2.0000","0.0000","0.0000","2.4401","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1793","13.3758","0.9942","94.3940","6.5455","-0.1722","-0.1561","-2.9307","0.2542","0.3219","0.0119","0.0000","3203.9902","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","82.9567","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.4000","8.3136","0.0000","499.2059","0.0000","0.0000","22.3966","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9407","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","20.1635","0.0000","0.0000","2.0000","0.0000","0.0000","2.4411","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1748","13.3726","0.9961","94.3909","6.5791","-0.2024","-0.1639","-2.9824","0.2695","0.3418","0.0131","0.0000","3217.4614","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","82.9087","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3769","8.3621","0.0000","502.6373","0.0000","0.0000","22.4207","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9414","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5876","13.5876","15.5577","0.0000","0.0000","2.0000","0.0000","0.0000","2.4421","0.0000","0.0000","13.5876","0.0000","13.5876","0.0000","0.0000","1.3972","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1702","13.3695","0.9795","94.3877","6.6680","-0.1619","-0.1452","-2.9395","0.3656","0.2148","0.0330","0.0000","3243.4231","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0288","0.0000","82.8606","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3288","8.3893","0.0000","506.0000","0.0000","0.0000","22.4447","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9419","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5400","13.5400","8.8269","0.0000","0.0000","2.0000","0.0000","0.0000","2.4445","0.0000","0.0000","13.5400","0.0000","13.5400","0.0000","0.0000","1.3500","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1656","13.3664","0.9982","94.3846","6.7944","-0.1840","-0.1515","-2.9414","0.3386","0.2365","0.0123","0.0000","3251.5491","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.4712","0.0000","82.8118","0.0000","0.0000","0.0000","0.0000","13.2186","0.0000","0.0000","1.3000","8.3408","0.0000","506.0000","0.0000","0.0000","22.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9420","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5078","13.5078","8.8431","0.0000","0.0000","2.0000","0.0000","0.0000","2.4469","0.0000","0.0000","13.5078","0.0000","13.5078","0.0000","0.0000","1.3028","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1611","13.3633","0.9712","94.3815","6.7077","-0.2047","-0.1633","-2.9668","0.2972","0.3081","-0.0036","0.0000","3232.9216","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.9135","0.0000","82.7628","0.0000","0.0000","0.0000","0.0000","13.2676","0.0000","0.0000","1.3000","8.2922","0.0000","506.0000","0.0000","0.0000","22.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9420","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5569","13.5569","13.7451","0.0000","0.0000","2.0000","0.0000","0.0000","2.4479","0.0000","0.0000","13.5569","0.0000","13.5569","0.0000","0.0000","1.3461","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1565","13.3602","0.9674","94.3784","6.8573","-0.1580","-0.1453","-2.9277","0.3071","0.2484","0.0132","0.0000","3222.3979","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.3465","0.0000","82.7137","0.0000","0.0000","0.0000","0.0000","13.2835","0.0000","0.0000","1.3000","8.2437","0.0000","501.3465","0.0000","0.0000","22.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9435","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.9901","0.0000","0.0000","2.0000","0.0000","0.0000","2.4489","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3951","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1562","13.3590","0.9731","94.3753","6.7238","-0.1672","-0.1408","-2.9355","0.2811","0.2407","0.0321","0.0000","3226.2815","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.3960","0.0000","82.6647","0.0000","0.0000","0.0000","0.0000","13.2350","0.0000","0.0000","1.3000","8.2000","0.0000","496.3960","0.0000","0.0000","22.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9454","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","4.5644","0.0000","0.0000","2.0000","0.0000","0.0000","2.4490","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3559","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1562","13.3579","0.9691","94.3721","6.6930","-0.2178","-0.1626","-2.9766","0.2725","0.2783","0.0096","0.0000","3221.7942","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.2330","0.0000","82.5988","0.0000","0.0000","0.0000","0.0000","13.2000","0.0000","0.0000","1.3000","8.2000","0.0000","494.6602","0.0000","0.0000","22.4500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9426","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","6.0485","0.0000","0.0000","2.0000","0.0000","0.0000","2.4490","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3069","0.0000","0.0000","0.0000","0.0000","0.0000"
