"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:16 PM"
"Sample Rate","20"
"Duration","11"
"Segment","Session"
"Beacon Markers","11"
"Segment Times","0:11.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.1562","13.1600","1.1017","83.1875","-0.7813","-0.1763","-0.2187","-2.9739","0.2996","0.2003","-0.5164","0.0000","3105.2114","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.0769","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3712","8.1712","0.0000","506.4231","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9405","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5798","13.5798","14.8462","0.0000","0.0000","2.0000","0.0000","0.0000","2.4345","0.0000","0.0000","13.5798","0.0000","13.5798","0.0000","0.0000","1.3702","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0853","83.1875","-0.7297","-0.1818","-0.2441","-2.9864","0.2028","0.3240","-0.4314","0.0000","3090.6924","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.9808","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4192","8.1238","0.0000","505.8462","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","18.9808","0.0000","0.0000","2.0000","0.0000","0.0000","2.4323","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4181","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0642","83.1875","-0.6229","-0.1779","-0.2524","-2.9872","0.2649","0.3250","-0.4299","0.0000","3034.9231","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6154","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4673","7.9333","0.0000","503.9231","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.8606","0.0000","0.0000","0.0000","0.0000","0.9477","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","8.8846","0.0000","0.0000","2.0000","0.0000","0.0000","2.4304","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4657","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0569","83.1875","-0.5681","-0.1875","-0.2576","-2.9805","0.3635","0.2979","-0.3933","0.0000","2992.6504","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.2500","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4845","7.8147","0.0000","503.5000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.6202","0.0000","0.0000","0.0000","0.0000","0.9537","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","0.6923","0.0000","0.0000","2.0000","0.0000","0.0000","2.4276","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4863","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0430","83.1875","-0.5649","-0.2010","-0.2563","-2.9795","0.4089","0.2921","-0.3407","0.0000","2979.0583","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.7308","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4359","7.8637","0.0000","504.4615","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.3798","0.0000","0.0000","0.0000","0.0000","0.9562","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","6.4615","0.0000","0.0000","2.0000","0.0000","0.0000","2.4227","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4373","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0396","83.1875","-0.5740","-0.2042","-0.2423","-2.9824","0.3918","0.3442","-0.3132","0.0000","2978.7810","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.7308","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4124","7.9245","0.0000","504.1538","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.1394","0.0000","0.0000","0.0000","0.0000","0.9585","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","12.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4183","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4113","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0349","83.1875","-0.5881","-0.1910","-0.2145","-2.9766","0.4460","0.4415","-0.3065","0.0000","3016.3999","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.8462","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4600","8.0189","0.0000","502.2308","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9604","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","12.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4155","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4585","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0380","83.1875","-0.6347","-0.1577","-0.1836","-2.9531","0.5882","0.3903","-0.3249","0.0000","3033.4399","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.7200","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4920","8.0646","0.0000","501.3600","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9619","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6178","13.6178","12.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4127","0.0000","0.0000","13.6178","0.0000","13.6178","0.0000","0.0000","1.4939","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0321","83.1875","-0.6782","-0.1063","-0.1542","-2.9268","0.5804","0.3640","-0.3541","0.0000","2942.4399","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.7200","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4420","7.8121","0.0000","502.3600","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9609","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6673","13.6673","11.0400","0.0000","0.0000","2.0000","0.0000","0.0000","2.4102","0.0000","0.0000","13.6673","0.0000","13.6673","0.0000","0.0000","1.4434","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0139","83.1875","-0.7292","-0.0664","-0.1362","-2.9141","0.4787","0.4171","-0.3307","0.0000","2874.9143","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.9714","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","7.6305","0.0000","503.3429","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9599","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6838","13.6838","10.0400","0.0000","0.0000","2.0000","0.0000","0.0000","2.4077","0.0000","0.0000","13.6838","0.0000","13.6838","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1562","13.1600","1.0137","83.1875","-0.7310","-0.0599","-0.1431","-2.9184","0.3945","0.3363","-0.3103","0.0000","2930.6287","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.1143","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","7.8210","0.0000","504.2952","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9595","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6362","13.6362","15.0286","0.0000","0.0000","2.0000","0.0000","0.0000","2.4053","0.0000","0.0000","13.6362","0.0000","13.6362","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1552","13.1604","1.0309","83.1875","-0.7410","-0.0724","-0.1687","-2.9264","0.3632","0.2316","-0.3134","0.0000","2982.6826","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","483.7500","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3971","7.9971","0.0000","505.1250","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9589","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","20.2667","0.0000","0.0000","2.0000","0.0000","0.0000","2.4030","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3981","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1507","13.1619","1.0430","83.1875","-0.7545","-0.1053","-0.1985","-2.9496","0.3434","0.2872","-0.2662","0.0000","2977.3943","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.6346","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3490","7.9495","0.0000","505.6058","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9580","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","20.5865","0.0000","0.0000","2.0000","0.0000","0.0000","2.4035","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3505","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1463","13.1634","1.0359","83.1875","-0.7647","-0.1500","-0.2313","-2.9861","0.3330","0.2864","-0.2685","0.0000","2972.1057","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0000","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3010","7.9019","0.0000","506.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9570","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","20.1058","0.0000","0.0000","2.0000","0.0000","0.0000","2.4040","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3029","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1418","13.1649","1.0445","83.1875","-0.7714","-0.1781","-0.2537","-2.9994","0.3683","0.1649","-0.2115","0.0000","2961.0093","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0000","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3458","7.8547","0.0000","506.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9610","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","15.9907","0.0000","0.0000","2.0000","0.0000","0.0000","2.4062","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3443","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1373","13.1665","1.0664","83.1875","-0.7782","-0.1891","-0.2634","-2.9930","0.4002","0.1284","-0.1042","0.0000","2949.7944","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.2286","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3925","7.8075","0.0000","505.9619","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9652","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.8505","0.0000","0.0000","2.0000","0.0000","0.0000","2.4086","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3915","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1329","13.1680","1.0473","83.1875","-0.7714","-0.1947","-0.2641","-2.9924","0.3798","0.1998","-0.0652","0.0000","2949.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.9429","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","7.8400","0.0000","505.0095","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9707","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4094","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1284","13.1695","1.0364","83.1875","-0.7633","-0.1978","-0.2626","-2.9973","0.3479","0.2550","-0.0700","0.0000","2950.6287","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.6571","0.0000","82.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","7.8876","0.0000","504.0571","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9765","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4099","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
