elapsed_s,relative_heading_deg,centered_heading_deg,longitudinal_delta_v_m_s,lateral_delta_v_m_s
2.25,0.1947725,-0.02595250000000002,-3.8106925736249995,-3.3657403465
2.3,0.19940249999999998,-0.02622750000000002,-3.8986091908749994,-3.438775372375
2.35,0.2037875,-0.026747500000000025,-3.9854961098749997,-3.5108787665000003
2.4,0.2078225,-0.02761750000000002,-4.073265627374999,-3.584330575
2.45,0.2118875,-0.028457500000000024,-4.162506142374999,-3.6584443323750007
2.5,0.21628,-0.028970000000000024,-4.2531931382499994,-3.7340045706250002
2.55,0.22041499999999997,-0.02974000000000002,-4.3458169474999995,-3.8111583895
2.6,0.2238,-0.03126000000000003,-4.4389801225,-3.8897096560000004
2.65,0.22767749999999998,-0.032287500000000025,-4.531285215625,-3.968089306125
2.7,0.2327225,-0.03214750000000002,-4.6237374085,-4.0458315240000005
2.75,0.2377075,-0.03206750000000003,-4.715552169125,-4.1220291945000005
2.8,0.24171249999999997,-0.032967500000000025,-4.80648433125,-4.196878450625
2.85,0.245225,-0.03436000000000003,-4.89856877475,-4.272365139000001
2.9,0.24864499999999998,-0.03584500000000002,-4.9911435507499995,-4.349420891375
2.95,0.2523125,-0.03708250000000003,-5.082664111875,-4.42716310925
3.0,0.25619,-0.038110000000000026,-5.17295884175,-4.503483362875
3.05,0.26022999999999996,-0.038975000000000024,-5.263400671375,-4.578994567875
3.1,0.26422999999999996,-0.03988000000000003,-5.3553380151250005,-4.655535471125001
3.15,0.26753499999999997,-0.041480000000000024,-5.448844422875,-4.732958972875
3.2,0.271215,-0.04270500000000003,-5.5426450301250005,-4.8109953902500004
3.25,0.27590749999999997,-0.042917500000000025,-5.634974639875,-4.888688574875
3.3,0.28007999999999994,-0.04365000000000002,-5.724852587125,-4.9654010945
3.35,0.28236249999999996,-0.046272500000000036,-5.81352921975,-5.041917481125
3.4,0.28317,-0.05037000000000002,-5.901617453375,-5.118311284624999
3.45,0.28274,-0.055705000000000046,-5.99073538525,-5.194705088125
3.5,0.2804125,-0.06293750000000002,-6.080981081875,-5.273231837999999
3.55,0.278355,-0.06989999999999999,-6.179586947624999,-5.3581083937499985
3.6,0.2783025,-0.07485750000000002,-6.286430399375,-5.448133440749999
3.65,0.27934,-0.078725,-6.384227216499999,-5.532348047624998
3.7,0.28090499999999996,-0.08206500000000003,-6.4797439875,-5.610752214374998
3.75,0.2825425,-0.08533250000000002,-6.595168257999999,-5.699036580999998
3.8,0.28366749999999996,-0.08911250000000001,-6.729151613624999,-5.801099290874998
3.85,0.28301999999999994,-0.09466500000000004,-6.8681363607499994,-5.908335008624999
3.9,0.27897749999999993,-0.10361250000000001,-7.007145624499999,-6.017532056374998
3.95,0.2719374999999999,-0.11555750000000008,-7.1413986629999995,-6.126704587499999
4.0,0.26414999999999994,-0.12825000000000003,-7.260402360749999,-6.229159563374998
4.05,0.25728749999999995,-0.1400175,-7.357144962999999,-6.320018175624998
4.1,0.25180749999999996,-0.15040249999999994,-7.436014945624999,-6.398054592999998
4.15,0.2468374999999999,-0.16027750000000007,-7.50841253925,-6.466578559874999
4.2,0.24237999999999993,-0.16964000000000004,-7.58539474175,-6.533435396249999
4.25,0.23815499999999995,-0.17877,-7.673850724749999,-6.604165859374999
4.3,0.23421749999999997,-0.1876125,-7.7712062426249995,-6.677740250999999
4.35,0.22899499999999998,-0.19773999999999994,-7.865202982874999,-6.749892678374998
4.4,0.2219824999999999,-0.2096575000000001,-7.955326096375001,-6.826261965249999
4.45,0.21590749999999992,-0.22063750000000007,-8.048930570625,-6.908858474874998
4.5,0.20998999999999993,-0.23146000000000003,-8.145231873624999,-6.991749183999998
4.55,0.20322499999999996,-0.24312999999999999,-8.246313918499999,-7.078513519874997
4.6,0.195155,-0.2561049999999999,-8.351441206499999,-7.168563083499997
4.65,0.18601499999999987,-0.2701500000000001,-8.45602912875,-7.2554745191249985
4.7,0.1775874999999999,-0.2834825000000001,-8.557895705625,-7.337090363749998
4.75,0.16930249999999994,-0.29667250000000006,-8.656918354,-7.415420980624997
4.8,0.16022999999999998,-0.31065,-8.7556713195,-7.493702564249997
4.85,0.15292,-0.32286499999999996,-8.856630781249999,-7.574705493249996
4.9,0.1463599999999999,-0.3343300000000001,-8.9608264375,-7.660366580999997
4.95,0.13608749999999994,-0.3495075000000001,-9.06580662575,-7.747400599749997
5.0,0.12406999999999999,-0.36643000000000003,-9.167844818999999,-7.831566173374997
