elapsed_s,relative_heading_deg,centered_heading_deg,longitudinal_delta_v_m_s,lateral_delta_v_m_s
104.45,-2.4472625000002464,-12.693807500000158,-186.21499548924973,-154.17274727924962
104.5,-1.8963850000002775,-12.147835000000189,-186.04509527799974,-154.21592105587462
104.55,-1.3146075000003106,-11.570962500000222,-185.90321756912473,-154.28831864949962
104.6,-0.6916375000003461,-10.952897500000258,-185.78467968724974,-154.40352227037462
104.65,0.024269999999816716,-10.241895000000097,-185.6718296623747,-154.57013725387466
104.7,0.8781449999997682,-9.392925000000146,-185.55611119237471,-154.76580443799966
104.75,1.8674999999997122,-8.408475000000202,-185.49087245324972,-154.99385808374964
104.8,2.913847499999653,-7.367032500000261,-185.5182330067497,-155.24750708599962
104.85,3.9056049999995963,-6.380180000000317,-185.5701347018747,-155.4750213659996
104.9,4.812049999999802,-5.478640000000112,-185.6030850458747,-155.66480456012465
104.95,5.6490799999997545,-4.64651500000016,-185.6480485361247,-155.86324212287465
105.0,6.466032499999708,-3.8344675000002058,-185.7225300428747,-156.11233103287464
105.05,7.310329999999659,-2.9950750000002535,-185.78791588174968,-156.3856668849996
105.1,8.20478249999961,-2.1055275000003038,-185.80186584137468,-156.65758077287458
105.15,9.189467499999834,-1.125747500000081,-185.8018413247497,-156.95160865649964
105.2,10.248714999999773,-0.07140500000014094,-185.83650783249968,-157.26654922124962
105.25,11.35030749999971,1.0252824999997967,-185.87325825337467,-157.5980875411246
105.3,12.55434999999964,2.2244199999997285,-185.85617016574966,-157.9693673101246
105.35,13.934914999999561,3.6000799999996502,-185.80627883387467,-158.36955217999957
105.4,15.451592499999906,5.111852499999994,-185.77175942587468,-158.76517695762467
105.45,17.038269999999816,6.693624999999904,-185.75016027924968,-159.16519021112464
105.5,18.662722499999724,8.313172499999812,-185.7329005752497,-159.5687828918746
105.55,20.246472499999633,9.892017499999723,-185.7254475212497,-159.9566358993746
105.6,21.746582499999548,11.387222499999638,-185.72777660062468,-160.33411837449958
105.65,23.16704499999987,12.80277999999996,-185.7352541712497,-160.71032598512465
105.7,24.528139999999794,14.158969999999883,-185.7346412556247,-161.09244210237463
105.75,25.913922499999714,15.539847499999805,-185.7207893624997,-161.48414421999962
105.8,27.37595499999963,16.996974999999722,-185.69578240499968,-161.8842065067496
105.85,28.890564999999544,18.506679999999637,-185.6580022858747,-162.29552192437458
105.9,30.428377499999893,20.039587499999985,-185.60994970087467,-162.71924275424968
105.95,31.992322499999805,21.598627499999896,-185.55020268574967,-163.14745012649965
106.0,33.59903999999971,23.200439999999805,-185.47545149612466,-163.58107567287462
106.05,35.23661749999962,24.83311249999971,-185.40153387174968,-164.0144315363746
106.1,36.84942999999953,26.441019999999618,-185.3343092859997,-164.44261439199957
106.15,38.39046499999988,27.977149999999966,-185.25985229587468,-164.86471712462466
106.2,39.86397999999979,29.445759999999883,-185.17745191924968,-165.27179116612464
106.25,41.29575749999971,30.872632499999803,-185.10297041249967,-165.67133860374963
106.3,42.69085499999963,32.26282499999972,-185.05006353574967,-166.05904451149962
106.35,44.008177499999555,33.575242499999646,-185.0158628438747,-166.4340998407496
106.4,45.224269999999834,34.786429999999925,-184.98607514449967,-166.7985885046247
106.45,46.376769999999766,35.934024999999856,-184.95822425849965,-167.14074252312466
106.5,47.448254999999705,37.000604999999794,-184.94961892312466,-167.44783776787463
106.55,48.37071499999965,37.918159999999745,-184.97214970149966,-167.69533309724963
106.6,49.08168999999961,38.624229999999706,-185.02316879812466,-167.88391497674962
106.65,49.54291499999972,39.08054999999981,-185.09990583437468,-168.01270080787467
106.7,49.7986249999997,39.331354999999796,-185.1993452653747,-168.09620443262466
106.75,49.8665899999997,39.39441499999979,-185.32494393524968,-168.14533574912465
106.8,49.68420249999971,39.2071224999998,-185.48317423299966,-168.10696723099966
106.85,49.24212249999973,38.76013749999982,-185.67337420974965,-167.99173909349966
106.9,48.567492499999574,38.080602499999664,-185.8885321107497,-167.85113624912464
106.95,47.705949999999625,37.214154999999714,-186.1329873786247,-167.69145947049964
107.0,46.72723999999968,36.23053999999977,-186.3813162732497,-167.51417975512464
107.05,45.67919249999974,35.17758749999983,-186.61194416462467,-167.31495766037466
107.1,44.56317499999981,34.056664999999896,-186.84772054724965,-167.10830702824967
107.15,43.38426749999954,32.872852499999624,-187.09646622449972,-166.8991802169996
107.2,42.157314999999606,31.640994999999695,-187.35033587637471,-166.67090592162464
107.25,40.85159249999968,30.33036749999977,-187.6067552572497,-166.42765196837465
107.3,39.49770499999976,28.97157499999985,-187.87371678687467,-166.17868564149967
107.35,38.149307499999836,27.618272499999925,-188.15421149349964,-165.93396069074967
107.4,36.77573499999952,26.23979499999961,-188.43907015937472,-165.70017015474963
107.45,35.383802499999604,24.842957499999688,-188.7080420522497,-165.48104056049965
107.5,34.06401749999968,23.518267499999762,-188.9526689364997,-165.28556950937465
107.55,32.85663499999975,22.30597999999983,-189.19474609174966,-165.10713751262466
107.6,31.724017499999814,21.168457499999896,-189.44089300674966,-164.93292237537466
107.65,30.601457499999558,20.04099249999964,-189.6814991644997,-164.7412268844996
107.7,29.431672499999625,18.866302499999705,-189.9183542786247,-164.51155514149963
107.75,28.177707499999695,17.607432499999778,-190.12414682887467,-164.24488781137464
107.8,26.824384999999772,16.249204999999854,-190.26242059387465,-163.94835923199966
107.85,25.421357499999854,14.841272499999935,-190.35786381499963,-163.66131858649968
107.9,24.100909999999555,13.515919999999634,-190.42837362849966,-163.3957054712496
107.95,22.97769499999962,12.387799999999698,-190.47885335937465,-163.12651292874963
108.0,22.012759999999677,11.417959999999754,-190.55740462587465,-162.84337042662466
108.05,21.015922499999732,10.41621749999981,-190.69896361862465,-162.54392436887468
108.1,19.8167424999998,9.212132499999878,-190.88119569224963,-162.2315580497497
108.15,18.40639249999948,7.796877499999557,-191.07014532112467,-161.90575662012463
108.2,16.85529999999957,6.240879999999645,-191.27549657212467,-161.57397313399966
108.25,15.223582499999663,4.604257499999738,-191.50710512849966,-161.2436606453747
108.3,13.51940249999976,2.895172499999835,-191.78198552799964,-160.9215612261247
108.35,11.716392499999863,1.0872574999999376,-192.10724759187462,-160.63912970612472
108.4,9.868304999999442,-0.7657350000004839,-192.4418750064997,-160.39354667349966
108.45,8.033812499999545,-2.6051325000003795,-192.7689758172497,-160.13403819787467
108.5,6.158069999999652,-4.485780000000273,-193.1062755439997,-159.83868641649968
108.55,4.144944999999766,-6.503810000000158,-193.46554216674966,-159.52102450637472
108.6,2.003069999999888,-8.650590000000037,-193.83282572587464,-159.20740783937472
108.65,-0.20958750000061466,-10.86815250000054,-194.1900329521247,-158.90872179699966
108.7,-2.453102500000487,-13.116572500000412,-194.5481963267497,-158.61925400562467
108.75,-4.657592500000362,-15.325967500000287,-194.91572505212466,-158.3338804906247
108.8,-6.783490000000241,-17.456770000000166,-195.29475207462463,-158.05588647974972
108.85,-8.847865000000123,-19.526050000000048,-195.6892981207496,-157.79453925724974
108.9,-10.887475000000586,-21.570565000000514,-196.10473233137472,-157.5569731609997
108.95,-12.900635000000472,-23.5886300000004,-196.5127870378747,-157.3596633629997
109.0,-14.795747500000363,-25.48864750000029,-196.89718320124967,-157.2060667073747
109.05,-16.483170000000268,-27.180975000000196,-197.26610937424965,-157.0992232556247
109.1,-17.952507500000184,-28.655217500000113,-197.61792294299963,-157.0405549719997
109.15,-19.193235000000467,-29.900850000000396,-197.9689029464997,-156.9976263616247
109.2,-20.262632500000407,-30.975152500000334,-198.33417614237467,-156.9488137612497
109.25,-21.26796250000035,-31.985387500000275,-198.69410471399965,-156.91373047087473
109.3,-22.2064975000003,-32.928827500000224,-199.03304705462463,-156.91373047087473
109.35,-23.027817500000253,-33.755052500000176,-199.35676457112461,-156.95857137799973
109.4,-23.71915500000041,-34.451295000000336,-199.66263398462468,-157.04629186224975
109.45,-24.25680000000038,-34.993845000000306,-199.96534075349965,-157.18679664012473
109.5,-24.618087500000357,-35.36003750000029,-200.23995147012462,-157.37957086249972
109.55,-24.801022500000347,-35.547877500000276,-200.47425685524962,-157.59634686074972
109.6,-24.800795000000345,-35.552555000000275,-200.69522519637462,-157.8263128032497
109.65,-24.68893250000032,-35.445597500000254,-200.88795038549966,-158.05892654124975
109.7,-24.526037500000328,-35.28760750000026,-201.05696799824966,-158.30835868399973
109.75,-24.261412500000343,-35.027887500000276,-201.21132466924965,-158.6063092276247
109.8,-23.839940000000368,-34.6113200000003,-201.34655837274966,-158.9528272053747
109.85,-23.2770400000004,-34.05332500000033,-201.48056624499964,-159.30890666687466
109.9,-22.66555500000026,-33.44674500000019,-201.62984797462468,-159.63049123699975
109.95,-22.142552500000292,-32.928647500000224,-201.81200649837467,-159.89603080237472
110.0,-21.79484250000031,-32.58584250000025,-202.02485983662467,-160.1236676654997
110.05,-21.62217000000032,-32.41807500000026,-202.22035540437466,-160.3495148149997
110.1,-21.505262500000327,-32.30607250000026,-202.35478005924966,-160.6089987739997
110.15,-21.274035000000275,-32.07975000000021,-202.43514555599967,-160.90322279062477
110.2,-20.881505000000296,-31.69212500000023,-202.48692466799966,-161.19445577899975
110.25,-20.388760000000325,-31.204285000000258,-202.53546758549965,-161.48495326862474
110.3,-19.842040000000356,-30.66247000000029,-202.60276572112465,-161.7803540832497
110.35,-19.290692500000386,-30.11602750000032,-202.68511706449965,-162.0727883862497
110.4,-18.753095000000265,-29.5833350000002,-202.76962587087468,-162.39532910474978
110.45,-18.175407500000297,-29.010552500000234,-202.86305872874968,-162.75969518549977
110.5,-17.524675000000332,-28.36472500000027,-202.96198331062467,-163.14492491412474
110.55,-16.825282500000373,-27.670237500000308,-203.05477873624966,-163.52941914399972
110.6,-16.14012750000041,-26.989987500000346,-203.14169017187464,-163.8970214192497
110.65,-15.51698250000027,-26.371747500000204,-203.23897213987468,-164.23272756537477
110.7,-14.991152500000299,-25.850822500000234,-203.34961566849967,-164.52248955624975
110.75,-14.575235000000323,-25.439810000000257,-203.44067041374967,-164.79803190462474
110.8,-14.198282500000344,-25.067762500000278,-203.48347644099968,-165.08114989012472
110.85,-13.770842500000368,-24.645227500000303,-203.4503789972497,-165.3448752252497
110.9,-13.285687500000257,-24.164977500000195,-203.34145163237466,-165.54461216912475
110.95,-12.787367500000286,-23.671562500000224,-203.18312326812466,-165.67369219974975
111.0,-12.292367500000314,-23.181467500000252,-202.97826234962469,-165.76386434649976
111.05,-11.741947500000345,-22.635952500000283,-202.7186312908747,-165.83895876887476
111.1,-11.043967500000385,-21.94287750000032,-202.38831880224973,-165.90164777899975
111.15,-10.095197500000168,-20.999012500000106,-201.97955311362463,-165.94462542262477
111.2,-8.83176000000024,-19.740480000000176,-201.53663576637464,-165.99993492862475
111.25,-7.25176000000033,-18.165385000000263,-201.10597673162468,-166.07696616437474
111.3,-5.418245000000435,-16.33677500000037,-200.6837268992497,-166.13766932787473
111.35,-3.4705900000005454,-14.394025000000479,-200.27912903687474,-166.17199260287472
111.4,-1.5462950000001079,-12.474635000000042,-199.92380959074964,-166.19736730974972
111.45,0.29378249999978756,-10.639462500000146,-199.61034002349965,-166.2563297928747
111.5,2.0512824999996875,-8.886867500000246,-199.32808011987467,-166.3436825277497
111.55,3.637962499999597,-7.305092500000336,-199.09227922062468,-166.4278481013747
111.6,4.922864999999524,-6.025095000000409,-198.91406787349968,-166.5272630157497
111.65,5.900599999999746,-5.052265000000188,-198.76895397012464,-166.64445248324972
111.7,6.611322499999705,-4.346447500000227,-198.57497843312464,-166.7961858753747
111.75,7.082469999999678,-3.880205000000254,-198.32412432612466,-166.99785963262468
111.8,7.3676099999996625,-3.59997000000027,-198.11232520274967,-167.17479611524968
111.85,7.3717849999996625,-3.60070000000027,-197.97326690574968,-167.26016300349968
111.9,6.957144999999568,-4.020245000000365,-197.84757016937465,-167.3060581254997
111.95,6.198669999999611,-4.783625000000321,-197.69000182049965,-167.3780634531247
112.0,5.315662499999661,-5.67153750000027,-197.50438645262466,-167.4721092266247
112.05,4.576004999999703,-6.4161000000002275,-197.33764888599967,-167.5626491227497
112.1,4.149614999999727,-6.847395000000203,-197.2261717921247,-167.66306921874968
112.15,4.081722499999712,-6.92019250000022,-197.12028448874966,-167.80835473849973
112.2,4.372124999999695,-6.634695000000236,-196.97421443699966,-168.01417180537473
112.25,5.023394999999658,-5.988330000000273,-196.78869713562466,-168.28841477262472
112.3,6.0427899999995995,-4.97384000000033,-196.59597194649967,-168.6070328311247
112.35,7.344429999999526,-3.677105000000404,-196.4424243241247,-168.92800448562468
112.4,8.755719999999847,-2.2707200000000842,-196.31601660562467,-169.22215495237475
112.45,10.124607499999769,-0.9067375000001616,-196.20770215637467,-169.47362197499973
112.5,11.3327899999997,0.29653999999977,-196.13474068037468,-169.68728436187473
112.55,12.361344999999643,1.3201899999997118,-196.06883999237468,-169.90104481524972
112.6,13.334489999999587,2.2884299999996567,-195.9918087566247,-170.1501337252497
112.65,14.370427499999822,3.319462499999891,-195.90161209324967,-170.43702727099978
112.7,15.520232499999757,4.464362499999826,-195.77405209337468,-170.73505136449975
112.75,16.809822499999683,5.749047499999753,-195.5829940347497,-171.04298017449975
112.8,18.2919524999996,7.226272499999669,-195.3324341272497,-171.38192251512473
112.85,20.0119924999995,8.941407499999572,-195.05973570737473,-171.7374626108747
112.9,21.946954999999942,10.871465000000011,-194.78845925174966,-172.10038221074979
112.95,24.06195499999982,12.981559999999892,-194.50710646324967,-172.48325834337476
113.0,26.299297499999692,15.213997499999763,-194.22541044199968,-172.85147353424975
113.05,28.47679749999957,17.38659249999964,-193.9749240843747,-173.16724766424974
113.1,30.476289999999455,19.381179999999528,-193.7414522644997,-173.46990539987473
113.15,32.31785249999987,21.217837499999945,-193.55436589912466,-173.7712147211248
113.2,33.95183749999978,22.84691749999985,-193.47819274524966,-174.0167732371248
113.25,35.28175999999971,24.171934999999774,-193.44298687174967,-174.22133995612478
113.3,36.36773499999965,25.253004999999714,-193.37740489987468,-174.45174719787477
113.35,37.38853499999959,26.268899999999658,-193.33410854012467,-174.70326325374975
113.4,38.40691499999983,27.282374999999888,-193.31692238599967,-174.9584077701248
113.45,39.435039999999766,28.30559499999983,-193.28411914174967,-175.2318416887498
113.5,40.5240624999997,29.389712499999767,-193.24364219387468,-175.52937544974978
113.55,41.69326249999963,30.554007499999702,-193.20137553237467,-175.85213681787477
113.6,42.938634999999564,31.794474999999633,-193.14182465024967,-176.19333468799974
113.65,44.27963249999987,33.130567499999934,-193.05596742949965,-176.5564259042498
113.7,45.71978999999979,34.56581999999985,-192.94733426412466,-176.9287108548748
113.75,47.244124999999705,36.08524999999977,-192.81455222312468,-177.31379348374978
113.8,48.90668249999961,37.74290249999967,-192.68429539449969,-177.71802359674976
113.85,50.69425999999951,39.52557499999957,-192.58566501212468,-178.10984829749972
113.9,52.488047499999915,41.314457499999975,-192.49473284999965,-178.4909592331248
113.95,54.24136749999982,43.06287249999988,-192.39362628849966,-178.88675562712478
114.0,55.97628999999972,44.79288999999978,-192.29955599837467,-179.29051992424976
114.05,57.686249999999625,46.49794499999968,-192.22911973474967,-179.67297927424974
114.1,59.273182499999535,48.07997249999959,-192.20928578512468,-180.00505695987474
114.15,60.584294999999834,49.38617999999989,-192.24635492212468,-180.2730972209998
114.2,61.61550499999978,50.41248499999983,-192.2813156293747,-180.54567305774978
114.25,62.576677499999725,51.36875249999978,-192.27550518924969,-180.87968755674976
114.3,63.68155999999966,52.46872999999972,-192.2145323428747,-181.26798186349973
114.35,65.01452749999959,53.79679249999964,-192.0988874227497,-181.6950124377497
114.4,66.56280749999993,55.34016749999999,-191.97159710574968,-182.12120944674982
114.45,68.23128249999984,57.0037374999999,-191.8606838942497,-182.5362513913748
114.5,69.90565749999973,58.673207499999805,-191.7678149187497,-182.94403641499977
114.55,71.52094999999964,60.283594999999714,-191.69012173412472,-183.33500303387476
114.6,73.03090999999955,61.78864999999963,-191.6218674501247,-183.71309842462475
114.65,74.43852749999986,63.19136249999995,-191.5548635139997,-184.08339752862483
114.7,75.77299999999978,64.52092999999986,-191.50725222824968,-184.42454636549982
114.75,76.98446499999972,65.72748999999979,-191.5121065199997,-184.72448275574982
114.8,78.01817749999965,66.75629749999973,-191.5450568639997,-185.0020354673748
114.85,78.9238224999996,67.65703749999967,-191.55258346787468,-185.2860360513748
114.9,79.82214249999981,68.55045249999988,-191.53093528799968,-185.60578187462485
114.95,80.81421249999975,69.53761749999983,-191.50178502087468,-185.94987270649983
115.0,81.9037249999997,70.62222499999976,-191.4706243904997,-186.3109045262498
115.05,83.08169499999963,71.7952899999997,-191.4401011923747,-186.69233417799978
115.1,84.31638249999956,73.02507249999962,-191.4237486034997,-187.07552902674976
115.15,85.51122499999984,74.2150099999999,-191.4308584247497,-187.45257020262486
115.2,86.59997499999977,75.29885499999983,-191.44838781162468,-187.81727951612484
115.25,87.58294499999971,76.27691999999978,-191.4657455821247,-188.1549715088748
115.3,88.46327749999966,77.15234749999972,-191.49087512274969,-188.4710398383748
115.35,89.25719499999961,77.94135999999968,-191.5286797584997,-188.78546555399979
115.4,90.01011499999979,78.68937499999984,-191.5662392279997,-189.09256079874984
115.45,90.75028999999974,79.4246449999998,-191.59806180724968,-189.40325998737484
115.5,91.4961299999997,80.16557999999976,-191.64278013124968,-189.72163287962482
115.55,92.23248749999965,80.89703249999972,-191.70578785749967,-190.0137729831248
115.6,92.88566249999961,81.54530249999969,-191.78392234137468,-190.2748014894998
115.65,93.41814499999973,82.07287999999981,-191.8634297562497,-190.52119357074986
115.7,93.9241999999997,82.57402999999978,-191.9106978092497,-190.80874906537485
115.75,94.56718749999966,83.21211249999975,-191.92766331374972,-191.15999875174984
115.8,95.42066499999962,84.0606849999997,-191.94874761124973,-191.5388786744998
115.85,96.33814749999956,84.97326249999965,-191.93908806099972,-191.8778945649998
115.9,97.12410499999974,85.75431499999982,-191.8222908594997,-192.10629144349986
115.95,97.8105399999997,86.43584499999979,-191.5946785129997,-192.26344300974984
116.0,98.61320499999965,87.23360499999974,-191.31724838449972,-192.43817299612482
116.05,99.6767399999996,88.29223499999968,-190.97475113324975,-192.5970162094998
116.1,100.99080249999952,89.6013924999996,-190.52185551962478,-192.7108223827498
116.15,102.36078249999983,90.96646749999992,-190.07413291387468,-192.79925384912482
116.2,103.56291249999975,92.16369249999985,-189.6896386839997,-192.85630403549982
116.25,104.5303349999997,93.1262099999998,-189.29305775799972,-192.92320990512482
116.3,105.35252249999965,93.94349249999975,-188.89824202899973,-193.0419929532498
116.35,106.2610174999996,94.8470824999997,-188.54434454712475,-193.2300354669998
116.4,107.37298999999985,95.95414999999996,-188.23933321549967,-193.45392128649985
116.45,108.60750249999977,97.18375749999988,-187.97538723074967,-193.66280293149984
116.5,109.8540049999997,98.42535499999981,-187.71475099037468,-193.86849741524983
116.55,111.06361249999964,99.63005749999974,-187.4527173023747,-194.10098857012483
116.6,112.26966749999957,100.83120749999966,-187.20556520574974,-194.33232744362482
116.65,113.51548749999985,102.07212249999995,-186.9565498456247,-194.53809547724987
116.7,114.76652249999978,103.31825249999987,-186.68944121624972,-194.73633690699987
116.75,116.00826249999972,104.5550874999998,-186.42051835662474,-194.93747129849984
116.8,117.29959249999965,105.84151249999972,-186.16480995787475,-195.16042548624984
116.85,118.65219249999957,107.18920749999964,-185.91199452087477,-195.39178887637482
116.9,120.01664749999988,108.54875749999995,-185.66935348324972,-195.60903069049988
116.95,121.3759649999998,109.90316999999988,-185.45348460012474,-195.83021968124987
117.0,122.72522249999972,111.2475224999998,-185.26107812712476,-196.05908237562485
117.05,124.04666749999964,112.56406249999972,-185.09098178287476,-196.29993369962483
117.1,125.33598499999957,113.84847499999965,-184.93946904037477,-196.53284163712482
117.15,126.55326999999984,115.06085499999993,-184.79874361287474,-196.71563759312485
117.2,127.62363999999978,116.12631999999988,-184.67983798162476,-196.84748800237486
117.25,128.50267249999973,117.00044749999982,-184.62577882349976,-196.93631173474986
117.3,129.13107999999968,117.62394999999978,-184.70702691874976,-196.95185527499987
117.35,129.33103499999967,117.81899999999978,-184.91367755087475,-196.86114376249986
117.4,128.9917024999996,117.4747624999997,-185.1387401683748,-196.68930673787483
117.45,128.21055999999965,116.68871499999975,-185.3435520536248,-196.48147930774985
117.5,127.1126899999997,115.58593999999981,-185.58425627787477,-196.24663455687485
117.55,125.72313999999979,114.19148499999989,-185.89140055587475,-195.97320063824986
117.6,124.04122499999988,112.50466499999999,-186.21448064012475,-195.68209023299988
117.65,122.14915249999946,110.60768749999956,-186.51824162387481,-195.40495430399983
117.7,120.14305749999957,108.59668749999967,-186.8198206279998,-195.12955905537484
117.75,118.08868249999969,106.53740749999979,-187.1249300261248,-194.84607332049987
117.8,116.02918999999982,104.4730099999999,-187.42158118862477,-194.5665102456249
117.85,113.95621999999993,102.39513500000002,-187.69410799212474,-194.2914091964999
117.9,111.86074999999946,100.29475999999954,-187.9658012303748,-194.00767829537483
117.95,109.76199999999957,98.19110499999967,-188.25693615224978,-193.71745048862485
118.0,107.6526649999997,96.07686499999978,-188.54677169299976,-193.44139329112485
118.05,105.51489249999982,93.93418749999991,-188.83430267099973,-193.17823183837487
118.1,103.39684499999994,91.81123500000002,-189.11849938799972,-192.92389637062487
118.15,101.36688249999948,89.77636749999957,-189.3838183037498,-192.7117294978748
118.2,99.51418749999958,87.91876749999967,-189.62439994487477,-192.57904552337482
118.25,97.95680499999966,86.35647999999976,-189.82722598349974,-192.53687692837482
118.3,96.75498749999973,85.14975749999984,-189.98832472637474,-192.5654633131248
118.35,95.88037749999978,84.27024249999988,-190.13895487037473,-192.6428622982498
118.4,95.28334249999965,83.66830249999974,-190.26560775512476,-192.78140574612485
118.45,95.00016249999966,83.38021749999976,-190.31255709199976,-193.01769697787483
118.5,95.16904749999965,83.54419749999975,-190.25486947337475,-193.37875331424982
118.55,95.8837449999996,84.25398999999972,-190.13684644062477,-193.8050974229998
118.6,97.02081499999954,85.38615499999965,-190.03547019624978,-194.20408097824978
118.65,98.36354999999985,86.72398499999996,-189.93318683674974,-194.57558139687487
118.7,99.82739749999976,88.18292749999988,-189.78733743462476,-194.96429248624983
118.75,101.44721999999967,89.79784499999978,-189.61979081937477,-195.3874739503748
118.8,103.23315749999958,91.57887749999968,-189.4669051458748,-195.8154361563748
118.85,105.10104999999947,93.44186499999957,-189.3277978156248,-196.2228289139998
118.9,106.9666749999999,95.302585,-189.17579474062475,-196.6352230631249
118.95,108.82753249999979,97.1585374999999,-189.01881479074976,-197.06198395449988
119.0,110.68147749999969,99.00757749999978,-188.88147265749976,-197.49325590487484
119.05,112.48897749999958,100.81017249999968,-188.76913748174977,-197.90383582374983
119.1,114.22307749999948,102.53936749999959,-188.6567777893748,-198.2919830307498
119.15,115.91045999999986,104.22184499999997,-188.52576094537474,-198.67603596137488
119.2,117.60967999999976,105.91615999999988,-188.37559661724976,-199.06739484624987
119.25,119.36444749999966,107.66602249999978,-188.20890808387477,-199.48292712337485
119.3,121.18983999999955,109.48650999999968,-188.03927755549978,-199.89517417274982
119.35,123.03147999999945,111.32324499999957,-187.8732754876248,-200.2855523926248
119.4,124.79757249999984,113.08443249999998,-187.72002206474977,-200.67904422387488
119.45,126.44507249999975,114.72702749999988,-187.63215448074976,-201.04828911299987
119.5,127.85680999999967,116.1338599999998,-187.65007613362476,-201.31824167087484
119.55,128.8448274999996,117.11697249999975,-187.74399932399976,-201.47733005049983
119.6,129.34348749999958,117.61072749999973,-187.91333565287474,-201.54109779212482
119.65,129.31140999999957,117.57374499999972,-188.15389277737478,-201.52045479387482
119.7,128.8365124999996,117.09394249999974,-188.41783876212477,-201.44170739437482
119.75,128.10379749999964,116.35632249999978,-188.69320949412474,-201.32743540524982
119.8,127.1471674999997,115.39478749999984,-188.98250566912472,-201.17072513824982
119.85,125.94214749999976,114.18486249999991,-189.2937932567497,-200.95622918612483
119.9,124.49884499999943,112.73665499999957,-189.62493931062477,-200.71211715099977
119.95,122.90530999999953,111.13821499999966,-189.96768172812475,-200.46920643049978
120.0,121.27648249999963,109.50448249999975,-190.29154634437472,-200.23916693812478
120.05,119.65960749999972,107.88270249999985,-190.5947434457497,-200.0100835941248
120.1,118.03155999999981,106.24974999999995,-190.9197603433747,-199.77514077674982
120.15,116.37171499999944,104.58499999999957,-191.24717987024977,-199.55618279887477
120.2,114.71597249999954,102.92435249999966,-191.53527473062476,-199.3438933429998
120.25,113.12948749999963,101.33296249999975,-191.78299070962476,-199.10831309337482
120.3,111.61473999999971,99.81330999999984,-192.01322633499973,-198.83845860199983
120.35,110.0690949999998,98.26275999999993,-192.2209066653747,-198.52935299399985
120.4,108.41897749999943,96.60773749999956,-192.36523603674974,-198.16363849887477
120.45,106.66620249999953,94.85005749999966,-192.45722241374972,-197.7553876593748
120.5,104.86268499999963,93.04163499999977,-192.55511729737472,-197.34500387349982
120.55,103.09850499999973,91.27254999999987,-192.67784752212472,-196.95031072762484
120.6,101.39330999999983,89.56244999999997,-192.82136784487471,-196.56694426249987
120.65,99.70549749999944,87.86973249999959,-192.99094933999976,-196.19235474912477
120.7,97.98623999999954,86.14556999999968,-193.18159061599974,-195.8393153491248
120.75,96.20987249999965,84.36429749999978,-193.37676746762472,-195.5143965179998
120.8,94.41662999999976,82.56614999999988,-193.5728269177497,-195.20916453674982
120.85,92.65162999999986,80.79624499999998,-193.80237607762467,-194.92222195774985
120.9,90.89186499999946,79.03157499999958,-194.08973543924975,-194.6781099226248
120.95,89.11834999999955,77.25315499999968,-194.39707585024973,-194.4714592904998
121.0,87.30635749999965,75.43625749999978,-194.71503195987472,-194.2387720026248
121.05,85.40076999999975,73.5257649999999,-195.0518168374997,-193.97404148587484
121.1,83.40900999999987,71.5291,-195.38651780199967,-193.71681305637486
121.15,81.3582674999994,69.47345249999954,-195.71700190699974,-193.4550980844998
121.2,79.26779999999953,67.37807999999966,-196.04157750537473,-193.19019595137482
121.25,77.17990999999964,65.28528499999977,-196.3625246432497,-192.93765019724984
121.3,75.13268249999976,63.23315249999989,-196.69675979187468,-192.69741178887486
121.35,73.17518249999988,61.2707475,-197.03300530374966,-192.49630191399987
121.4,71.38326999999947,59.47392999999959,-197.34806845162473,-192.34704470099985
121.45,69.80229499999956,57.88804999999968,-197.6553353127497,-192.22188733037484
121.5,68.39352749999964,56.47437749999976,-197.9697119951247,-192.10170683462485
121.55,67.04173249999971,55.117677499999836,-198.28803585412467,-191.97743206249984
121.6,65.65458499999978,53.725624999999916,-198.62013805637466,-191.83906023099985
121.65,64.21798249999945,52.28411749999959,-198.96981867874973,-191.7017426143748
121.7,62.72608749999954,50.78731749999967,-199.3288646518747,-191.57734525912483
121.75,61.213489999999624,49.26981499999976,-199.69185780162468,-191.45763057924984
121.8,59.78135999999971,47.83277999999984,-200.03401182012465,-191.35848534774985
121.85,58.482532499999785,46.52904749999992,-200.34167094724964,-191.28133152887486
121.9,57.30495499999952,45.34656499999965,-200.6513894708747,-191.19567044112483
121.95,56.16862749999958,44.20533249999971,-200.99393575537468,-191.08738050849985
122.0,54.931909999999654,42.963709999999786,-201.35550694087465,-190.95457395087485
122.05,53.55534749999973,41.582242499999865,-201.70727147637461,-190.81370142362485
122.1,52.14972249999981,40.17171249999994,-202.0338819546246,-190.68033098362486
122.15,50.792494999999505,38.809579999999634,-202.3692693846247,-190.52857307487483
122.2,49.435969999999585,37.448149999999714,-202.73415031449966,-190.34487000374983
122.25,48.006514999999666,36.013789999999794,-203.10508685074964,-190.13380637912485
122.3,46.468154999999754,34.47052499999988,-203.4584694834996,-189.88194709049986
122.35,44.79518749999985,32.792652499999974,-203.78370703074958,-189.56980142099988
122.4,42.99427749999944,30.986837499999563,-204.05601318462465,-189.1814335643748
122.45,41.02047499999955,29.008129999999674,-204.28137000162462,-188.71978551562484
122.5,38.804379999999675,26.7871299999998,-204.4922374932496,-188.22884009999987
