"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","2:38 PM"
"Sample Rate","20"
"Duration","124"
"Segment","Session"
"Beacon Markers","124"
"Segment Times","2:04.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"37.0625","13.2400","2.0707","59.5312","2.5625","-0.1673","-0.1265","-2.9654","0.6701","0.3317","0.1404","0.0000","3872.1345","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.2039","0.0000","70.5500","0.0000","0.0000","0.0000","0.0000","12.9712","0.0000","0.0000","3.1135","10.1058","0.0000","507.0000","0.0000","0.0000","23.2500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8550","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9901","0.0000","0.0000","0.0000","14.5069","14.5069","12.6667","0.0000","0.0000","2.0000","0.0000","0.0000","2.5179","0.0000","0.0000","14.5069","0.0000","14.5069","0.0000","0.0000","3.0524","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.8977","59.5312","2.6832","-0.1935","-0.1544","-2.9624","0.7135","0.2754","0.0852","0.0000","3597.6155","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.1698","0.0000","70.5295","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.1615","9.4849","0.0000","507.0566","0.0000","0.0000","23.2295","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8369","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.3086","14.3086","14.8558","0.0000","0.0000","2.0000","0.0000","0.0000","2.5066","0.0000","0.0000","14.3086","0.0000","14.3086","0.0000","0.0000","3.1019","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.7154","59.5350","2.5766","-0.1644","-0.1476","-2.9180","0.7010","0.4347","0.0555","0.0000","3365.0476","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.4151","0.0000","70.5057","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.2000","9.1075","0.0000","508.4717","0.0000","0.0000","23.2057","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8265","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.1657","14.1657","19.1827","0.0000","0.0000","2.0000","0.0000","0.0000","2.4856","0.0000","0.0000","14.1657","0.0000","14.1657","0.0000","0.0000","3.1971","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.6648","59.5412","2.5410","-0.1935","-0.1538","-2.9496","0.7044","0.3833","0.0379","0.0000","3300.2856","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","498.6604","0.0000","70.4819","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.2000","8.7302","0.0000","509.8868","0.0000","0.0000","23.1819","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8177","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0743","14.0743","18.2642","0.0000","0.0000","2.0000","0.0000","0.0000","2.4647","0.0000","0.0000","14.0743","0.0000","14.0743","0.0000","0.0000","3.2924","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.6109","59.5475","2.5152","-0.1995","-0.1587","-2.9670","0.7558","0.3762","0.0651","0.0000","3239.0476","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","497.6857","0.0000","70.4581","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.1905","8.5248","0.0000","510.0000","0.0000","0.0000","23.1581","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8140","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0267","14.0267","13.5472","0.0000","0.0000","2.0000","0.0000","0.0000","2.4561","0.0000","0.0000","14.0267","0.0000","14.0267","0.0000","0.0000","3.1698","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.5752","59.5537","2.5684","-0.1216","-0.1282","-2.9215","0.7142","0.3992","0.0807","0.0000","3209.5239","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.2571","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0952","8.3343","0.0000","510.0000","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8125","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9792","13.9792","10.1321","0.0000","0.0000","2.0000","0.0000","0.0000","2.4485","0.0000","0.0000","13.9792","0.0000","13.9792","0.0000","0.0000","3.0283","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.5934","59.5599","2.6156","-0.1583","-0.1171","-2.9377","0.7044","0.3562","0.0914","0.0000","3180.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.6168","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0000","8.3383","0.0000","509.2336","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.8048","0.0000","0.0000","0.0000","0.0000","0.8129","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9321","13.9321","8.2453","0.0000","0.0000","2.0000","0.0000","0.0000","2.4425","0.0000","0.0000","13.9321","0.0000","13.9321","0.0000","0.0000","2.9626","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.5582","59.5661","2.5211","-0.2606","-0.1616","-2.9887","0.7658","0.3993","0.1032","0.0000","3139.8130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.1495","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0000","8.3850","0.0000","508.2991","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.5667","0.0000","0.0000","0.0000","0.0000","0.8143","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9000","13.9000","7.9714","0.0000","0.0000","2.0000","0.0000","0.0000","2.4369","0.0000","0.0000","13.9000","0.0000","13.9000","0.0000","0.0000","2.9159","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.5346","59.5724","2.4836","-0.2673","-0.1912","-2.9896","0.7523","0.3982","0.0886","0.0000","3099.6262","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.3495","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0000","8.4660","0.0000","507.6699","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.3286","0.0000","0.0000","0.0000","0.0000","0.8270","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9000","13.9000","10.8286","0.0000","0.0000","2.0000","0.0000","0.0000","2.4334","0.0000","0.0000","13.9000","0.0000","13.9000","0.0000","0.0000","2.9000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.5240","59.5786","2.5781","-0.1674","-0.1623","-2.9327","0.7628","0.3890","0.0837","0.0000","3111.8811","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.9223","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0000","8.5631","0.0000","507.1845","0.0000","0.0000","23.1294","0.0000","0.0000","0.0000","0.0905","0.0000","0.0000","0.0000","0.0000","0.8529","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9110","13.9110","13.6000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4309","0.0000","0.0000","13.9110","0.0000","13.9110","0.0000","0.0000","2.9000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.5086","59.5848","2.5731","-0.0770","-0.1154","-2.8935","0.7634","0.4012","0.0717","0.0000","3132.6733","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.6078","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0000","8.5696","0.0000","509.1274","0.0000","0.0000","23.0804","0.0000","0.0000","0.0000","0.1498","0.0000","0.0000","0.0000","0.0000","0.8828","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9610","13.9610","16.1000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4291","0.0000","0.0000","13.9610","0.0000","13.9610","0.0000","0.0000","2.9912","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0625","13.2400","1.5255","59.5911","2.5179","-0.1310","-0.1136","-2.9352","0.7610","0.3745","0.0442","0.0000","3176.8000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.5882","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.1200","8.5206","0.0000","512.5588","0.0000","0.0000","23.0314","0.0000","0.0000","0.0000","0.3913","0.0000","0.0000","0.0000","0.0000","0.9181","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0000","14.0000","17.6604","0.0000","0.0000","2.0000","0.0000","0.0000","2.4276","0.0000","0.0000","14.0000","0.0000","14.0000","0.0000","0.0000","3.1382","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0606","13.2402","1.5592","59.5973","2.5941","-0.2411","-0.1603","-2.9871","0.7893","0.3474","0.0496","0.0000","3225.3713","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.5524","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.2629","8.5552","0.0000","511.5143","0.0000","0.0000","22.9824","0.0000","0.0000","0.0000","0.6329","0.0000","0.0000","0.0000","0.0000","0.9481","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0000","14.0000","16.2453","0.0000","0.0000","2.0000","0.0000","0.0000","2.4270","0.0000","0.0000","14.0000","0.0000","14.0000","0.0000","0.0000","3.1726","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0562","13.2405","1.5506","59.6035","2.5785","-0.2132","-0.1680","-2.9635","0.7253","0.3743","0.0991","0.0000","3227.6826","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.5048","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.1933","8.6505","0.0000","507.2286","0.0000","0.0000","22.9500","0.0000","0.0000","0.0000","0.8744","0.0000","0.0000","0.0000","0.0000","0.9696","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0049","14.0049","14.1262","0.0000","0.0000","2.0000","0.0000","0.0000","2.4270","0.0000","0.0000","14.0049","0.0000","14.0049","0.0000","0.0000","3.1255","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0517","13.2409","1.5549","59.6098","2.5282","-0.1308","-0.1262","-2.9168","0.7005","0.4012","0.0750","0.0000","3213.7405","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.2941","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0490","8.7471","0.0000","505.0000","0.0000","0.0000","22.9500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9875","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0534","14.0534","6.8447","0.0000","0.0000","2.0000","0.0000","0.0000","2.4268","0.0000","0.0000","14.0534","0.0000","14.0534","0.0000","0.0000","3.1225","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0472","13.2413","1.6227","59.6160","2.5393","-0.1728","-0.1349","-2.9512","0.7480","0.3816","0.0620","0.0000","3239.7788","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.8235","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","3.0635","8.8451","0.0000","505.0000","0.0000","0.0000","22.9500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9963","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.1000","14.1000","0.0288","0.0000","0.0000","2.0000","0.0000","0.0000","2.4263","0.0000","0.0000","14.1000","0.0000","14.1000","0.0000","0.0000","3.1716","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0428","13.2417","1.6224","59.6222","2.5123","-0.1852","-0.1505","-2.9574","0.7731","0.3362","0.0578","0.0000","3286.4136","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6227","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0410","0.0000","0.0000","3.1596","8.9208","0.0000","506.2453","0.0000","0.0000","22.9500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0029","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.1000","14.1000","0.5096","0.0000","0.0000","2.0000","0.0000","0.0000","2.4262","0.0000","0.0000","14.1000","0.0000","14.1000","0.0000","0.0000","3.2198","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.0383","13.2421","1.6312","59.6285","2.5763","-0.1654","-0.1406","-2.9391","0.7760","0.3563","0.0516","0.0000","3287.9805","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0378","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","13.0886","0.0000","0.0000","3.2282","8.9679","0.0000","509.0755","0.0000","0.0000","22.9461","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0024","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.1000","14.1000","0.9904","0.0000","0.0000","2.0000","0.0000","0.0000","2.4267","0.0000","0.0000","14.1000","0.0000","14.1000","0.0000","0.0000","3.2670","0.0000","0.0000","0.0000","0.0000","0.0000"
