"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:41 PM"
"Sample Rate","20"
"Duration","22"
"Segment","Session"
"Beacon Markers","22"
"Segment Times","0:22.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.2006","13.0443","1.4768","61.8091","0.1235","-0.2053","-0.2402","-2.9629","0.3610","0.2450","0.0495","0.0000","2990.1924","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.5243","0.0000","70.4862","0.0000","0.0000","0.0000","0.0000","12.9932","0.0000","0.0000","1.4000","7.9175","0.0000","506.1553","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9009","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","5.3641","5.3641","19.5146","0.0000","0.0000","2.0000","0.0000","0.0000","2.5065","0.0000","0.0000","5.3641","0.0000","5.3641","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2051","13.0366","1.2840","61.8169","0.0932","-0.1790","-0.2141","-2.9512","0.3193","0.2203","0.0297","0.0000","2676.7307","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.5825","0.0000","70.4624","0.0000","0.0000","0.0000","0.0000","12.9447","0.0000","0.0000","1.4000","7.3824","0.0000","503.7281","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9370","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","6.1893","6.1893","15.1456","0.0000","0.0000","2.0000","0.0000","0.0000","2.4700","0.0000","0.0000","6.1893","0.0000","6.1893","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2096","13.0290","1.1261","61.8247","0.0801","-0.1593","-0.1993","-2.9521","0.2958","0.2125","0.0381","0.0000","2403.9805","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.3398","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","6.9412","0.0000","504.0194","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9919","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9997","0.0000","0.0000","0.0000","7.0549","7.0549","11.1683","0.0000","0.0000","2.0000","0.0000","0.0000","2.4317","0.0000","0.0000","7.0549","0.0000","7.0549","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2140","13.0214","1.0139","61.8325","0.1068","-0.1584","-0.1996","-2.9551","0.2959","0.2161","0.0574","0.0000","2171.9417","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.8253","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","6.4699","0.0000","505.4757","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","0.1594","0.0000","0.0000","0.0000","0.0000","1.0657","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9992","0.0000","0.0000","0.0000","8.0353","8.0353","8.1980","0.0000","0.0000","2.0000","0.0000","0.0000","2.3914","0.0000","0.0000","8.0353","0.0000","8.0353","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2185","13.0138","0.9216","61.8403","0.0982","-0.1567","-0.2007","-2.9512","0.2924","0.2011","0.0610","0.0000","2053.8628","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.6863","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3784","5.9845","0.0000","506.6274","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","0.4010","0.0000","0.0000","0.0000","0.0000","1.1130","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9937","0.0000","0.0000","0.0000","8.9525","8.9525","7.4020","0.0000","0.0000","2.0000","0.0000","0.0000","2.3559","0.0000","0.0000","8.9525","0.0000","8.9525","0.0000","0.0000","1.3794","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2229","13.0062","0.8991","61.8464","0.1236","-0.1471","-0.1968","-2.9434","0.2898","0.2145","0.0428","0.0000","2080.8235","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.1961","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3294","5.9788","0.0000","507.6078","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","0.6425","0.0000","0.0000","0.0000","0.0000","1.1268","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9853","0.0000","0.0000","0.0000","9.6455","9.6455","12.7941","0.0000","0.0000","2.0000","0.0000","0.0000","2.3269","0.0000","0.0000","9.6455","0.0000","9.6455","0.0000","0.0000","1.3304","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2274","12.9986","0.9045","61.8511","0.1086","-0.1431","-0.1946","-2.9443","0.2993","0.2250","0.0148","0.0000","2123.2263","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.7143","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3189","6.2673","0.0000","506.8571","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","0.8841","0.0000","0.0000","0.0000","0.0000","1.1203","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9797","0.0000","0.0000","0.0000","10.3415","10.3415","16.8962","0.0000","0.0000","2.0000","0.0000","0.0000","2.3033","0.0000","0.0000","10.3415","0.0000","10.3415","0.0000","0.0000","1.3179","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2319","12.9909","0.9097","61.8558","0.0684","-0.1469","-0.1957","-2.9548","0.2859","0.1985","0.0230","0.0000","2188.7925","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.2381","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3660","6.5286","0.0000","504.9524","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0835","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9760","0.0000","0.0000","0.0000","11.0491","11.0491","16.4245","0.0000","0.0000","2.0000","0.0000","0.0000","2.2882","0.0000","0.0000","11.0491","0.0000","11.0491","0.0000","0.0000","1.3651","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2363","12.9833","0.9632","61.8604","0.0748","-0.1476","-0.1950","-2.9562","0.2908","0.1802","0.0579","0.0000","2268.8462","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.2404","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","6.7667","0.0000","504.4808","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0403","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9740","0.0000","0.0000","0.0000","11.7717","11.7717","16.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2770","0.0000","0.0000","11.7717","0.0000","11.7717","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2408","12.9757","1.0321","61.8651","0.0958","-0.1478","-0.1963","-2.9494","0.2974","0.1598","0.0644","0.0000","2386.1538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.7212","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","7.1373","0.0000","505.4423","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9807","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9740","0.0000","0.0000","0.0000","12.6679","12.6679","16.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2770","0.0000","0.0000","12.6679","0.0000","12.6679","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2453","12.9681","1.0828","61.8698","0.0581","-0.1537","-0.1977","-2.9405","0.2977","0.1506","0.0673","0.0000","2516.3367","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.7647","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","7.6765","0.0000","507.4412","0.0000","0.0000","22.7548","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9338","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9752","0.0000","0.0000","0.0000","13.5642","13.5642","16.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2803","0.0000","0.0000","13.5642","0.0000","13.5642","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2497","12.9605","1.1611","61.8745","0.1476","-0.1420","-0.1910","-2.9473","0.3018","0.1923","0.0526","0.0000","2698.0198","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.8235","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.0583","0.0000","510.8726","0.0000","0.0000","22.7788","0.0000","0.0000","0.0000","0.9095","0.0000","0.0000","0.0000","0.0000","0.9378","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9782","0.0000","0.0000","0.0000","13.6000","13.6000","11.6337","0.0000","0.0000","2.0000","0.0000","0.0000","2.2986","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2563","12.9686","1.2563","61.8792","0.2253","-0.2006","-0.2444","-2.9609","0.2878","0.2036","0.0396","0.0000","2875.0093","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0755","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.2039","0.0000","510.8491","0.0000","0.0000","22.8029","0.0000","0.0000","0.0000","0.6714","0.0000","0.0000","0.0000","0.0000","0.9489","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9822","0.0000","0.0000","0.0000","13.6000","13.6000","7.1782","0.0000","0.0000","2.0000","0.0000","0.0000","2.3177","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2630","12.9777","1.3299","61.8839","0.2455","-0.2452","-0.2812","-2.9609","0.2908","0.2272","0.0608","0.0000","3030.6169","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.9057","0.0000","70.4500","0.0000","0.0000","0.0000","0.0000","12.9346","0.0000","0.0000","1.4000","8.3477","0.0000","505.1887","0.0000","0.0000","22.8269","0.0000","0.0000","0.0000","0.4333","0.0000","0.0000","0.0000","0.0000","0.9928","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9878","0.0000","0.0000","0.0000","13.5557","13.5557","3.8302","0.0000","0.0000","2.0000","0.0000","0.0000","2.3406","0.0000","0.0000","13.5557","0.0000","13.5557","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2697","12.9869","1.4345","61.8886","0.1630","-0.2225","-0.2623","-2.9648","0.2916","0.2078","0.0532","0.0000","3180.2329","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.3810","0.0000","70.4491","0.0000","0.0000","0.0000","0.0000","12.9813","0.0000","0.0000","1.4000","8.4879","0.0000","501.4952","0.0000","0.0000","22.8510","0.0000","0.0000","0.0000","0.1952","0.0000","0.0000","0.0000","0.0000","1.0367","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9930","0.0000","0.0000","0.0000","13.5085","13.5085","0.5283","0.0000","0.0000","2.0000","0.0000","0.0000","2.3633","0.0000","0.0000","13.5085","0.0000","13.5085","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2764","12.9960","1.4557","61.8932","0.0710","-0.1334","-0.1937","-2.9395","0.2664","0.2010","0.0205","0.0000","3186.0583","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0000","0.0000","70.4251","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.6000","0.0000","503.4000","0.0000","0.0000","22.8749","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0790","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9968","0.0000","0.0000","0.0000","13.5394","13.5394","3.2308","0.0000","0.0000","2.0000","0.0000","0.0000","2.3797","0.0000","0.0000","13.5394","0.0000","13.5394","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2831","13.0052","1.4286","61.8979","0.1901","-0.1267","-0.1738","-2.9334","0.2628","0.2047","0.0268","0.0000","3191.8835","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","70.4012","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.6000","0.0000","504.6190","0.0000","0.0000","22.8988","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1213","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5875","13.5875","7.0769","0.0000","0.0000","2.0000","0.0000","0.0000","2.3960","0.0000","0.0000","13.5875","0.0000","13.5875","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2898","13.0143","1.4748","61.9026","0.1831","-0.1781","-0.2132","-2.9570","0.2340","0.1924","0.0374","0.0000","3198.0667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","70.3773","0.0000","0.0000","0.0000","0.0000","12.9736","0.0000","0.0000","1.4467","8.5934","0.0000","502.2381","0.0000","0.0000","22.9227","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1253","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","12.0192","0.0000","0.0000","2.0000","0.0000","0.0000","2.4037","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4448","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2965","13.0235","1.4700","61.9073","0.0919","-0.1621","-0.2115","-2.9541","0.2775","0.1788","0.0191","0.0000","3204.2571","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.2019","0.0000","70.3534","0.0000","0.0000","0.0000","0.0000","12.9264","0.0000","0.0000","1.4943","8.5462","0.0000","500.1442","0.0000","0.0000","22.9467","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1277","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","17.3077","0.0000","0.0000","2.0000","0.0000","0.0000","2.4109","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4924","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3032","13.0326","1.4356","61.9120","0.2083","-0.1168","-0.1729","-2.9327","0.3063","0.1895","0.0222","0.0000","3184.4666","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.5673","0.0000","70.3500","0.0000","0.0000","0.0000","0.0000","12.9212","0.0000","0.0000","1.4581","8.5010","0.0000","502.5481","0.0000","0.0000","22.9704","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1239","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","18.0286","0.0000","0.0000","2.0000","0.0000","0.0000","2.4152","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4596","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3099","13.0417","1.4747","61.9167","0.1853","-0.1597","-0.1940","-2.9468","0.2918","0.1808","0.0318","0.0000","3161.1333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.9327","0.0000","70.3500","0.0000","0.0000","0.0000","0.0000","12.9692","0.0000","0.0000","1.4105","8.5490","0.0000","504.9519","0.0000","0.0000","22.9941","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1191","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","16.6000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4191","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4115","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3166","13.0509","1.4701","61.9214","0.0662","-0.2056","-0.2352","-2.9636","0.2874","0.1819","0.0432","0.0000","3138.8691","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.7315","0.0000","70.3500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4364","8.5971","0.0000","497.7408","0.0000","0.0000","23.0178","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","14.1376","0.0000","0.0000","2.0000","0.0000","0.0000","2.4211","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4355","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3233","13.0600","1.4109","61.9261","0.0603","-0.1855","-0.2297","-2.9669","0.2975","0.2044","0.0522","0.0000","3116.9065","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.4167","0.0000","70.3500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4832","8.3883","0.0000","490.3333","0.0000","0.0000","23.0415","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0997","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","10.9266","0.0000","0.0000","2.0000","0.0000","0.0000","2.4225","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4822","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3300","13.0692","1.4014","61.9308","0.1473","-0.1208","-0.1914","-2.9451","0.3120","0.2089","0.0609","0.0000","3115.7522","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.1495","0.0000","70.3349","0.0000","0.0000","0.0000","0.0000","12.9924","0.0000","0.0000","1.4706","8.1631","0.0000","493.2150","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0843","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.9346","0.0000","0.0000","2.0000","0.0000","0.0000","2.4227","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4716","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3367","13.0783","1.4329","61.9354","0.1982","-0.0707","-0.1539","-2.9225","0.3192","0.2335","0.0444","0.0000","3126.3027","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.5514","0.0000","70.3113","0.0000","0.0000","0.0000","0.0000","12.9448","0.0000","0.0000","1.4248","8.1699","0.0000","498.3551","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0659","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","12.2710","0.0000","0.0000","2.0000","0.0000","0.0000","2.4223","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4257","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3433","13.0875","1.4541","61.9445","0.1148","-0.0736","-0.1361","-2.9252","0.3034","0.2071","0.0539","0.0000","3117.4854","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.3301","0.0000","70.2877","0.0000","0.0000","0.0000","0.0000","12.9029","0.0000","0.0000","1.4000","8.2670","0.0000","500.9903","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0506","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5884","13.5884","13.3689","0.0000","0.0000","2.0000","0.0000","0.0000","2.4224","0.0000","0.0000","13.5884","0.0000","13.5884","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3363","13.0874","1.4339","61.9570","0.0443","-0.1264","-0.1545","-2.9350","0.2797","0.1986","0.0511","0.0000","3085.9321","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.8155","0.0000","70.2642","0.0000","0.0000","0.0000","0.0000","12.9510","0.0000","0.0000","1.4000","8.3000","0.0000","502.4466","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0390","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5398","13.5398","10.9417","0.0000","0.0000","2.0000","0.0000","0.0000","2.4234","0.0000","0.0000","13.5398","0.0000","13.5398","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3283","13.0867","1.3893","61.9695","0.0467","-0.1933","-0.2015","-2.9404","0.2635","0.1932","0.0362","0.0000","3054.3076","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.1143","0.0000","70.2500","0.0000","0.0000","0.0000","0.0000","12.9990","0.0000","0.0000","1.4000","8.3000","0.0000","502.7048","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0322","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5087","13.5087","9.3846","0.0000","0.0000","2.0000","0.0000","0.0000","2.4233","0.0000","0.0000","13.5087","0.0000","13.5087","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3204","13.0860","1.3615","61.9820","0.0648","-0.2319","-0.2384","-2.9453","0.2585","0.2072","0.0593","0.0000","3022.5769","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6857","0.0000","70.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.4000","8.1606","0.0000","502.2286","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.1388","0.0000","0.0000","0.0000","0.0000","1.0327","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5567","13.5567","11.3077","0.0000","0.0000","2.0000","0.0000","0.0000","2.4213","0.0000","0.0000","13.5567","0.0000","13.5567","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3124","13.0853","1.3429","61.9945","0.0770","-0.2433","-0.2521","-2.9492","0.2600","0.2012","0.0717","0.0000","2988.6572","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.2571","0.0000","70.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.3543","7.9202","0.0000","502.9905","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.3780","0.0000","0.0000","0.0000","0.0000","1.0301","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","13.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4193","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3575","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3044","13.0846","1.3379","62.0070","0.0801","-0.2388","-0.2468","-2.9512","0.2666","0.1593","0.0706","0.0000","2950.0857","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.8286","0.0000","70.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","1.2114","7.9190","0.0000","504.8952","0.0000","0.0000","23.0500","0.0000","0.0000","0.0000","0.6172","0.0000","0.0000","0.0000","0.0000","1.0212","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","13.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4169","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.2160","0.0000","0.0000","0.0000","0.0000","0.0000"
