"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
"s","C","V","bar","C","bar","g","g","g","deg/s","deg/s","deg/s","#","rpm","gear","km/h","gear","km/h","km/h","km/h","km/h","#","#","#","C","%","%","deg","#","V","#","#","%","%","#","#","%","%","C","%","#","#","#","#","#","#","%","lambda","km/h","km/h","#","#","#","#","#","#","#","#","#","%","%","deg","deg","#","#","#","#","deg/s","deg/s","bar","deg","deg","deg","deg","deg","%","%","%","ms","km/h","km/h","km/h","#"

,"35.1292","13.1435","1.4251","69.1931","0.4737","-0.1381","-0.2161","-2.9551","1.9736","-0.9287","5.4746","0.0000","3158.8076","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.0577","0.0000","76.7279","0.0000","0.0000","0.0000","0.0000","13.0776","0.0000","0.0000","5.2000","9.2114","0.0000","503.9712","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9589","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6000","14.6000","7.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3490","0.0000","0.0000","14.6000","0.0000","14.6000","0.0000","0.0000","5.1217","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1264","13.1384","1.4129","69.1994","0.5346","-0.1390","-0.1997","-2.9401","1.7943","-0.2508","5.3152","0.0000","3193.9038","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0192","0.0000","76.7039","0.0000","0.0000","0.0000","0.0000","13.0308","0.0000","0.0000","5.2000","9.3543","0.0000","503.4904","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9644","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6000","14.6000","7.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3490","0.0000","0.0000","14.6000","0.0000","14.6000","0.0000","0.0000","5.1689","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1235","13.1334","1.4472","69.2056","0.5064","-0.1440","-0.1989","-2.9771","2.9207","0.3242","4.9242","0.0000","3229.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.9808","0.0000","76.6798","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.2000","9.4971","0.0000","503.0096","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9706","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6000","14.6000","10.1584","0.0000","0.0000","2.0000","0.0000","0.0000","2.3492","0.0000","0.0000","14.6000","0.0000","14.6000","0.0000","0.0000","5.2168","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1207","13.1283","1.3826","69.2119","0.4618","-0.1496","-0.2022","-2.9317","3.3495","0.2534","4.6824","0.0000","3245.3462","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.4135","0.0000","76.6558","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.2481","9.5000","0.0000","507.2404","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9735","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6165","14.6165","15.6040","0.0000","0.0000","2.0000","0.0000","0.0000","2.3497","0.0000","0.0000","14.6165","0.0000","14.6165","0.0000","0.0000","5.2663","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1178","13.1232","1.4198","69.2181","0.6258","-0.1260","-0.2002","-2.8952","2.1093","0.9603","4.4572","0.0000","3261.6924","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.8558","0.0000","76.6317","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.2962","9.5000","0.0000","511.5673","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9754","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6650","14.6650","14.5333","0.0000","0.0000","2.0000","0.0000","0.0000","2.3500","0.0000","0.0000","14.6650","0.0000","14.6650","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1150","13.1181","1.4011","69.2244","0.5602","-0.1592","-0.2080","-2.9180","1.5684","0.9905","4.3223","0.0000","3276.3979","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.0882","0.0000","76.6075","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.3000","9.5893","0.0000","511.5588","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9774","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6864","14.6864","8.3429","0.0000","0.0000","2.0000","0.0000","0.0000","2.3500","0.0000","0.0000","14.6864","0.0000","14.6864","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1122","13.1130","1.3905","69.2306","0.6848","-0.1676","-0.2141","-2.9492","1.3794","0.7418","4.2080","0.0000","3290.9612","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","498.5196","0.0000","76.5834","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.3000","9.6864","0.0000","511.0686","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9793","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6379","14.6379","5.2233","0.0000","0.0000","2.0000","0.0000","0.0000","2.3499","0.0000","0.0000","14.6379","0.0000","14.6379","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1093","13.1079","1.4046","69.2369","0.5485","-0.1586","-0.2135","-2.9531","0.8562","0.6313","3.9854","0.0000","3260.2380","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.9048","0.0000","76.5592","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.3000","9.5771","0.0000","508.5428","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9815","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6105","14.6105","5.7087","0.0000","0.0000","2.0000","0.0000","0.0000","2.3494","0.0000","0.0000","14.6105","0.0000","14.6105","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1065","13.1028","1.4405","69.2431","0.6324","-0.1828","-0.2168","-2.9453","0.7513","0.4942","3.7261","0.0000","3222.1428","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.1429","0.0000","76.5353","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.3000","9.4343","0.0000","505.6857","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9839","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6581","14.6581","8.2642","0.0000","0.0000","2.0000","0.0000","0.0000","2.3489","0.0000","0.0000","14.6581","0.0000","14.6581","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1036","13.0977","1.4426","69.2494","0.3948","-0.1557","-0.1984","-2.9225","0.7251","0.7269","3.4600","0.0000","3252.0962","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.5524","0.0000","76.5114","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.2635","9.5448","0.0000","505.3619","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.1836","0.0000","0.0000","0.0000","0.0000","0.9840","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6943","14.6943","13.9245","0.0000","0.0000","2.0000","0.0000","0.0000","2.3484","0.0000","0.0000","14.6943","0.0000","14.6943","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1008","13.0926","1.4389","69.2584","0.5856","-0.1777","-0.2112","-2.9449","0.6888","0.8659","3.2355","0.0000","3303.5386","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.6476","0.0000","76.4876","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.2154","9.7352","0.0000","505.8381","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.4251","0.0000","0.0000","0.0000","0.0000","0.9821","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6467","14.6467","18.2745","0.0000","0.0000","2.0000","0.0000","0.0000","2.3481","0.0000","0.0000","14.6467","0.0000","14.6467","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.0980","13.0875","1.4209","69.2678","0.5037","-0.1555","-0.1967","-2.9422","1.0339","1.0034","3.0094","0.0000","3312.6667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.2647","0.0000","76.4638","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.2000","9.7347","0.0000","505.6765","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.6667","0.0000","0.0000","0.0000","0.0000","0.9797","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6010","14.6010","19.2549","0.0000","0.0000","2.0000","0.0000","0.0000","2.3495","0.0000","0.0000","14.6010","0.0000","14.6010","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.0951","13.0824","1.4603","69.2772","0.7919","-0.1779","-0.2028","-2.9480","1.1373","1.1887","2.8500","0.0000","3301.8823","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.6961","0.0000","76.4396","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.2000","9.6356","0.0000","505.1863","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.9082","0.0000","0.0000","0.0000","0.0000","0.9767","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6510","14.6510","19.8800","0.0000","0.0000","2.0000","0.0000","0.0000","2.3510","0.0000","0.0000","14.6510","0.0000","14.6510","0.0000","0.0000","5.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.0952","13.0842","1.4218","69.2866","0.8340","-0.1582","-0.2001","-2.9391","1.1590","1.1891","2.6178","0.0000","3295.0908","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.3737","0.0000","76.4147","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.1677","9.6320","0.0000","506.8788","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9720","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6990","14.6990","19.3800","0.0000","0.0000","2.0000","0.0000","0.0000","2.3500","0.0000","0.0000","14.6990","0.0000","14.6990","0.0000","0.0000","5.2495","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.0979","13.0922","1.4328","69.2959","1.0925","-0.1729","-0.1958","-2.9348","1.1496","1.3318","2.2719","0.0000","3290.5454","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.3636","0.0000","76.3898","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","5.1172","9.6820","0.0000","509.9091","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9650","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9910","0.0000","0.0000","0.0000","14.6490","14.6490","19.1176","0.0000","0.0000","2.0000","0.0000","0.0000","2.3490","0.0000","0.0000","14.6490","0.0000","14.6490","0.0000","0.0000","5.1961","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1006","13.1002","1.4100","69.3053","1.1272","-0.1648","-0.1974","-2.9332","1.2126","1.4430","1.9926","0.0000","3280.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4615","0.0000","76.3649","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.9731","9.6385","0.0000","509.1538","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9598","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9913","0.0000","0.0000","0.0000","14.5981","14.5981","19.6078","0.0000","0.0000","2.0000","0.0000","0.0000","2.3510","0.0000","0.0000","14.5981","0.0000","14.5981","0.0000","0.0000","5.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1033","13.1082","1.4670","69.3147","1.3230","-0.1645","-0.1998","-2.9320","0.7469","1.3684","1.8555","0.0000","3268.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.0577","0.0000","76.3500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.7808","9.5423","0.0000","506.2692","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9569","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9918","0.0000","0.0000","0.0000","14.5029","14.5029","18.6538","0.0000","0.0000","2.0000","0.0000","0.0000","2.3530","0.0000","0.0000","14.5029","0.0000","14.5029","0.0000","0.0000","4.8039","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1060","13.1162","1.4130","69.3241","1.2164","-0.1958","-0.2259","-2.9643","0.5633","1.0945","1.7478","0.0000","3242.8137","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.8235","0.0000","76.3500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.6431","9.4451","0.0000","504.1765","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9545","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9923","0.0000","0.0000","0.0000","14.4076","14.4076","11.9231","0.0000","0.0000","2.0000","0.0000","0.0000","2.3544","0.0000","0.0000","14.4076","0.0000","14.4076","0.0000","0.0000","4.6587","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1087","13.1242","1.3676","69.3334","1.4043","-0.1416","-0.2052","-2.9457","1.2513","0.7501","1.6353","0.0000","3208.0098","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.2941","0.0000","76.3500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.5451","9.3471","0.0000","502.7059","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9928","0.0000","0.0000","0.0000","14.4000","14.4000","6.5347","0.0000","0.0000","2.0000","0.0000","0.0000","2.3559","0.0000","0.0000","14.4000","0.0000","14.4000","0.0000","0.0000","4.5144","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1115","13.1322","1.4107","69.3428","1.3336","-0.1265","-0.1836","-2.9317","1.3278","0.9814","1.5244","0.0000","3203.1177","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0392","0.0000","76.3500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.4735","9.3257","0.0000","504.5490","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9526","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9933","0.0000","0.0000","0.0000","14.4000","14.4000","10.9901","0.0000","0.0000","2.0000","0.0000","0.0000","2.3573","0.0000","0.0000","14.4000","0.0000","14.4000","0.0000","0.0000","4.4554","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1142","13.1402","1.3589","69.3522","1.3048","-0.1797","-0.1829","-2.9536","0.9766","1.3648","1.3327","0.0000","3223.7058","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.9608","0.0000","76.3432","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.4245","9.3752","0.0000","509.4510","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9546","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9937","0.0000","0.0000","0.0000","14.3549","14.3549","15.2970","0.0000","0.0000","2.0000","0.0000","0.0000","2.3588","0.0000","0.0000","14.3549","0.0000","14.3549","0.0000","0.0000","4.4059","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1169","13.1482","1.3438","69.3616","1.3880","-0.1370","-0.1904","-2.9598","0.1115","1.0890","1.3372","0.0000","3262.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.2800","0.0000","76.3189","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.3750","9.4743","0.0000","511.0400","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.8810","0.0000","0.0000","0.0000","0.0000","0.9569","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9940","0.0000","0.0000","0.0000","14.3059","14.3059","18.2673","0.0000","0.0000","2.0000","0.0000","0.0000","2.3603","0.0000","0.0000","14.3059","0.0000","14.3059","0.0000","0.0000","4.4436","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1196","13.1562","1.4087","69.3709","1.2164","-0.0916","-0.1743","-2.9512","-0.7731","1.2520","1.1980","0.0000","3318.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.7800","0.0000","76.2947","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.3250","9.6228","0.0000","509.0400","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.6429","0.0000","0.0000","0.0000","0.0000","0.9598","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9940","0.0000","0.0000","0.0000","14.3854","14.3854","20.3271","0.0000","0.0000","2.0000","0.0000","0.0000","2.3618","0.0000","0.0000","14.3854","0.0000","14.3854","0.0000","0.0000","4.4931","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1223","13.1642","1.4389","69.3803","1.3914","-0.1186","-0.1620","-2.9688","-0.2830","1.2574","1.0687","0.0000","3377.8181","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6789","0.0000","76.2704","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.3000","9.7881","0.0000","506.8991","0.0000","0.0000","22.3500","0.0000","0.0000","0.0000","0.4048","0.0000","0.0000","0.0000","0.0000","0.9626","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9942","0.0000","0.0000","0.0000","14.4825","14.4825","11.9159","0.0000","0.0000","2.0000","0.0000","0.0000","2.3632","0.0000","0.0000","14.4825","0.0000","14.4825","0.0000","0.0000","4.4204","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1251","13.1722","1.4748","69.3897","1.1890","-0.1005","-0.1587","-2.9684","0.5080","0.9178","1.0555","0.0000","3441.4546","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.9266","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.3000","9.9716","0.0000","504.6055","0.0000","0.0000","22.3461","0.0000","0.0000","0.0000","0.1667","0.0000","0.0000","0.0000","0.0000","0.9649","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9947","0.0000","0.0000","0.0000","14.5380","14.5380","3.5047","0.0000","0.0000","2.0000","0.0000","0.0000","2.3646","0.0000","0.0000","14.5380","0.0000","14.5380","0.0000","0.0000","4.3278","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1278","13.1802","1.5567","69.3991","1.0841","-0.0936","-0.1475","-2.9738","0.5762","1.6252","0.9467","0.0000","3499.3665","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.8911","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","13.0350","0.0000","0.0000","4.3149","10.1297","0.0000","503.4456","0.0000","0.0000","22.3217","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9671","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9951","0.0000","0.0000","0.0000","14.5843","14.5843","2.5437","0.0000","0.0000","2.0000","0.0000","0.0000","2.3664","0.0000","0.0000","14.5843","0.0000","14.5843","0.0000","0.0000","4.3343","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1305","13.1882","1.5725","69.4084","1.0172","-0.1133","-0.1528","-2.9732","0.5833","2.3270","0.9069","0.0000","3543.9209","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.8614","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","13.0835","0.0000","0.0000","4.3644","10.2287","0.0000","504.9307","0.0000","0.0000","22.2973","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9681","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9956","0.0000","0.0000","0.0000","14.6330","14.6330","2.0583","0.0000","0.0000","2.0000","0.0000","0.0000","2.3683","0.0000","0.0000","14.6330","0.0000","14.6330","0.0000","0.0000","4.3833","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1332","13.1962","1.5979","69.4178","0.8077","-0.1014","-0.1639","-2.9426","0.7175","1.2928","0.8963","0.0000","3579.5339","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","76.2500","0.0000","0.0000","0.0000","0.0000","13.0673","0.0000","0.0000","4.4000","10.3136","0.0000","506.5437","0.0000","0.0000","22.2729","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9683","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9961","0.0000","0.0000","0.0000","14.6830","14.6830","2.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3706","0.0000","0.0000","14.6830","0.0000","14.6830","0.0000","0.0000","4.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1359","13.2042","1.6182","69.4272","0.5492","-0.0973","-0.1542","-2.9367","0.5977","0.5917","0.7175","0.0000","3592.1553","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","76.2485","0.0000","0.0000","0.0000","0.0000","13.0178","0.0000","0.0000","4.4000","10.3621","0.0000","508.4854","0.0000","0.0000","22.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9602","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9966","0.0000","0.0000","0.0000","14.7324","14.7324","2.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.3731","0.0000","0.0000","14.7324","0.0000","14.7324","0.0000","0.0000","4.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.1386","13.2122","1.6447","69.4366","0.5159","-0.1088","-0.1619","-2.9785","0.4650","0.6484","0.7183","0.0000","3603.6335","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.7624","0.0000","76.2239","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","4.4000","10.4109","0.0000","510.2178","0.0000","0.0000","22.2500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9520","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9971","0.0000","0.0000","0.0000","14.7814","14.7814","8.7451","0.0000","0.0000","2.0000","0.0000","0.0000","2.3743","0.0000","0.0000","14.7814","0.0000","14.7814","0.0000","0.0000","4.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
