"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:13 PM"
"Sample Rate","20"
"Duration","176"
"Segment","Session"
"Beacon Markers","176"
"Segment Times","2:56.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"37.4688","12.9990","1.1893","75.4050","-0.6411","-0.1989","-0.1659","-2.9625","0.4360","0.2562","0.0634","0.0000","3239.6538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.5769","0.0000","97.6500","0.0000","0.0000","0.0000","0.0000","12.8981","0.0000","0.0000","1.4000","8.4000","0.0000","499.7308","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9470","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","19.9515","0.0000","0.0000","2.0000","0.0000","0.0000","2.4622","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9914","1.1697","75.4425","-0.5366","-0.1591","-0.1460","-2.9254","0.4613","0.2806","0.0751","0.0000","3223.7886","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.5385","0.0000","97.6500","0.0000","0.0000","0.0000","0.0000","12.8529","0.0000","0.0000","1.4000","8.4000","0.0000","502.6154","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9493","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","14.1262","0.0000","0.0000","2.0000","0.0000","0.0000","2.4627","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9838","1.1811","75.4800","-0.6685","-0.1591","-0.1309","-2.9449","0.4851","0.3157","0.0627","0.0000","3214.9009","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.2277","0.0000","97.6500","0.0000","0.0000","0.0000","0.0000","12.8039","0.0000","0.0000","1.3842","8.4000","0.0000","502.7129","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9506","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","9.4752","0.0000","0.0000","2.0000","0.0000","0.0000","2.4627","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3853","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9761","1.1496","75.5175","-0.6855","-0.2087","-0.1748","-2.9727","0.4836","0.3070","0.0679","0.0000","3220.8416","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.7426","0.0000","97.6500","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.3347","8.4000","0.0000","500.2376","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9491","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","13.4356","0.0000","0.0000","2.0000","0.0000","0.0000","2.4617","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3363","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9685","1.1539","75.5550","-0.6062","-0.1758","-0.1642","-2.9359","0.4792","0.3040","0.0807","0.0000","3217.7942","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.7426","0.0000","97.6432","0.0000","0.0000","0.0000","0.0000","12.8000","0.0000","0.0000","1.3147","8.3853","0.0000","499.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9473","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","16.1748","0.0000","0.0000","2.0000","0.0000","0.0000","2.4610","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3129","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9609","1.1854","75.5825","-0.6570","-0.1425","-0.1223","-2.9248","0.4911","0.2951","0.0654","0.0000","3193.7744","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.2277","0.0000","97.6190","0.0000","0.0000","0.0000","0.0000","12.8431","0.0000","0.0000","1.3637","8.3363","0.0000","499.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9448","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","7.9223","0.0000","0.0000","2.0000","0.0000","0.0000","2.4610","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.3624","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9532","1.1377","75.6075","-0.6610","-0.1989","-0.1517","-2.9672","0.4738","0.2742","0.0614","0.0000","3173.5239","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.1429","0.0000","97.5947","0.0000","0.0000","0.0000","0.0000","12.8922","0.0000","0.0000","1.3876","8.2876","0.0000","499.9143","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9428","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5990","13.5990","0.4000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4609","0.0000","0.0000","13.5990","0.0000","13.5990","0.0000","0.0000","1.3886","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9456","1.1451","75.6325","-0.5153","-0.2249","-0.1954","-2.9730","0.4413","0.2660","0.0633","0.0000","3164.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.5238","0.0000","97.5704","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3400","8.2400","0.0000","501.8191","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9418","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5514","13.5514","10.4000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4604","0.0000","0.0000","13.5514","0.0000","13.5514","0.0000","0.0000","1.3410","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9380","1.1801","75.6575","-0.6413","-0.1633","-0.1641","-2.9301","0.4484","0.2775","0.0348","0.0000","3158.1538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.9143","0.0000","97.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3077","8.2077","0.0000","503.9048","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9410","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5038","13.5038","20.4000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4599","0.0000","0.0000","13.5038","0.0000","13.5038","0.0000","0.0000","1.3067","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9303","1.1500","75.6825","-0.6672","-0.1218","-0.1103","-2.9176","0.4748","0.2769","0.0395","0.0000","3171.6155","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0571","0.0000","97.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3558","8.2558","0.0000","506.2857","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9410","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","13.6990","0.0000","0.0000","2.0000","0.0000","0.0000","2.4595","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3548","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9227","1.1242","75.7075","-0.5659","-0.1726","-0.1280","-2.9598","0.5013","0.2491","0.0670","0.0000","3186.8845","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.8077","0.0000","97.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.3077","0.0000","507.7308","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9414","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","5.9320","0.0000","0.0000","2.0000","0.0000","0.0000","2.4590","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9150","1.1561","75.7325","-0.5817","-0.2214","-0.1878","-2.9738","0.4468","0.2445","0.1028","0.0000","3222.9424","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.6923","0.0000","97.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.4038","0.0000","506.7692","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9477","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5413","13.5413","7.9333","0.0000","0.0000","2.0000","0.0000","0.0000","2.4595","0.0000","0.0000","13.5413","0.0000","13.5413","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9074","1.1643","75.7575","-0.6512","-0.1753","-0.1653","-2.9367","0.4064","0.2610","0.0907","0.0000","3259.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.5192","0.0000","97.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.5000","0.0000","506.0962","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9540","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5894","13.5894","11.2667","0.0000","0.0000","2.0000","0.0000","0.0000","2.4600","0.0000","0.0000","13.5894","0.0000","13.5894","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8998","1.1500","75.7825","-0.5248","-0.1606","-0.1358","-2.9359","0.4219","0.2967","0.0543","0.0000","3213.3269","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.1154","0.0000","97.5260","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.3558","0.0000","506.5769","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9588","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.6250","0.0000","0.0000","2.0000","0.0000","0.0000","2.4605","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8921","1.1949","75.8075","-0.6405","-0.2118","-0.1784","-2.9645","0.4448","0.2907","0.0584","0.0000","3167.6538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.1165","0.0000","97.5019","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.2115","0.0000","506.8253","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9636","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","11.1442","0.0000","0.0000","2.0000","0.0000","0.0000","2.4610","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8845","1.1469","75.8325","-0.6653","-0.1629","-0.1562","-2.9250","0.4814","0.2542","0.0522","0.0000","3195.2622","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0874","0.0000","97.4779","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.2885","0.0000","505.3689","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5676","13.5676","13.6667","0.0000","0.0000","2.0000","0.0000","0.0000","2.4606","0.0000","0.0000","13.5676","0.0000","13.5676","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8769","1.1451","75.8575","-0.5516","-0.1321","-0.1143","-2.9236","0.4664","0.2502","0.0708","0.0000","3229.2427","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.8558","0.0000","97.4539","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4000","8.3846","0.0000","504.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9557","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5200","13.5200","17.4762","0.0000","0.0000","2.0000","0.0000","0.0000","2.4601","0.0000","0.0000","13.5200","0.0000","13.5200","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8692","1.1781","75.8825","-0.6267","-0.1896","-0.1507","-2.9688","0.4484","0.2830","0.0666","0.0000","3200.0962","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.4519","0.0000","97.4298","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3587","8.3596","0.0000","504.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9546","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","17.8235","0.0000","0.0000","2.0000","0.0000","0.0000","2.4596","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3606","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8616","1.1488","75.9075","-0.6609","-0.2091","-0.1863","-2.9684","0.4309","0.2913","0.0782","0.0000","3160.6731","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0481","0.0000","97.4058","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3106","8.3115","0.0000","504.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9541","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","15.8627","0.0000","0.0000","2.0000","0.0000","0.0000","2.4591","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3125","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8540","1.1584","75.9325","-0.5264","-0.1584","-0.1501","-2.9270","0.4210","0.2878","0.0549","0.0000","3171.6858","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.4757","0.0000","97.3817","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.3000","0.0000","504.4757","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9547","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","16.6154","0.0000","0.0000","2.0000","0.0000","0.0000","2.4594","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8498","1.1732","75.9575","-0.6480","-0.1607","-0.1282","-2.9439","0.4463","0.2721","0.0641","0.0000","3196.9238","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.9612","0.0000","97.3577","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.3000","0.0000","504.9612","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9557","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","19.5000","0.0000","0.0000","2.0000","0.0000","0.0000","2.4598","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8578","1.1469","75.9825","-0.6253","-0.2092","-0.1700","-2.9691","0.4595","0.2610","0.0966","0.0000","3231.6667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.5534","0.0000","97.3500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.4000","0.0000","505.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9563","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","18.4369","0.0000","0.0000","2.0000","0.0000","0.0000","2.4600","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8658","1.1693","76.0075","-0.5938","-0.1795","-0.1624","-2.9324","0.4697","0.2810","0.0644","0.0000","3270.8823","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0680","0.0000","97.3500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.5471","0.0000","505.0000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9568","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","13.0971","0.0000","0.0000","2.0000","0.0000","0.0000","2.4600","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8738","1.1705","76.0325","-0.6684","-0.1676","-0.1457","-2.9414","0.4647","0.2926","0.0293","0.0000","3257.0784","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.6699","0.0000","97.3500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.5059","0.0000","507.0874","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9567","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","12.2871","0.0000","0.0000","2.0000","0.0000","0.0000","2.4597","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8818","1.1580","76.0575","-0.5331","-0.1967","-0.1701","-2.9660","0.4677","0.2964","0.0111","0.0000","3213.4509","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6117","0.0000","97.3500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.3588","0.0000","509.5146","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9562","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","17.7327","0.0000","0.0000","2.0000","0.0000","0.0000","2.4592","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8898","1.2014","76.0775","-0.6235","-0.1631","-0.1456","-2.9324","0.4962","0.2914","0.0106","0.0000","3216.1001","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.2277","0.0000","97.3354","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.3594","0.0000","506.0396","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9581","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","18.0297","0.0000","0.0000","2.0000","0.0000","0.0000","2.4590","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.8978","1.1582","76.0963","-0.6749","-0.1682","-0.1365","-2.9465","0.4813","0.2781","0.0530","0.0000","3249.6001","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.7624","0.0000","97.3110","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.4584","0.0000","501.0891","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9615","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","10.6040","0.0000","0.0000","2.0000","0.0000","0.0000","2.4590","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9058","1.1594","76.1150","-0.5199","-0.2137","-0.1810","-2.9723","0.4769","0.2571","0.0718","0.0000","3243.6731","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.3750","0.0000","97.2866","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.3885","0.0000","501.5000","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9610","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","5.2692","0.0000","0.0000","2.0000","0.0000","0.0000","2.4593","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9138","1.1787","76.1338","-0.6343","-0.1826","-0.1607","-2.9428","0.4703","0.2719","0.0642","0.0000","3211.4614","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.8558","0.0000","97.2622","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.1962","0.0000","503.4231","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9577","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","3.3462","0.0000","0.0000","2.0000","0.0000","0.0000","2.4598","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"37.4688","12.9218","1.1475","76.1525","-0.6986","-0.1398","-0.1125","-2.9258","0.4360","0.2715","0.0605","0.0000","3189.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.6990","0.0000","97.2379","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.3000","8.1240","0.0000","503.6602","0.0000","0.0000","26.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9567","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.5000","13.5000","3.3107","0.0000","0.0000","2.0000","0.0000","0.0000","2.4598","0.0000","0.0000","13.5000","0.0000","13.5000","0.0000","0.0000","1.3000","0.0000","0.0000","0.0000","0.0000","0.0000"
