Time,Motor RPM [Rpm],MC Duty Cycle [%],MC Volts [V],AC Current,DC Current [A],CellId,MC Temp [°C],Motor Temp [°C],Fault Code,MC Throttle [%],Drive Enable,RadIn_Temp [°C],RadOut_Tem [°C],Flowrate,Actual_FOC_id,Actual_FOC_iq,Actual_Brake [%],Rolling_Counter,Relay_State,CRC_Checksum,CRC_Checksum_22,Pack_Current,Pack_CCL,Pack_DCL,Pack_Open_Volta,TSB HighTemp,Pack_SOC,Cell Low,Therm1_Val [°C],Therm1_LowVal [°C],Therm1_HighVal [°C],Therm2_Val [°C],Therm2_LowVal [°C],Therm2_HighVal [°C],Therm1_ID,Therm1_ModNum,AN3 [V],AN6 [V],VBAT [V],Int Temp [°C],CAN1 Load [%],CAN1 ERRORS [hex],CAN2 ERRORS [decimal],ALARMS1 [decimal],uFLAGS1 [decimal],ACC Long [g],ACC Lat [g],ACC Vert [g],Pitch Rate [deg/sec],Roll Rate [deg/sec],Yaw Rate [deg/sec],RTD,Energized,LV Low,Motor Temp High,MC Temp High,Logging,TSB Temp,Stop Logging,WATER T ALM
17:55:26.025,0,-1.5,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.125,0,-1.6,1,0,0,0,25,23,2,0,0,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.225,0,-3.4,1,0,0,0,25,23,2,0,0,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.325,0,-6.9,1,0,0,0,25,23,2,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.425,0,-2.1,1,0,0,0,25,23,2,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.525,0,-2,1,0,0,0,25,23,2,0,0,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.625,0,0.5,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.725,0,-1.1,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.825,0,2.3,1,0,0,0,25,23,2,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:26.925,0,-4.5,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.025,0,-2.7,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.125,0,2,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.225,0,-3.9,1,0,0,0,25,23,2,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.325,0,0.7,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.425,0,-2.9,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.525,0,-2.4,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.625,0,-3.2,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.725,0,-0.7,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.825,0,-3.1,1,0,0,0,25,23,2,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:27.925,0,-5.9,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.025,0,2.2,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.125,0,3.4,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.225,0,-4.6,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.325,0,-1.6,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.425,0,-3.4,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.525,0,0.7,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.625,0,-2,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.725,0,-4.7,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.825,0,1.6,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:28.925,0,-1,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.025,0,1.8,1,0,0,0,25,23,2,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.125,0,1.5,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.225,0,-3.2,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.325,0,-0.4,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.425,0,3.2,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.525,0,-0.7,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.625,0,6.1,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.725,0,-2,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.825,0,-2.4,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:29.925,0,1.7,1,0,0,0,25,23,2,0,0,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.025,0,4.8,1,0,0,0,25,23,2,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.125,0,2.6,1,0,0,0,25,23,2,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.225,0,1.4,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.325,0,-1.9,1,0,0,0,25,23,2,0,0,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.425,0,-1.5,1,0,0,0,25,23,2,0,0,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.525,0,3.6,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.625,0,-3.4,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.725,0,1.8,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.825,0,0.2,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:30.925,0,2.2,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.025,0,-3.1,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.125,0,-2.1,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.225,0,-3.4,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.325,0,-1.8,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.425,0,-1.9,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.525,0,-3.7,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.625,0,2.8,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.725,0,-1.1,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.825,0,-0.4,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:31.925,0,-3.3,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.025,0,1.9,1,0,0,0,25,23,2,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.125,0,-1.9,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.225,0,-2.8,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.325,0,2.5,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.425,0,-4.9,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.525,0,-5.8,1,0,0,0,25,23,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.625,0,-0.3,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.725,0,2.5,1,0,0,0,25,23,2,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17:55:32.825,0,2.8,1,0,0,0,25,23,2,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,0.015,14.817,34,0,32,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
