task,split,metric,value,sample_count,reference_source
augmentation_retrieval,train,mean_view_cosine_similarity,0.9875742793083191,333,same_window_augmentations
augmentation_retrieval,validation,mean_view_cosine_similarity,0.9902011752128601,108,same_window_augmentations
augmentation_retrieval,test,mean_view_cosine_similarity,0.9891951084136963,59,same_window_augmentations
augmentation_retrieval,all,mean_view_cosine_similarity,0.988332986831665,500,same_window_augmentations
embedding_retrieval,train,mean_neighbor_cosine_similarity,0.9827322291757701,333,none
embedding_retrieval,validation,mean_neighbor_cosine_similarity,0.9915154920858933,108,none
embedding_retrieval,test,mean_neighbor_cosine_similarity,0.9865953058222107,59,none
embedding_retrieval,all,mean_neighbor_cosine_similarity,0.9850852570086365,500,none
