recording_id,start_s,end_s,Embeddings,Autoencoder,Contrastive,Sequence,Unsupervised,split
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,40.0,50.0,0.31,0.43,0.679,0.468,0.906,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,42.0,52.0,0.178,0.318,0.482,0.416,0.922,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,44.0,54.0,0.286,0.356,0.455,0.38,0.994,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,46.0,56.0,0.219,0.364,0.226,0.404,1.0,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,48.0,58.0,0.184,0.434,0.079,0.442,0.988,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,50.0,60.0,0.18,0.47,0.241,0.438,0.984,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,52.0,62.0,0.148,0.522,0.45,0.528,0.98,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,54.0,64.0,0.133,0.614,0.459,0.61,0.91,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,56.0,66.0,0.12,0.638,0.346,0.618,0.9,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,58.0,68.0,0.107,0.658,0.418,0.626,0.886,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,60.0,70.0,0.141,0.672,0.544,0.628,0.882,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,62.0,72.0,0.047,0.664,0.54,0.638,0.848,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,64.0,74.0,0.051,0.688,0.675,0.67,0.798,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,66.0,76.0,0.03,0.696,0.608,0.744,0.764,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,68.0,78.0,0.213,0.704,0.479,0.906,0.746,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,70.0,80.0,0.166,0.698,0.691,0.75,0.658,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,72.0,82.0,0.209,0.694,0.072,0.74,0.458,train
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,74.0,84.0,0.232,0.712,0.245,0.746,0.356,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,0.0,10.0,0.634,0.046,0.145,0.108,0.004,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,2.0,12.0,0.524,0.012,0.082,0.096,0.006,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,4.0,14.0,0.528,0.078,0.034,0.088,0.008,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,6.0,16.0,0.412,0.136,0.118,0.178,0.29,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,8.0,18.0,0.408,0.174,0.108,0.202,0.3,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,10.0,20.0,0.239,0.394,0.23,0.35,0.36,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,12.0,22.0,0.074,0.532,0.551,0.56,0.844,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,14.0,24.0,0.014,0.562,0.122,0.612,0.892,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,16.0,26.0,0.175,0.692,0.691,0.85,0.736,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,18.0,28.0,0.261,0.718,0.245,0.954,0.702,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,20.0,30.0,0.4,0.89,0.306,0.91,0.576,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,22.0,32.0,0.254,0.858,0.178,0.944,0.642,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,24.0,34.0,0.171,0.684,0.263,0.688,0.694,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,26.0,36.0,0.083,0.644,0.723,0.634,0.804,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,28.0,38.0,0.078,0.62,0.682,0.62,0.904,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,30.0,40.0,0.274,0.52,0.575,0.476,0.128,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,32.0,42.0,0.219,0.428,0.455,0.412,0.69,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,34.0,44.0,0.573,0.084,0.29,0.06,0.232,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,36.0,46.0,0.623,0.01,0.311,0.024,0.226,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,38.0,48.0,0.312,0.044,0.174,0.022,0.186,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,40.0,50.0,0.268,0.038,0.142,0.026,0.184,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,42.0,52.0,0.354,0.092,0.466,0.002,0.17,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,44.0,54.0,0.314,0.03,0.557,0.1,0.052,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,46.0,56.0,0.276,0.258,0.424,0.17,0.054,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,48.0,58.0,0.448,0.122,0.487,0.112,0.056,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,50.0,60.0,0.665,0.062,0.33,0.104,0.094,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,52.0,62.0,0.713,0.132,0.283,0.14,0.092,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,54.0,64.0,0.62,0.04,0.311,0.142,0.1,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,56.0,66.0,0.53,0.02,0.336,0.126,0.068,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,58.0,68.0,0.623,0.032,0.533,0.16,0.082,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,60.0,70.0,0.54,0.094,0.176,0.174,0.058,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,62.0,72.0,0.649,0.126,0.168,0.186,0.06,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,64.0,74.0,0.588,0.146,0.28,0.204,0.064,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,66.0,76.0,0.646,0.216,0.054,0.252,0.066,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,68.0,78.0,0.731,0.312,0.09,0.264,0.254,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,70.0,80.0,0.658,0.442,0.193,0.342,0.216,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,72.0,82.0,0.673,0.388,0.01,0.348,0.228,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,74.0,84.0,0.773,0.348,0.046,0.298,0.102,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,76.0,86.0,0.728,0.246,0.287,0.246,0.098,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,78.0,88.0,0.598,0.23,0.14,0.226,0.108,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,80.0,90.0,0.726,0.188,0.06,0.224,0.07,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,82.0,92.0,0.717,0.2,0.133,0.22,0.09,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,84.0,94.0,0.697,0.184,0.066,0.236,0.078,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,86.0,96.0,0.538,0.144,0.096,0.242,0.138,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,88.0,98.0,0.381,0.24,0.022,0.372,0.428,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,90.0,100.0,0.199,0.214,0.014,0.324,0.364,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,92.0,102.0,0.257,0.196,0.203,0.248,0.42,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,94.0,104.0,0.145,0.282,0.314,0.294,0.762,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,96.0,106.0,0.11,0.446,0.008,0.352,0.85,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,98.0,108.0,0.086,0.38,0.002,0.362,0.896,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,100.0,110.0,0.096,0.412,0.006,0.482,0.924,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,102.0,112.0,0.213,0.706,0.715,0.942,0.716,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,104.0,114.0,0.209,0.716,0.431,0.998,0.696,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,106.0,116.0,0.601,0.834,0.733,1.0,0.67,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,108.0,118.0,0.748,0.966,0.66,0.988,0.496,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,110.0,120.0,0.826,0.968,0.8,0.956,0.43,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,112.0,122.0,0.869,0.944,0.86,0.952,0.418,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,114.0,124.0,0.844,0.942,0.843,0.958,0.416,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,116.0,126.0,0.941,0.94,0.794,0.96,0.432,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,118.0,128.0,0.216,0.72,0.232,0.748,0.664,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,120.0,130.0,0.024,0.634,0.498,0.636,0.754,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,122.0,132.0,0.1,0.56,0.382,0.556,0.934,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,124.0,134.0,0.152,0.422,0.606,0.522,0.968,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,126.0,136.0,0.23,0.42,0.407,0.268,0.748,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,128.0,138.0,0.456,0.026,0.352,0.072,0.248,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,130.0,140.0,0.665,0.08,0.222,0.048,0.05,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,132.0,142.0,0.576,0.108,0.15,0.04,0.044,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,134.0,144.0,0.713,0.058,0.369,0.034,0.042,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,136.0,146.0,0.669,0.014,0.19,0.046,0.046,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,138.0,148.0,0.741,0.154,0.105,0.212,0.048,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,140.0,150.0,0.692,0.07,0.533,0.12,0.15,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,142.0,152.0,0.661,0.052,0.342,0.134,0.274,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,144.0,154.0,0.381,0.086,0.308,0.148,0.25,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,146.0,156.0,0.186,0.068,0.116,0.15,0.258,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,148.0,158.0,0.317,0.106,0.203,0.152,0.292,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,150.0,160.0,0.195,0.404,0.575,0.378,0.818,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,152.0,162.0,0.16,0.368,0.679,0.414,0.928,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,154.0,164.0,0.37,0.162,0.373,0.208,0.828,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,156.0,166.0,0.51,0.114,0.42,0.136,0.18,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,158.0,168.0,0.485,0.054,0.39,0.056,0.122,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,160.0,170.0,0.475,0.008,0.487,0.028,0.08,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,162.0,172.0,0.481,0.004,0.434,0.02,0.038,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,164.0,174.0,0.29,0.048,0.468,0.036,0.198,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,166.0,176.0,0.28,0.072,0.443,0.084,0.236,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,168.0,178.0,0.344,0.238,0.491,0.184,0.426,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,170.0,180.0,0.421,0.17,0.407,0.216,0.662,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,172.0,182.0,0.361,0.326,0.258,0.29,0.758,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,174.0,184.0,0.336,0.236,0.319,0.228,0.218,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,176.0,186.0,0.586,0.28,0.411,0.282,0.162,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,178.0,188.0,0.596,0.284,0.181,0.284,0.124,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,180.0,190.0,0.584,0.314,0.238,0.31,0.136,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,182.0,192.0,0.731,0.302,0.333,0.286,0.114,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,184.0,194.0,0.694,0.166,0.188,0.2,0.116,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,186.0,196.0,0.64,0.118,0.339,0.162,0.072,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,188.0,198.0,0.558,0.066,0.184,0.042,0.074,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,190.0,200.0,0.508,0.018,0.369,0.03,0.104,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,192.0,202.0,0.352,0.024,0.12,0.032,0.13,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,194.0,204.0,0.424,0.042,0.145,0.076,0.238,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,196.0,206.0,0.366,0.12,0.171,0.094,0.26,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,198.0,208.0,0.458,0.172,0.138,0.21,0.336,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,200.0,210.0,0.636,0.358,0.206,0.312,0.234,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,202.0,212.0,0.678,0.382,0.396,0.334,0.172,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,204.0,214.0,0.642,0.458,0.581,0.346,0.112,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,206.0,216.0,0.492,0.346,0.327,0.384,0.21,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,208.0,218.0,0.342,0.492,0.04,0.462,0.212,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,210.0,220.0,0.338,0.518,0.07,0.52,0.252,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,212.0,222.0,0.515,0.178,0.277,0.25,0.326,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,214.0,224.0,0.252,0.18,0.024,0.254,0.362,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,216.0,226.0,0.199,0.234,0.03,0.274,0.342,train
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,218.0,228.0,0.124,0.204,0.012,0.308,0.35,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,0.0,10.0,0.323,0.474,0.617,0.276,0.774,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,2.0,12.0,0.317,0.14,0.567,0.098,0.308,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,4.0,14.0,0.288,0.212,0.611,0.086,0.296,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,6.0,16.0,0.471,0.276,0.739,0.082,0.318,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,8.0,18.0,0.519,0.134,0.384,0.054,0.302,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,10.0,20.0,0.562,0.056,0.571,0.068,0.02,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,12.0,22.0,0.446,0.104,0.5,0.138,0.018,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,14.0,24.0,0.454,0.034,0.171,0.146,0.022,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,16.0,26.0,0.661,0.028,0.283,0.156,0.024,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,18.0,28.0,0.244,0.036,0.063,0.192,0.016,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,20.0,30.0,0.331,0.256,0.319,0.234,0.718,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,22.0,32.0,0.113,0.552,0.564,0.578,0.95,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,24.0,34.0,0.126,0.58,0.654,0.584,0.966,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,26.0,36.0,0.182,0.508,0.436,0.568,0.99,train
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,28.0,38.0,0.264,0.51,0.267,0.548,0.28,train
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,0.0,10.0,0.567,0.168,0.578,0.154,0.398,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,2.0,12.0,0.757,0.128,0.236,0.132,0.322,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,4.0,14.0,0.686,0.116,0.161,0.122,0.312,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,6.0,16.0,0.515,0.09,0.098,0.158,0.338,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,8.0,18.0,0.533,0.218,0.303,0.214,0.682,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,10.0,20.0,0.753,0.328,0.633,0.338,0.354,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,12.0,22.0,0.723,0.332,0.181,0.426,0.028,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,14.0,24.0,0.612,0.27,0.359,0.222,0.014,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,16.0,26.0,0.485,0.158,0.414,0.166,0.012,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,18.0,28.0,0.475,0.05,0.422,0.074,0.062,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,20.0,30.0,0.481,0.064,0.443,0.05,0.166,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,22.0,32.0,0.417,0.096,0.316,0.064,0.268,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,24.0,34.0,0.421,0.138,0.216,0.11,0.304,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,26.0,36.0,0.13,0.148,0.004,0.19,0.346,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,28.0,38.0,0.117,0.564,0.214,0.564,0.874,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,30.0,40.0,0.601,0.724,0.733,0.996,0.678,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,32.0,42.0,0.783,0.97,0.771,0.986,0.474,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,34.0,44.0,0.96,0.956,0.956,0.976,0.414,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,36.0,46.0,0.983,0.948,0.983,0.98,0.412,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,38.0,48.0,0.171,0.69,0.263,0.678,0.668,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,40.0,50.0,0.168,0.624,0.746,0.65,0.714,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,42.0,52.0,0.188,0.628,0.761,0.648,0.712,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,44.0,54.0,0.235,0.622,0.742,0.644,0.71,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,46.0,56.0,0.041,0.59,0.706,0.602,0.738,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,48.0,58.0,0.083,0.588,0.646,0.596,0.78,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,50.0,60.0,0.033,0.606,0.699,0.604,0.784,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,52.0,62.0,0.072,0.6,0.688,0.6,0.86,validation
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,54.0,64.0,0.093,0.576,0.711,0.598,0.856,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,0.0,10.0,0.088,0.498,0.476,0.514,0.768,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,2.0,12.0,0.283,0.49,0.491,0.176,0.684,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,4.0,14.0,0.295,0.11,0.322,0.078,0.282,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,6.0,16.0,0.32,0.15,0.472,0.07,0.278,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,8.0,18.0,0.34,0.088,0.708,0.052,0.294,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,10.0,20.0,0.581,0.102,0.439,0.08,0.33,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,12.0,22.0,0.305,0.074,0.537,0.188,0.494,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,14.0,24.0,0.246,0.448,0.234,0.374,0.932,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,16.0,26.0,0.392,0.322,0.088,0.328,0.942,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,18.0,28.0,0.435,0.34,0.111,0.33,0.938,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,20.0,30.0,0.551,0.272,0.016,0.302,0.964,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,22.0,32.0,0.466,0.21,0.068,0.27,0.794,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,24.0,34.0,0.349,0.436,0.614,0.382,0.832,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,26.0,36.0,0.224,0.496,0.596,0.464,0.936,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,28.0,38.0,0.249,0.54,0.703,0.526,0.972,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,30.0,40.0,0.122,0.57,0.684,0.54,0.92,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,32.0,42.0,0.004,0.64,0.649,0.594,0.854,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,34.0,44.0,0.006,0.652,0.643,0.632,0.836,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,36.0,46.0,0.067,0.656,0.675,0.672,0.822,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,38.0,48.0,0.08,0.676,0.479,0.72,0.808,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,40.0,50.0,0.206,0.71,0.52,0.962,0.734,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,42.0,52.0,0.103,0.468,0.299,0.5,0.826,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,44.0,54.0,0.283,0.484,0.503,0.164,0.464,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,46.0,56.0,0.385,0.082,0.557,0.014,0.032,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,48.0,58.0,0.389,0.13,0.513,0.008,0.03,validation
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,50.0,60.0,0.461,0.142,0.639,0.004,0.034,validation
